phi,m,n,k,function,TFLOPS,total_time[sec],quantization,low_prec_gemm,requantization,dequantization,
-1.000000e+00,1024,1024,2048,OS2-accu-9,2.913418e+00,1.474202e-03,3.357530e-04,6.689170e-04,3.029010e-04,1.267615e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-10,2.657632e+00,1.616088e-03,3.457215e-04,7.434780e-04,3.408295e-04,1.476865e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-11,2.478724e+00,1.732733e-03,3.571405e-04,8.152785e-04,3.712410e-04,1.553300e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-12,2.325434e+00,1.846953e-03,3.671060e-04,8.899810e-04,4.039300e-04,1.513345e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-13,2.158923e+00,1.989403e-03,3.809520e-04,9.622140e-04,4.393635e-04,1.710505e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-14,2.023048e+00,2.123018e-03,3.957820e-04,1.043448e-03,4.775815e-04,1.780980e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-15,1.914636e+00,2.243229e-03,4.057650e-04,1.111416e-03,5.054240e-04,1.857025e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-16,1.749667e+00,2.454734e-03,4.901630e-04,1.197852e-03,5.390305e-04,1.933960e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-17,1.669184e+00,2.573094e-03,5.007200e-04,1.257511e-03,5.743870e-04,2.010695e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-18,1.573565e+00,2.729450e-03,5.286050e-04,1.353133e-03,6.062490e-04,2.080900e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-19,1.495624e+00,2.871690e-03,5.569485e-04,1.418042e-03,6.400140e-04,2.161680e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-20,1.434712e+00,2.993610e-03,5.739690e-04,1.480143e-03,6.752660e-04,2.235055e-04,
-1.000000e+00,1024,1024,4096,DGEMM,7.584704e-01,1.132534e-02,,,,,
-1.000000e+00,1024,1024,4096,OS2-fast-9,4.831199e+00,1.778013e-03,5.103540e-04,8.085930e-04,2.953860e-04,1.290410e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-10,4.375155e+00,1.963344e-03,5.552210e-04,8.947460e-04,3.275560e-04,1.501855e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-11,4.032647e+00,2.130098e-03,5.937875e-04,9.885885e-04,3.605820e-04,1.577110e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-12,3.734269e+00,2.300299e-03,6.318250e-04,1.086201e-03,3.933050e-04,1.544050e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-13,3.463301e+00,2.480274e-03,6.774685e-04,1.174151e-03,4.249485e-04,1.732070e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-14,3.248423e+00,2.644340e-03,7.134725e-04,1.252542e-03,4.626435e-04,1.814605e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-15,3.017761e+00,2.846460e-03,7.691020e-04,1.362974e-03,4.925925e-04,1.896665e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-16,2.788546e+00,3.080435e-03,8.645525e-04,1.465274e-03,5.231735e-04,1.972045e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-17,2.622108e+00,3.275966e-03,9.231675e-04,1.557778e-03,5.544355e-04,2.041210e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-18,2.478217e+00,3.466176e-03,9.873855e-04,1.641801e-03,5.876350e-04,2.118025e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-19,2.334367e+00,3.679771e-03,1.037519e-03,1.762237e-03,6.253475e-04,2.184900e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-20,2.214936e+00,3.878187e-03,1.095954e-03,1.866991e-03,6.570695e-04,2.255255e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-9,4.351519e+00,1.974009e-03,6.487145e-04,8.584380e-04,3.043100e-04,1.276665e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-10,4.016900e+00,2.138449e-03,6.856700e-04,9.396775e-04,3.347350e-04,1.430245e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-11,3.708609e+00,2.316214e-03,7.251235e-04,1.034512e-03,3.677510e-04,1.590620e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-12,3.471103e+00,2.474699e-03,7.601105e-04,1.122653e-03,4.002360e-04,1.546560e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-13,3.232234e+00,2.657584e-03,8.085530e-04,1.212954e-03,4.309495e-04,1.744100e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-14,3.015419e+00,2.848670e-03,8.545835e-04,1.309087e-03,4.659385e-04,1.833595e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-15,2.829406e+00,3.035950e-03,9.032385e-04,1.409517e-03,4.999750e-04,1.907975e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-16,2.667379e+00,3.220365e-03,9.659830e-04,1.491013e-03,5.299575e-04,1.980900e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-17,2.515501e+00,3.414801e-03,1.025630e-03,1.584821e-03,5.629415e-04,2.045465e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-18,2.361068e+00,3.638157e-03,1.089843e-03,1.697354e-03,5.993865e-04,2.118140e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-19,2.227792e+00,3.855807e-03,1.149528e-03,1.815196e-03,6.330275e-04,2.183165e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-20,2.138051e+00,4.017647e-03,1.191320e-03,1.901871e-03,6.660695e-04,2.244850e-04,
-1.000000e+00,1024,1024,8192,DGEMM,7.598906e-01,2.260834e-02,,,,,
-1.000000e+00,1024,1024,8192,OS2-fast-9,5.688282e+00,3.020221e-03,1.328354e-03,1.239733e-03,2.902795e-04,1.271035e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-10,5.025467e+00,3.418562e-03,1.529412e-03,1.386970e-03,3.202095e-04,1.483035e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-11,4.562547e+00,3.765412e-03,1.692053e-03,1.537608e-03,3.519455e-04,1.494340e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-12,4.098028e+00,4.192229e-03,1.950652e-03,1.665772e-03,3.840655e-04,1.526715e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-13,3.745568e+00,4.586719e-03,2.159651e-03,1.805319e-03,4.161350e-04,1.723915e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-14,3.516660e+00,4.885280e-03,2.369295e-03,1.856618e-03,4.449510e-04,1.811190e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-15,3.264480e+00,5.262666e-03,2.557164e-03,2.001719e-03,4.758340e-04,1.891780e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-16,2.995118e+00,5.735957e-03,2.826656e-03,2.168519e-03,5.102630e-04,1.970040e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-17,2.822066e+00,6.087692e-03,2.953531e-03,2.354313e-03,5.449720e-04,2.035115e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-18,2.662673e+00,6.452114e-03,3.138123e-03,2.490266e-03,5.784055e-04,2.100660e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-19,2.518989e+00,6.820144e-03,3.339983e-03,2.619149e-03,6.118200e-04,2.159035e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-20,2.371243e+00,7.245090e-03,3.557066e-03,2.787888e-03,6.411500e-04,2.232630e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-9,5.110050e+00,3.361977e-03,1.620817e-03,1.280555e-03,2.956800e-04,1.259585e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-10,4.578694e+00,3.752133e-03,1.808639e-03,1.438131e-03,3.270255e-04,1.479695e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-11,4.204766e+00,4.085809e-03,1.956776e-03,1.583453e-03,3.589285e-04,1.546950e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-12,3.820059e+00,4.497279e-03,2.190804e-03,1.718925e-03,3.939380e-04,1.507755e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-13,3.518882e+00,4.882195e-03,2.384754e-03,1.863955e-03,4.272185e-04,1.702395e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-14,3.255717e+00,5.276830e-03,2.604092e-03,2.005311e-03,4.595315e-04,1.775330e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-15,3.032980e+00,5.664352e-03,2.804377e-03,2.149556e-03,4.904680e-04,1.863620e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-16,2.836927e+00,6.055802e-03,3.029388e-03,2.281134e-03,5.196755e-04,1.940070e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-17,2.709945e+00,6.339564e-03,3.155580e-03,2.395614e-03,5.520650e-04,2.012755e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-18,2.557169e+00,6.718316e-03,3.349529e-03,2.533860e-03,5.874585e-04,2.079355e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-19,2.415938e+00,7.111056e-03,3.559423e-03,2.677797e-03,6.180030e-04,2.159730e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-20,2.362468e+00,7.272002e-03,3.542453e-03,2.822265e-03,6.502635e-04,2.239220e-04,
-1.000000e+00,1024,1024,16384,DGEMM,7.610152e-01,4.514987e-02,,,,,
-1.000000e+00,1024,1024,16384,OS2-fast-9,5.243275e+00,6.553106e-03,3.964305e-03,2.143786e-03,2.867145e-04,1.257285e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-10,4.463185e+00,7.698479e-03,4.824931e-03,2.379414e-03,3.169345e-04,1.464885e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-11,3.867566e+00,8.884073e-03,5.750112e-03,2.605705e-03,3.491405e-04,1.466270e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-12,3.504621e+00,9.804125e-03,6.377048e-03,2.846624e-03,3.815820e-04,1.618965e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-13,3.119311e+00,1.101517e-02,7.314826e-03,3.086551e-03,4.121165e-04,1.692025e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-14,2.778423e+00,1.236663e-02,8.418560e-03,3.290464e-03,4.449720e-04,1.774860e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-15,2.529285e+00,1.358477e-02,9.347938e-03,3.537440e-03,4.765700e-04,1.852435e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-16,2.269697e+00,1.513847e-02,1.060248e-02,3.803279e-03,5.080780e-04,1.924870e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-17,2.170904e+00,1.582738e-02,1.101903e-02,4.034795e-03,5.411640e-04,1.993125e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-18,2.052628e+00,1.673939e-02,1.166094e-02,4.265383e-03,5.740670e-04,2.068495e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-19,1.947584e+00,1.764224e-02,1.226762e-02,4.524574e-03,6.039700e-04,2.150095e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-20,1.847784e+00,1.859511e-02,1.293914e-02,4.755045e-03,6.365950e-04,2.223360e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-9,4.722328e+00,7.276016e-03,4.627815e-03,2.185466e-03,2.933250e-04,1.255995e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-10,4.092984e+00,8.394790e-03,5.458480e-03,2.425037e-03,3.246055e-04,1.468265e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-11,3.591028e+00,9.568219e-03,6.372375e-03,2.657793e-03,3.557730e-04,1.478715e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-12,3.286409e+00,1.045510e-02,6.976329e-03,2.907277e-03,3.902385e-04,1.501995e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-13,2.928991e+00,1.173091e-02,7.953923e-03,3.149208e-03,4.207640e-04,1.696555e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-14,2.619642e+00,1.311620e-02,9.062854e-03,3.390931e-03,4.512670e-04,1.769750e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-15,2.397962e+00,1.432873e-02,9.989227e-03,3.636893e-03,4.856105e-04,1.848800e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-16,2.178531e+00,1.577197e-02,1.117216e-02,3.859632e-03,5.120125e-04,1.928735e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-17,2.090946e+00,1.643263e-02,1.156953e-02,4.086285e-03,5.455935e-04,1.999975e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-18,1.982288e+00,1.733338e-02,1.219686e-02,4.321819e-03,5.766495e-04,2.073710e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-19,1.882605e+00,1.825117e-02,1.282307e-02,4.565312e-03,6.087005e-04,2.153810e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-20,2.014954e+00,1.705237e-02,1.132204e-02,4.826305e-03,6.397830e-04,2.228815e-04,
-1.000000e+00,1024,1024,32768,DGEMM,7.591678e-01,9.051949e-02,,,,,
-1.000000e+00,1024,1024,32768,OS2-fast-9,4.255361e+00,1.614892e-02,1.178843e-02,3.906724e-03,2.883360e-04,1.258255e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-10,3.862731e+00,1.779039e-02,1.292036e-02,4.364232e-03,3.195965e-04,1.469490e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-11,3.535222e+00,1.943852e-02,1.409204e-02,4.803741e-03,3.512925e-04,1.488210e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-12,3.348831e+00,2.052044e-02,1.470799e-02,5.238399e-03,3.829245e-04,1.514150e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-13,3.023442e+00,2.272889e-02,1.639239e-02,5.707760e-03,4.165815e-04,1.705140e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-14,2.717699e+00,2.528590e-02,1.848268e-02,6.145983e-03,4.477320e-04,1.782195e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-15,2.461557e+00,2.791708e-02,2.066608e-02,6.547661e-03,4.792840e-04,1.861860e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-16,2.172175e+00,3.163626e-02,2.387943e-02,7.019292e-03,5.111675e-04,1.945685e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-17,2.091450e+00,3.285734e-02,2.461285e-02,7.454591e-03,5.429365e-04,2.022640e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-18,2.016137e+00,3.408473e-02,2.546474e-02,7.798022e-03,5.760705e-04,2.107950e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-19,1.938362e+00,3.545235e-02,2.636224e-02,8.224129e-03,6.095005e-04,2.189775e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-20,1.881295e+00,3.652776e-02,2.701129e-02,8.615387e-03,6.414735e-04,2.274465e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-9,3.901826e+00,1.761213e-02,1.322413e-02,3.933447e-03,2.905920e-04,1.259950e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-10,3.558143e+00,1.931330e-02,1.441123e-02,4.397617e-03,3.212095e-04,1.471015e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-11,3.280904e+00,2.094528e-02,1.557359e-02,4.840436e-03,3.535710e-04,1.541870e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-12,3.121795e+00,2.201281e-02,1.614289e-02,5.301700e-03,3.872030e-04,1.516890e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-13,2.829429e+00,2.428741e-02,1.792193e-02,5.743849e-03,4.197645e-04,1.712480e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-14,2.557077e+00,2.687423e-02,2.004805e-02,6.169250e-03,4.507470e-04,1.785925e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-15,2.324631e+00,2.956145e-02,2.227583e-02,6.593717e-03,4.825875e-04,1.764585e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-16,2.086284e+00,3.293869e-02,2.515508e-02,7.033253e-03,5.137605e-04,1.949050e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-17,2.018484e+00,3.404509e-02,2.585733e-02,7.397771e-03,5.465000e-04,2.028700e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-18,1.942470e+00,3.537737e-02,2.672957e-02,7.833932e-03,5.780740e-04,2.108035e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-19,1.873545e+00,3.667884e-02,2.758565e-02,8.226743e-03,6.092070e-04,2.191165e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-20,1.991415e+00,3.450787e-02,2.507056e-02,8.538889e-03,6.385135e-04,2.284800e-04,
-1.000000e+00,1024,1024,65536,DGEMM,7.580168e-01,1.813139e-01,,,,,
-1.000000e+00,1024,1024,65536,OS2-fast-9,2.578666e+00,5.329847e-02,4.346497e-02,9.424021e-03,2.898460e-04,1.267670e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-10,2.490363e+00,5.518832e-02,4.423807e-02,1.046280e-02,3.223275e-04,1.481790e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-11,2.069689e+00,6.640561e-02,5.435822e-02,1.151955e-02,3.551645e-04,1.491205e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-12,1.862212e+00,7.380415e-02,6.065901e-02,1.255849e-02,3.862135e-04,1.516900e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-13,1.772814e+00,7.752587e-02,6.327013e-02,1.363662e-02,4.209315e-04,1.708880e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-14,1.689739e+00,8.133737e-02,6.600620e-02,1.470519e-02,4.507945e-04,1.786895e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-15,1.510776e+00,9.097244e-02,7.450403e-02,1.580088e-02,4.839960e-04,1.758920e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-16,1.354396e+00,1.014762e-01,8.394863e-02,1.681570e-02,5.160430e-04,1.939580e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-17,1.247619e+00,1.101610e-01,9.156924e-02,1.777778e-02,5.574850e-04,2.011830e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-18,1.041124e+00,1.320101e-01,1.120644e-01,1.907056e-02,5.827470e-04,2.093760e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-19,9.473475e-01,1.450777e-01,1.241806e-01,2.013121e-02,6.157725e-04,2.170545e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-20,8.563775e-01,1.604887e-01,1.385602e-01,2.109865e-02,6.479610e-04,2.245610e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-9,2.372891e+00,5.792047e-02,4.786355e-02,9.649054e-03,2.919505e-04,1.267145e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-10,2.296280e+00,5.985286e-02,4.878305e-02,1.054716e-02,3.224400e-04,1.481350e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-11,1.940373e+00,7.083119e-02,5.859868e-02,1.167272e-02,3.554285e-04,1.487495e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-12,1.754922e+00,7.831630e-02,6.510741e-02,1.266661e-02,3.900845e-04,1.515365e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-13,1.673533e+00,8.212505e-02,6.786008e-02,1.369149e-02,4.221170e-04,1.712760e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-14,1.598058e+00,8.600373e-02,7.054563e-02,1.480451e-02,4.539925e-04,1.786850e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-15,1.438378e+00,9.555135e-02,7.895578e-02,1.590982e-02,4.880580e-04,1.813575e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-16,1.297903e+00,1.058931e-01,8.835823e-02,1.684278e-02,5.219045e-04,1.945180e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-17,1.199238e+00,1.146052e-01,9.595714e-02,1.790722e-02,5.532205e-04,2.014975e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-18,1.007608e+00,1.364013e-01,1.161763e-01,1.956342e-02,5.859835e-04,2.091355e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-19,9.188066e-01,1.495842e-01,1.282552e-01,2.049511e-02,6.189345e-04,2.173955e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-20,8.323171e-01,1.651281e-01,1.431217e-01,2.119196e-02,6.510795e-04,2.246200e-04,
-1.000000e+00,2048,2048,1024,DGEMM,7.936736e-01,1.082301e-02,,,,,
-1.000000e+00,2048,2048,1024,OS2-fast-9,4.309009e+00,1.993483e-03,2.693050e-04,8.650430e-04,4.111450e-04,4.114365e-04,
-1.000000e+00,2048,2048,1024,OS2-fast-10,3.934347e+00,2.183319e-03,2.821895e-04,9.631165e-04,4.552300e-04,4.448470e-04,
-1.000000e+00,2048,2048,1024,OS2-fast-11,3.619116e+00,2.373490e-03,2.906985e-04,1.059563e-03,5.022890e-04,4.774740e-04,
-1.000000e+00,2048,2048,1024,OS2-fast-12,3.375603e+00,2.544711e-03,3.004435e-04,1.152039e-03,5.466810e-04,5.109665e-04,
-1.000000e+00,2048,2048,1024,OS2-fast-13,3.139886e+00,2.735747e-03,3.116875e-04,1.247247e-03,5.872015e-04,5.538350e-04,
-1.000000e+00,2048,2048,1024,OS2-fast-14,2.928791e+00,2.932929e-03,3.209680e-04,1.350700e-03,6.345225e-04,5.879485e-04,
-1.000000e+00,2048,2048,1024,OS2-fast-15,2.753074e+00,3.120124e-03,3.331455e-04,1.468225e-03,6.777275e-04,6.091030e-04,
-1.000000e+00,2048,2048,1024,OS2-fast-16,2.523237e+00,3.404331e-03,4.325610e-04,1.565028e-03,7.203085e-04,6.537020e-04,
-1.000000e+00,2048,2048,1024,OS2-fast-17,2.415561e+00,3.556082e-03,4.450550e-04,1.633125e-03,7.597640e-04,6.837600e-04,
-1.000000e+00,2048,2048,1024,OS2-fast-18,2.295072e+00,3.742773e-03,4.606720e-04,1.726593e-03,8.102930e-04,7.077065e-04,
