phi,m,n,k,function,err_max,err_med,TFLOPS,total_time[sec],quantization,low_prec_gemm,requantization,dequantization,
5.000000e-01,1024,1024,1024,DGEMM,2.756879e-09,8.765315e-16,2.886403e+01,7.440000e-05,,,,,
5.000000e-01,1024,1024,1024,OS2-fast-9,5.465733e-03,3.144399e-09,6.524609e+00,3.291360e-04,4.138800e-05,1.768925e-04,8.508050e-05,1.588750e-05,
5.000000e-01,1024,1024,1024,OS2-fast-10,2.690812e-04,2.142583e-10,6.058944e+00,3.544320e-04,4.280550e-05,1.925515e-04,9.265000e-05,1.656600e-05,
5.000000e-01,1024,1024,1024,OS2-fast-11,4.456593e-05,2.269263e-11,5.574983e+00,3.852000e-04,4.438400e-05,2.120120e-04,1.016235e-04,1.699250e-05,
5.000000e-01,1024,1024,1024,OS2-fast-12,2.661800e-06,1.530285e-12,5.153301e+00,4.167200e-04,4.760100e-05,2.308735e-04,1.113485e-04,1.750100e-05,
5.000000e-01,1024,1024,1024,OS2-fast-13,1.696944e-07,9.551687e-14,4.760676e+00,4.510880e-04,5.181650e-05,2.503205e-04,1.208450e-04,1.793450e-05,
5.000000e-01,1024,1024,1024,OS2-fast-14,1.134047e-08,5.859329e-15,4.468264e+00,4.806080e-04,5.354700e-05,2.695555e-04,1.306205e-04,1.832800e-05,
5.000000e-01,1024,1024,1024,OS2-fast-15,7.645727e-10,2.749305e-16,4.182280e+00,5.134720e-04,5.603000e-05,2.891625e-04,1.394035e-04,1.885350e-05,
5.000000e-01,1024,1024,1024,OS2-fast-16,8.074306e-12,4.858253e-17,3.833587e+00,5.601760e-04,7.088250e-05,3.085630e-04,1.504475e-04,1.928350e-05,
5.000000e-01,1024,1024,1024,OS2-fast-17,1.293970e-13,4.551100e-17,3.627800e+00,5.919520e-04,7.340750e-05,3.285185e-04,1.602680e-04,1.993800e-05,
5.000000e-01,1024,1024,1024,OS2-fast-18,5.110841e-16,4.536987e-17,3.447491e+00,6.229120e-04,7.674800e-05,3.464450e-04,1.696675e-04,2.040550e-05,
5.000000e-01,1024,1024,1024,OS2-accu-9,1.194455e-03,1.234489e-09,5.975856e+00,3.593600e-04,7.675100e-05,1.731340e-04,8.365350e-05,1.592200e-05,
5.000000e-01,1024,1024,1024,OS2-accu-10,7.073146e-05,7.716693e-11,5.488131e+00,3.912960e-04,7.929800e-05,1.929070e-04,9.287950e-05,1.648200e-05,
5.000000e-01,1024,1024,1024,OS2-accu-11,6.420557e-06,4.824047e-12,5.076505e+00,4.230240e-04,8.144750e-05,2.121980e-04,1.021250e-04,1.698000e-05,
5.000000e-01,1024,1024,1024,OS2-accu-12,3.684799e-07,3.041149e-13,4.719495e+00,4.550240e-04,8.434050e-05,2.314750e-04,1.117830e-04,1.751250e-05,
5.000000e-01,1024,1024,1024,OS2-accu-13,3.607184e-08,2.374903e-14,4.390217e+00,4.891520e-04,8.901600e-05,2.507825e-04,1.219105e-04,1.789700e-05,
5.000000e-01,1024,1024,1024,OS2-accu-14,3.784941e-09,1.374828e-15,4.130539e+00,5.199040e-04,9.355450e-05,2.678795e-04,1.301630e-04,1.826500e-05,
5.000000e-01,1024,1024,1024,OS2-accu-15,9.399680e-11,7.078943e-17,3.880134e+00,5.534560e-04,9.602700e-05,2.882580e-04,1.408575e-04,1.877050e-05,
5.000000e-01,1024,1024,1024,OS2-accu-16,5.540734e-13,4.606214e-17,3.596498e+00,5.971040e-04,1.095530e-04,3.071210e-04,1.511655e-04,1.942100e-05,
5.000000e-01,1024,1024,1024,OS2-accu-17,1.149021e-14,4.541392e-17,3.419386e+00,6.280320e-04,1.101735e-04,3.275160e-04,1.611430e-04,2.004000e-05,
5.000000e-01,1024,1024,1024,OS2-accu-18,2.983118e-16,4.536032e-17,3.245188e+00,6.617440e-04,1.151145e-04,3.461960e-04,1.712150e-04,2.033350e-05,
5.000000e-01,1024,1024,2048,DGEMM,7.556995e-10,7.963696e-16,2.807609e+01,1.529760e-04,,,,,
