phi,m,n,k,function,TFLOPS,total_time[sec],quantization,low_prec_gemm,requantization,dequantization,
-1.000000e+00,1024,1024,2048,OS2-fast-10,2.026234e+00,2.119680e-03,2.686455e-04,1.323587e-03,3.046555e-04,1.624660e-04,
-1.000000e+00,1024,1024,2048,OS2-fast-11,1.844461e+00,2.328576e-03,2.897490e-04,1.484077e-03,3.505580e-04,1.743650e-04,
-1.000000e+00,1024,1024,2048,OS2-fast-12,1.750784e+00,2.453168e-03,3.207385e-04,1.569643e-03,3.651735e-04,1.844855e-04,
-1.000000e+00,1024,1024,2048,OS2-fast-13,1.569780e+00,2.736032e-03,3.462665e-04,1.738554e-03,4.204720e-04,1.935610e-04,
-1.000000e+00,1024,1024,2048,OS2-fast-14,1.512346e+00,2.839936e-03,3.809435e-04,1.803648e-03,4.149070e-04,2.040055e-04,
-1.000000e+00,1024,1024,2048,OS2-fast-15,1.325856e+00,3.239392e-03,4.028080e-04,2.052116e-03,5.235360e-04,2.139190e-04,
-1.000000e+00,1024,1024,2048,OS2-fast-16,1.317876e+00,3.259008e-03,4.273900e-04,2.098264e-03,4.833805e-04,2.251970e-04,
-1.000000e+00,1024,1024,2048,OS2-fast-17,1.258158e+00,3.413696e-03,4.514015e-04,2.191667e-03,5.072965e-04,2.360715e-04,
-1.000000e+00,1024,1024,2048,OS2-fast-18,1.180149e+00,3.639344e-03,4.767295e-04,2.327890e-03,5.448080e-04,2.457865e-04,
-1.000000e+00,1024,1024,2048,OS2-fast-19,1.125110e+00,3.817376e-03,5.085240e-04,2.453756e-03,5.619955e-04,2.571160e-04,
-1.000000e+00,1024,1024,2048,OS2-fast-20,1.074950e+00,3.995504e-03,5.315665e-04,2.580154e-03,5.905120e-04,2.685595e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-9,2.127249e+00,2.019024e-03,4.152495e-04,1.158188e-03,2.669670e-04,1.511875e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-10,1.756834e+00,2.444720e-03,4.358005e-04,1.399060e-03,3.793735e-04,1.713015e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-11,1.772623e+00,2.422944e-03,4.745980e-04,1.420440e-03,3.301065e-04,1.725955e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-12,1.635964e+00,2.625344e-03,5.006010e-04,1.547252e-03,3.606895e-04,1.828085e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-13,1.516148e+00,2.832816e-03,5.305155e-04,1.680198e-03,3.869185e-04,1.933940e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-14,1.426649e+00,3.010528e-03,5.602585e-04,1.797478e-03,4.145675e-04,2.032850e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-15,1.328310e+00,3.233408e-03,5.851485e-04,1.937744e-03,4.568235e-04,2.138260e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-16,1.258641e+00,3.412384e-03,6.070630e-04,2.067104e-03,4.833695e-04,2.243225e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-17,1.193593e+00,3.598352e-03,6.326465e-04,2.186847e-03,5.127645e-04,2.365940e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-18,1.132061e+00,3.793936e-03,6.654375e-04,2.318310e-03,5.343520e-04,2.448075e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-19,1.072605e+00,4.004240e-03,6.971335e-04,2.449754e-03,5.751920e-04,2.570650e-04,
-1.000000e+00,1024,1024,2048,OS2-accu-20,9.949424e-01,4.316800e-03,7.191020e-04,2.668621e-03,6.284380e-04,2.687310e-04,
-1.000000e+00,1024,1024,2048,Oz1-6,6.862198e+00,6.258880e-04,,,,,
-1.000000e+00,1024,1024,2048,Oz1-7,5.443613e+00,7.889920e-04,,,,,
-1.000000e+00,1024,1024,2048,Oz1-8,4.490689e+00,9.564160e-04,,,,,
-1.000000e+00,1024,1024,2048,Oz1-9,3.795643e+00,1.131552e-03,,,,,
-1.000000e+00,1024,1024,4096,DGEMM,5.976069e-01,1.437389e-02,,,,,
-1.000000e+00,1024,1024,4096,OS2-fast-9,2.901127e+00,2.960896e-03,5.121925e-04,1.973243e-03,2.804030e-04,1.520225e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-10,2.440400e+00,3.519888e-03,5.591295e-04,2.311551e-03,4.017380e-04,1.733355e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-11,2.399487e+00,3.579904e-03,6.168175e-04,2.387536e-03,3.500235e-04,1.740685e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-12,2.073565e+00,4.142592e-03,6.643265e-04,2.754196e-03,4.461975e-04,1.839625e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-13,2.003033e+00,4.288464e-03,7.241700e-04,2.907997e-03,4.297735e-04,1.947880e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-14,1.869100e+00,4.595760e-03,7.717930e-04,3.105371e-03,4.761340e-04,2.065780e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-15,1.778189e+00,4.830720e-03,8.209515e-04,3.296704e-03,4.726645e-04,2.147960e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-16,1.561261e+00,5.501920e-03,8.678295e-04,3.690362e-03,6.185560e-04,2.364015e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-17,1.458128e+00,5.891072e-03,9.238845e-04,3.949586e-03,7.179780e-04,2.482175e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-18,1.485108e+00,5.784048e-03,9.741420e-04,3.943592e-03,5.738650e-04,2.453030e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-19,1.413890e+00,6.075392e-03,1.038225e-03,4.164619e-03,5.804090e-04,2.582970e-04,
-1.000000e+00,1024,1024,4096,OS2-fast-20,1.342201e+00,6.399888e-03,1.086381e-03,4.390586e-03,6.177195e-04,2.675450e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-9,2.614024e+00,3.286096e-03,8.669420e-04,1.961559e-03,2.678480e-04,1.528640e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-10,2.375367e+00,3.616256e-03,9.175385e-04,2.187054e-03,3.073625e-04,1.619430e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-11,2.031355e+00,4.228672e-03,9.663575e-04,2.555695e-03,4.386610e-04,1.868105e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-12,2.042429e+00,4.205744e-03,1.018473e-03,2.610496e-03,3.605750e-04,1.836665e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-13,1.876495e+00,4.577648e-03,1.070512e-03,2.886280e-03,4.021410e-04,1.950310e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-14,1.746376e+00,4.918720e-03,1.116337e-03,3.115229e-03,4.408415e-04,2.054120e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-15,1.658473e+00,5.179424e-03,1.171603e-03,3.305373e-03,4.584800e-04,2.146680e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-16,1.572548e+00,5.462432e-03,1.223411e-03,3.497261e-03,4.707950e-04,2.240985e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-17,1.481865e+00,5.796704e-03,1.273936e-03,3.745974e-03,5.171645e-04,2.357425e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-18,1.403012e+00,6.122496e-03,1.325553e-03,3.971933e-03,5.512735e-04,2.466935e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-19,1.345396e+00,6.384688e-03,1.378474e-03,4.148036e-03,5.753945e-04,2.580105e-04,
-1.000000e+00,1024,1024,4096,OS2-accu-20,1.267667e+00,6.776176e-03,1.424856e-03,4.422209e-03,6.464750e-04,2.680255e-04,
-1.000000e+00,1024,1024,4096,Oz1-6,7.026554e+00,1.222496e-03,,,,,
-1.000000e+00,1024,1024,4096,Oz1-7,5.564698e+00,1.543648e-03,,,,,
-1.000000e+00,1024,1024,4096,Oz1-8,4.612927e+00,1.862144e-03,,,,,
-1.000000e+00,1024,1024,4096,Oz1-9,3.838329e+00,2.237936e-03,,,,,
-1.000000e+00,1024,1024,8192,DGEMM,5.977443e-01,2.874117e-02,,,,,
-1.000000e+00,1024,1024,8192,OS2-fast-9,3.271070e+00,5.252064e-03,1.145591e-03,3.610254e-03,3.101520e-04,1.532010e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-10,2.971259e+00,5.782016e-03,1.255379e-03,3.989141e-03,3.312735e-04,1.649280e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-11,2.707313e+00,6.345728e-03,1.365801e-03,4.417390e-03,3.427185e-04,1.757960e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-12,2.515119e+00,6.830640e-03,1.479046e-03,4.756036e-03,3.659275e-04,1.847130e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-13,2.294590e+00,7.487120e-03,1.552275e-03,5.215699e-03,4.605685e-04,1.959775e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-14,2.163145e+00,7.942080e-03,1.660698e-03,5.569115e-03,4.539700e-04,2.083540e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-15,2.037925e+00,8.430080e-03,1.774871e-03,5.949575e-03,4.502635e-04,2.167690e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-16,1.881358e+00,9.131632e-03,1.870061e-03,6.400594e-03,5.674990e-04,2.277980e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-17,1.775170e+00,9.677872e-03,1.970992e-03,6.809421e-03,6.012835e-04,2.379115e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-18,1.701026e+00,1.009971e-02,2.088381e-03,7.171498e-03,5.648915e-04,2.497980e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-19,1.540815e+00,1.114986e-02,2.204789e-03,7.750932e-03,8.481850e-04,2.719045e-04,
-1.000000e+00,1024,1024,8192,OS2-fast-20,1.526461e+00,1.125470e-02,2.316741e-03,7.970584e-03,6.403890e-04,2.730710e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-9,2.902727e+00,5.918528e-03,1.746092e-03,3.626134e-03,3.389355e-04,1.597565e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-10,2.717364e+00,6.322256e-03,1.849510e-03,3.969356e-03,3.155580e-04,1.644050e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-11,2.388853e+00,7.191680e-03,1.947860e-03,4.458092e-03,5.065320e-04,1.848270e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-12,2.211311e+00,7.769088e-03,2.060454e-03,4.896922e-03,5.513160e-04,1.974390e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-13,2.134234e+00,8.049664e-03,2.162100e-03,5.203390e-03,4.390455e-04,1.964120e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-14,2.009597e+00,8.548912e-03,2.263312e-03,5.561470e-03,4.610490e-04,2.069405e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-15,1.877158e+00,9.152064e-03,2.369023e-03,6.003721e-03,5.227960e-04,2.185290e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-16,1.770417e+00,9.703856e-03,2.456923e-03,6.425686e-03,5.750155e-04,2.282600e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-17,1.693556e+00,1.014426e-02,2.561595e-03,6.759355e-03,5.359615e-04,2.390800e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-18,1.596830e+00,1.075874e-02,2.672455e-03,7.253177e-03,5.812430e-04,2.501225e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-19,1.534026e+00,1.119920e-02,2.784261e-03,7.526356e-03,5.969835e-04,2.604935e-04,
-1.000000e+00,1024,1024,8192,OS2-accu-20,1.449126e+00,1.185533e-02,2.883984e-03,8.003013e-03,6.708980e-04,2.714355e-04,
-1.000000e+00,1024,1024,8192,Oz1-6,6.569317e+00,2.615168e-03,,,,,
-1.000000e+00,1024,1024,8192,Oz1-7,5.251958e+00,3.271136e-03,,,,,
-1.000000e+00,1024,1024,8192,Oz1-8,4.319016e+00,3.977728e-03,,,,,
-1.000000e+00,1024,1024,8192,Oz1-9,3.617875e+00,4.748608e-03,,,,,
-1.000000e+00,1024,1024,16384,DGEMM,5.975962e-01,5.749658e-02,,,,,
-1.000000e+00,1024,1024,16384,OS2-fast-9,3.538704e+00,9.709696e-03,2.434313e-03,6.753085e-03,3.208355e-04,1.527540e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-10,3.186277e+00,1.078366e-02,2.652241e-03,7.541577e-03,3.733505e-04,1.661180e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-11,2.907911e+00,1.181595e-02,2.854151e-03,8.303482e-03,4.184360e-04,1.775685e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-12,2.683372e+00,1.280469e-02,3.056120e-03,9.098237e-03,4.268130e-04,1.884140e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-13,2.461926e+00,1.395645e-02,3.271138e-03,9.900017e-03,5.414180e-04,2.009475e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-14,2.274356e+00,1.510746e-02,3.481237e-03,1.069634e-02,6.817635e-04,2.144210e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-15,2.152462e+00,1.596299e-02,3.675341e-03,1.142380e-02,6.136900e-04,2.222530e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-16,2.014852e+00,1.705323e-02,3.879185e-03,1.216271e-02,7.288475e-04,2.323260e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-17,1.911431e+00,1.797592e-02,4.085919e-03,1.294347e-02,6.897345e-04,2.438045e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-18,1.804833e+00,1.903763e-02,4.296968e-03,1.375240e-02,7.443665e-04,2.542740e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-19,1.690573e+00,2.032432e-02,4.517395e-03,1.451897e-02,9.532710e-04,2.680780e-04,
-1.000000e+00,1024,1024,16384,OS2-fast-20,1.615835e+00,2.126438e-02,4.715108e-03,1.534451e-02,9.145130e-04,2.799030e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-9,3.156583e+00,1.088510e-02,3.468586e-03,6.801863e-03,4.302885e-04,1.648115e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-10,2.880421e+00,1.192872e-02,3.673862e-03,7.551828e-03,4.321405e-04,1.738515e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-11,2.646552e+00,1.298283e-02,3.877406e-03,8.308803e-03,5.247380e-04,1.866955e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-12,2.499879e+00,1.374456e-02,4.086658e-03,9.003280e-03,4.278690e-04,1.853635e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-13,2.274395e+00,1.510720e-02,4.302126e-03,9.875541e-03,6.459300e-04,2.093005e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-14,2.156950e+00,1.592978e-02,4.532054e-03,1.064182e-02,5.276955e-04,2.091635e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-15,2.032984e+00,1.690114e-02,4.707084e-03,1.127305e-02,6.533220e-04,2.177740e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-16,1.921844e+00,1.787853e-02,4.927263e-03,1.208995e-02,6.210765e-04,2.306675e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-17,1.796369e+00,1.912733e-02,5.130548e-03,1.292632e-02,7.695140e-04,2.497175e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-18,1.702612e+00,2.018061e-02,5.357938e-03,1.367757e-02,8.362425e-04,2.529580e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-19,1.627546e+00,2.111138e-02,5.578573e-03,1.447855e-02,7.219745e-04,2.665410e-04,
-1.000000e+00,1024,1024,16384,OS2-accu-20,1.556646e+00,2.207293e-02,5.772358e-03,1.524045e-02,7.290325e-04,2.776225e-04,
-1.000000e+00,1024,1024,16384,Oz1-6,5.856433e+00,5.867008e-03,,,,,
-1.000000e+00,1024,1024,16384,Oz1-7,4.818637e+00,7.130592e-03,,,,,
-1.000000e+00,1024,1024,16384,Oz1-8,3.992911e+00,8.605184e-03,,,,,
-1.000000e+00,1024,1024,16384,Oz1-9,3.389679e+00,1.013658e-02,,,,,
-1.000000e+00,1024,1024,32768,DGEMM,6.101194e-01,1.126328e-01,,,,,
-1.000000e+00,1024,1024,32768,OS2-fast-9,3.689530e+00,1.862554e-02,4.963624e-03,1.279402e-02,6.433165e-04,1.641520e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-10,3.337338e+00,2.059110e-02,5.368642e-03,1.444709e-02,5.410910e-04,1.734250e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-11,3.070850e+00,2.237800e-02,5.779599e-03,1.577291e-02,6.056955e-04,1.837360e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-12,2.836491e+00,2.422693e-02,6.171335e-03,1.721709e-02,6.255200e-04,1.985295e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-13,2.602581e+00,2.640435e-02,6.621008e-03,1.888797e-02,7.100055e-04,2.074540e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-14,2.422443e+00,2.836784e-02,7.037550e-03,2.031500e-02,7.581785e-04,2.161910e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-15,2.273314e+00,3.022877e-02,7.427207e-03,2.172704e-02,8.530985e-04,2.238985e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-16,2.147232e+00,3.200374e-02,7.817793e-03,2.303657e-02,8.490990e-04,2.335210e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-17,2.027790e+00,3.388885e-02,8.229186e-03,2.442541e-02,9.471180e-04,2.524070e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-18,1.911607e+00,3.594855e-02,8.657958e-03,2.601845e-02,9.799980e-04,2.624545e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-19,1.806770e+00,3.803443e-02,9.109469e-03,2.755028e-02,1.077807e-03,2.750370e-04,
-1.000000e+00,1024,1024,32768,OS2-fast-20,1.717943e+00,4.000102e-02,9.527105e-03,2.903529e-02,1.088890e-03,2.851815e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-9,3.354125e+00,2.048805e-02,7.034407e-03,1.278978e-02,5.004465e-04,1.545525e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-10,3.062728e+00,2.243734e-02,7.423163e-03,1.418586e-02,5.895480e-04,1.783970e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-11,2.805379e+00,2.449562e-02,7.827755e-03,1.571438e-02,6.634330e-04,1.820995e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-12,2.613681e+00,2.629222e-02,8.251640e-03,1.714795e-02,6.593240e-04,1.913430e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-13,2.419640e+00,2.840070e-02,8.720049e-03,1.875634e-02,7.210345e-04,2.066080e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-14,2.263906e+00,3.035438e-02,9.140865e-03,2.011213e-02,8.033545e-04,2.175980e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-15,2.125543e+00,3.233032e-02,9.517958e-03,2.145778e-02,1.127467e-03,2.293085e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-16,2.006298e+00,3.425187e-02,9.923358e-03,2.287447e-02,1.185384e-03,2.428590e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-17,1.888924e+00,3.638022e-02,1.036086e-02,2.442398e-02,1.327663e-03,2.528230e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-18,1.797334e+00,3.823411e-02,1.080039e-02,2.583226e-02,1.309214e-03,2.718360e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-19,1.706866e+00,4.026061e-02,1.122106e-02,2.728646e-02,1.449879e-03,2.784265e-04,
-1.000000e+00,1024,1024,32768,OS2-accu-20,1.627918e+00,4.221310e-02,1.166178e-02,2.881223e-02,1.466458e-03,2.917775e-04,
-1.000000e+00,1024,1024,32768,Oz1-6,5.711180e+00,1.203245e-02,,,,,
-1.000000e+00,1024,1024,32768,Oz1-7,4.651505e+00,1.477360e-02,,,,,
-1.000000e+00,1024,1024,32768,Oz1-8,3.887580e+00,1.767667e-02,,,,,
-1.000000e+00,1024,1024,32768,Oz1-9,3.318609e+00,2.070731e-02,,,,,
-1.000000e+00,1024,1024,65536,DGEMM,6.158147e-01,2.231823e-01,,,,,
-1.000000e+00,1024,1024,65536,OS2-fast-9,3.839410e+00,3.579690e-02,9.971393e-03,2.492878e-02,6.814400e-04,1.657010e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-10,3.462396e+00,3.969475e-02,1.108268e-02,2.762934e-02,7.492155e-04,1.819470e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-11,3.160708e+00,4.348360e-02,1.182289e-02,3.055561e-02,8.653660e-04,1.886930e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-12,2.906024e+00,4.729449e-02,1.279648e-02,3.331905e-02,9.050615e-04,2.021900e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-13,2.696137e+00,5.097626e-02,1.328701e-02,3.647885e-02,9.478625e-04,2.187195e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-14,2.508443e+00,5.479054e-02,1.410637e-02,3.937457e-02,1.056017e-03,2.262455e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-15,2.352231e+00,5.842918e-02,1.493134e-02,4.215995e-02,1.080943e-03,2.402855e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-16,2.219043e+00,6.193613e-02,1.572918e-02,4.477376e-02,1.201955e-03,2.495770e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-17,2.090946e+00,6.573051e-02,1.658095e-02,4.761462e-02,1.246625e-03,2.623555e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-18,1.976930e+00,6.952141e-02,1.743201e-02,5.045580e-02,1.311244e-03,2.733455e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-19,1.867247e+00,7.360512e-02,1.830226e-02,5.340430e-02,1.494373e-03,2.870085e-04,
-1.000000e+00,1024,1024,65536,OS2-fast-20,1.775711e+00,7.739941e-02,1.923245e-02,5.634200e-02,1.483177e-03,2.988665e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-9,3.447404e+00,3.986738e-02,1.404201e-02,2.495687e-02,6.658980e-04,1.633695e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-10,3.146734e+00,4.367670e-02,1.514226e-02,2.756141e-02,7.612620e-04,1.775090e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-11,2.904021e+00,4.732712e-02,1.591182e-02,3.035042e-02,8.225415e-04,2.019310e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-12,2.683269e+00,5.122072e-02,1.688638e-02,3.312005e-02,8.800915e-04,2.007990e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-13,2.497563e+00,5.502923e-02,1.748914e-02,3.628558e-02,9.875325e-04,2.171605e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-14,2.341597e+00,5.869454e-02,1.832730e-02,3.899706e-02,1.101955e-03,2.276525e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-15,2.219517e+00,6.192291e-02,1.912195e-02,4.162449e-02,8.845040e-04,2.340740e-04,
-1.000000e+00,1024,1024,65536,OS2-accu-16,2.097840e+00,6.551450e-02,1.996087e-02,4.435188e-02,9.232895e-04,2.436915e-04,
