phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_64f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling,
5.000000e-01,1024,1024,1024,INT8-GEMM,,,9.960291e+01,2.156045e-05,,,,,
5.000000e-01,1024,1024,1024,DGEMM,8.594851e-10,8.762780e-16,2.431653e+01,8.831375e-05,,,,,
5.000000e-01,1024,1024,1024,OS2-fast-2,1.822890e+05,6.397670e-01,1.611622e+01,1.332498e-04,3.085065e-05,4.349699e-05,2.012120e-05,1.462802e-05,
5.000000e-01,1024,1024,1024,OS2-fast-3,9.245145e+04,5.211173e-02,1.281474e+01,1.675792e-04,3.123743e-05,6.381525e-05,2.957909e-05,1.546909e-05,
5.000000e-01,1024,1024,1024,OS2-fast-4,4.553197e+03,3.311242e-03,1.056099e+01,2.033412e-04,3.176629e-05,8.540892e-05,4.007132e-05,1.509219e-05,
5.000000e-01,1024,1024,1024,OS2-fast-5,2.520982e+02,2.072918e-04,8.818429e+00,2.435223e-04,3.360504e-05,1.080278e-04,5.063458e-05,1.633680e-05,
5.000000e-01,1024,1024,1024,OS2-fast-6,1.592223e+01,1.295140e-05,7.566784e+00,2.838040e-04,3.381372e-05,1.315667e-04,6.267777e-05,1.709991e-05,
5.000000e-01,1024,1024,1024,OS2-fast-7,4.927994e-01,8.102761e-07,6.662715e+00,3.223136e-04,3.504947e-05,1.534265e-04,7.344491e-05,1.799826e-05,
5.000000e-01,1024,1024,1024,OS2-fast-8,3.936469e-02,5.064139e-08,6.012850e+00,3.571491e-04,3.472971e-05,1.751410e-04,8.381295e-05,1.742010e-05,
5.000000e-01,1024,1024,1024,OS2-fast-9,3.744011e-03,3.161367e-09,5.456557e+00,3.935602e-04,3.599717e-05,1.963760e-04,9.386893e-05,1.851624e-05,
5.000000e-01,1024,1024,1024,OS2-fast-10,1.270989e-04,1.974575e-10,4.962489e+00,4.327432e-04,3.714255e-05,2.193383e-04,1.045629e-04,1.911780e-05,
5.000000e-01,1024,1024,1024,OS2-fast-11,1.117788e-05,1.235789e-11,4.688029e+00,4.580781e-04,3.706368e-05,2.359920e-04,1.109938e-04,1.960591e-05,
5.000000e-01,1024,1024,1024,OS2-fast-12,1.414146e-06,7.725493e-13,4.436375e+00,4.840627e-04,3.798540e-05,2.529878e-04,1.175072e-04,1.911118e-05,
5.000000e-01,1024,1024,1024,OS2-fast-13,4.720867e-08,4.834294e-14,4.118287e+00,5.214506e-04,3.961456e-05,2.744687e-04,1.273019e-04,2.034836e-05,
5.000000e-01,1024,1024,1024,OS2-fast-14,4.179565e-09,5.618261e-15,3.715331e+00,5.780060e-04,5.223065e-05,2.995498e-04,1.410143e-04,2.105747e-05,
5.000000e-01,1024,1024,1024,OS2-fast-15,3.321650e-10,2.784788e-16,3.422135e+00,6.275275e-04,5.504888e-05,3.261630e-04,1.550871e-04,2.219640e-05,
5.000000e-01,1024,1024,1024,OS2-fast-16,7.896831e-12,4.843176e-17,3.205500e+00,6.699371e-04,5.719169e-05,3.506259e-04,1.686492e-04,2.075138e-05,
