phi,m,n,function,TFLOPS,total_time[sec],standard_trsm,gemmul8_gemm,
-1.000000,1024,1024,OS2-i8-fast-9,3.284016e+00,3.269600e-04,3.118240e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-fast-10,3.274881e+00,3.278720e-04,3.132480e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-fast-11,3.277440e+00,3.276160e-04,3.129280e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-fast-12,3.274721e+00,3.278880e-04,3.131200e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-fast-13,3.274562e+00,3.279040e-04,3.130560e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-fast-14,3.275680e+00,3.277920e-04,3.130400e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-fast-15,3.275840e+00,3.277760e-04,3.130240e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-fast-16,3.272486e+00,3.281120e-04,3.132480e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-fast-17,3.275201e+00,3.278400e-04,3.131200e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-fast-18,3.275521e+00,3.278080e-04,3.130080e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-fast-19,3.274402e+00,3.279200e-04,3.131200e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-fast-20,3.272645e+00,3.280960e-04,3.133120e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-accu-9,3.274242e+00,3.279360e-04,3.132640e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-accu-10,3.274562e+00,3.279040e-04,3.132000e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-accu-11,3.273763e+00,3.279840e-04,3.132160e-04,0.000000e+00,
-1.000000,1024,1024,OS2-i8-accu-12,3.270891e+00,3.282720e-04,3.134880e-04,0.000000e+00,
