phi,m,n,k,function,3,4,5,6,7,8,9,10,11,12,
1.000000,128,128,2048,OS2-i8-accu,2.951531e+02,1.131994e+01,1.535172e+00,2.541599e-02,2.629947e-03,1.296414e-04,3.318168e-06,1.003976e-07,6.271074e-08,6.271074e-08,
1.000000,128,128,2048,OS2-f8-fast,8.339142e+02,5.308664e+01,3.079772e+00,6.988007e-02,3.529522e-03,4.100650e-04,6.655083e-05,1.275053e-04,6.277500e-05,1.567846e-04,
1.000000,128,128,2048,OS2-f8-accu,2.188293e+01,1.535172e+00,1.390250e-02,1.152233e-03,6.551145e-06,1.044829e-07,2.180858e-07,1.003976e-07,6.271074e-08,1.229787e-07,
1.000000,128,128,4096,CGEMM,3.617948e-03,3.617948e-03,3.617948e-03,3.617948e-03,3.617948e-03,3.617948e-03,3.617948e-03,3.617948e-03,3.617948e-03,3.617948e-03,
1.000000,128,128,4096,BF16x9,4.036435e-03,4.036435e-03,4.036435e-03,4.036435e-03,4.036435e-03,4.036435e-03,4.036435e-03,4.036435e-03,4.036435e-03,4.036435e-03,
1.000000,128,128,4096,OS2-i8-fast,5.122910e+03,3.103180e+03,7.648099e+01,2.119984e+00,5.169674e-01,5.231684e-02,2.963002e-03,5.391748e-04,2.496222e-03,1.346489e-03,
1.000000,128,128,4096,OS2-i8-accu,1.034198e+03,5.321464e+01,5.916595e+00,1.984393e-01,2.266353e-02,5.278804e-04,3.411790e-05,1.451466e-06,2.187702e-07,1.255869e-07,
1.000000,128,128,4096,OS2-f8-fast,2.139063e+03,7.648099e+01,2.119822e+00,1.699333e-01,2.570377e-02,7.981879e-04,1.306514e-03,1.788909e-03,6.635437e-04,3.793662e-04,
1.000000,128,128,4096,OS2-f8-accu,3.580693e+01,1.920656e+00,1.759611e-01,3.829052e-03,1.085933e-04,4.533204e-06,1.254036e-07,3.128419e-07,1.160456e-07,1.255869e-07,
1.000000,128,128,8192,CGEMM,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,
1.000000,128,128,8192,BF16x9,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,1.755512e-02,
1.000000,128,128,8192,OS2-i8-fast,2.323298e+03,8.753737e+03,6.284115e+02,6.606631e+01,3.310281e+00,1.648134e-01,7.231398e-03,8.520548e-04,3.593606e-03,2.870735e-03,
1.000000,128,128,8192,OS2-i8-accu,2.921589e+03,1.462309e+02,1.271622e+01,4.467974e-01,4.843929e-02,2.876075e-03,7.151753e-05,5.627497e-07,1.391920e-07,3.509709e-07,
1.000000,128,128,8192,OS2-f8-fast,9.701220e+03,6.284115e+02,2.595508e+01,1.580239e+00,5.571225e-02,6.273593e-03,2.889574e-03,1.050468e-02,7.009175e-03,2.170879e-03,
1.000000,128,128,8192,OS2-f8-accu,1.462309e+02,4.898842e+00,3.704017e-01,7.627070e-03,7.050777e-04,3.386467e-06,4.881381e-07,3.654622e-07,2.137727e-07,2.973343e-07,
1.000000,128,128,16384,CGEMM,7.262504e-02,7.262504e-02,7.262504e-02,7.262504e-02,7.262504e-02,7.262504e-02,7.262504e-02,7.262504e-02,7.262504e-02,7.262504e-02,
1.000000,128,128,16384,BF16x9,1.934994e-02,1.934994e-02,1.934994e-02,1.934994e-02,1.934994e-02,1.934994e-02,1.934994e-02,1.934994e-02,1.934994e-02,1.934994e-02,
1.000000,128,128,16384,OS2-i8-fast,1.972887e+04,2.367316e+04,7.089455e+02,9.758671e+01,5.392724e+00,1.855295e-01,7.584010e-02,4.914909e-03,5.140099e-03,4.727209e-03,
1.000000,128,128,16384,OS2-i8-accu,4.515481e+03,1.900037e+02,1.334028e+01,1.424006e+00,2.265866e-01,8.946642e-03,2.332702e-04,5.653321e-06,2.827834e-06,1.408777e-06,
1.000000,128,128,16384,OS2-f8-fast,1.075887e+04,7.089455e+02,9.758765e+01,3.175242e+00,1.210839e-01,2.512627e-02,7.500569e-02,3.243806e-03,7.090219e-03,2.171681e-02,
1.000000,128,128,16384,OS2-f8-accu,3.308819e+02,1.309575e+01,5.917273e-01,5.355646e-02,5.889210e-04,5.019543e-06,1.046618e-06,9.619840e-07,7.749986e-07,1.075189e-06,
1.000000,128,128,32768,CGEMM,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,
1.000000,128,128,32768,BF16x9,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,3.682676e-02,
1.000000,128,128,32768,OS2-i8-fast,4.757257e+02,6.406451e+04,2.798529e+03,3.114897e+02,6.086452e+00,8.036020e-01,4.320807e-02,3.223063e-03,1.102429e-02,1.541630e-03,
1.000000,128,128,32768,OS2-i8-accu,7.215268e+03,7.148235e+02,4.369675e+01,2.861353e+00,2.028909e-01,3.680321e-03,1.128917e-04,3.817130e-06,2.178788e-06,1.582132e-06,
1.000000,128,128,32768,OS2-f8-fast,4.498722e+04,2.798529e+03,7.609164e+01,5.593113e+00,1.956127e-01,3.703042e-02,1.015053e-02,5.042760e-02,7.401135e-03,2.663707e-02,
1.000000,128,128,32768,OS2-f8-accu,7.145233e+02,8.104450e+00,1.909316e+00,4.604245e-02,2.153357e-04,8.410534e-06,6.732026e-07,2.902318e-06,2.647536e-06,6.056090e-07,
1.000000,128,128,65536,CGEMM,2.312050e-02,2.312050e-02,2.312050e-02,2.312050e-02,2.312050e-02,2.312050e-02,2.312050e-02,2.312050e-02,2.312050e-02,2.312050e-02,
1.000000,128,128,65536,BF16x9,8.853163e-03,8.853163e-03,8.853163e-03,8.853163e-03,8.853163e-03,8.853163e-03,8.853163e-03,8.853163e-03,8.853163e-03,8.853163e-03,
1.000000,128,128,65536,OS2-i8-fast,1.171674e+02,1.815545e+04,3.002380e+03,3.059959e+02,2.280744e+01,1.466628e+00,8.417129e-02,3.661181e-02,9.940878e-02,6.127759e-02,
1.000000,128,128,65536,OS2-i8-accu,9.394964e+03,3.248293e+02,1.279727e+02,6.905825e+00,2.123138e-01,1.528677e-02,7.435763e-04,2.604925e-05,1.137714e-05,8.558890e-06,
1.000000,128,128,65536,OS2-f8-fast,1.499784e+04,3.002380e+03,3.059812e+02,1.277470e+01,8.478933e-01,7.343154e-02,6.712095e-02,6.640064e-02,8.621168e-02,8.101708e-02,
1.000000,128,128,65536,OS2-f8-accu,3.248293e+02,3.079370e+01,2.002498e+00,2.763681e-02,3.624732e-03,2.311827e-05,3.029307e-06,1.118703e-06,4.056421e-06,5.655934e-07,
2.000000,128,128,1024,CGEMM,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,
2.000000,128,128,1024,BF16x9,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,5.340227e-03,
2.000000,128,128,1024,OS2-i8-fast,2.260644e+00,4.537379e+03,4.316601e+03,1.105618e+03,1.039029e+02,1.425797e+01,4.073423e-01,5.913955e-01,7.475718e-01,1.359655e+00,
2.000000,128,128,1024,OS2-i8-accu,1.884821e+03,2.742348e+02,1.023102e+01,1.096684e+00,3.645822e-02,2.181243e-03,8.453841e-05,4.165155e-06,2.686698e-07,8.358206e-07,
2.000000,128,128,1024,OS2-f8-fast,9.963970e+02,4.316601e+03,7.679540e+02,7.598217e+01,1.674788e+00,1.443042e+00,5.354607e+00,9.112732e-01,1.471366e+00,1.083997e+00,
2.000000,128,128,1024,OS2-f8-accu,2.759834e+02,8.614109e+00,5.838648e-01,1.217282e-02,6.627371e-04,2.117849e-06,3.257092e-07,1.259302e-06,1.659511e-07,2.596671e-07,
2.000000,128,128,2048,CGEMM,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,
2.000000,128,128,2048,BF16x9,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,8.899541e-03,
2.000000,128,128,2048,OS2-i8-fast,1.000000e+00,3.243469e+03,2.964648e+03,7.703780e+02,2.062336e+02,6.824865e+00,1.411381e+00,2.518183e+00,2.129316e+00,6.824865e+00,
2.000000,128,128,2048,OS2-i8-accu,9.978345e+02,1.816839e+02,1.122761e+01,1.541372e+00,1.078377e-01,4.571030e-03,2.078737e-04,6.669360e-06,5.233752e-07,3.746082e-07,
2.000000,128,128,2048,OS2-f8-fast,1.234531e+03,3.100599e+03,5.253747e+02,6.941119e+01,1.554398e+00,4.809959e+00,1.027793e+01,2.632761e+00,1.938861e+01,6.137448e+00,
2.000000,128,128,2048,OS2-f8-accu,1.622989e+02,5.782591e+00,4.200759e-01,1.061763e-02,3.407236e-04,5.842016e-06,1.560678e-07,5.233752e-07,3.449208e-07,1.249505e-06,
2.000000,128,128,4096,CGEMM,3.831738e-03,3.831738e-03,3.831738e-03,3.831738e-03,3.831738e-03,3.831738e-03,3.831738e-03,3.831738e-03,3.831738e-03,3.831738e-03,
2.000000,128,128,4096,BF16x9,7.879281e-03,7.879281e-03,7.879281e-03,7.879281e-03,7.879281e-03,7.879281e-03,7.879281e-03,7.879281e-03,7.879281e-03,7.879281e-03,
2.000000,128,128,4096,OS2-i8-fast,1.000000e+00,9.324855e+02,2.793885e+03,5.937832e+02,2.745508e+01,3.659022e+00,2.690707e+00,3.141053e+00,2.314501e+00,1.995014e+00,
2.000000,128,128,4096,OS2-i8-accu,1.389062e+03,6.667898e+01,3.208873e+00,2.607342e-01,3.298004e-02,2.909699e-03,9.119899e-05,1.679662e-06,1.427769e-07,2.048139e-07,
2.000000,128,128,4096,OS2-f8-fast,5.742219e+02,2.793885e+03,3.196573e+02,1.603124e+01,6.872007e+00,2.335241e+01,8.452807e+00,5.514798e+00,5.390156e+00,2.130274e+01,
2.000000,128,128,4096,OS2-f8-accu,4.342774e+01,2.694863e+00,1.370638e-01,4.821677e-03,2.275402e-04,3.298715e-06,6.941636e-08,1.035628e-07,1.156865e-07,1.636795e-07,
2.000000,128,128,8192,CGEMM,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,
2.000000,128,128,8192,BF16x9,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,2.204976e-03,
2.000000,128,128,8192,OS2-i8-fast,1.000000e+00,2.103914e+03,2.672101e+03,1.676038e+03,1.156079e+02,1.155262e+01,6.152073e+00,1.254602e+01,1.005895e+01,1.133364e+01,
2.000000,128,128,8192,OS2-i8-accu,1.460046e+03,2.635512e+02,7.423243e+00,5.341276e-01,3.592651e-02,3.630451e-03,2.236824e-04,2.121032e-05,2.315762e-06,3.174364e-06,
2.000000,128,128,8192,OS2-f8-fast,1.233143e+02,2.672101e+03,1.281332e+03,6.050792e+01,2.547520e+01,3.437154e+01,2.860149e+01,2.780453e+01,2.438303e+01,1.350324e+01,
2.000000,128,128,8192,OS2-f8-accu,1.243464e+02,3.759356e+00,1.329454e-01,7.244286e-03,3.379843e-04,2.067036e-05,3.499415e-07,9.887955e-08,1.210333e-07,2.979095e-07,
2.000000,128,128,16384,CGEMM,7.329787e-02,7.329787e-02,7.329787e-02,7.329787e-02,7.329787e-02,7.329787e-02,7.329787e-02,7.329787e-02,7.329787e-02,7.329787e-02,
2.000000,128,128,16384,BF16x9,1.167870e-02,1.167870e-02,1.167870e-02,1.167870e-02,1.167870e-02,1.167870e-02,1.167870e-02,1.167870e-02,1.167870e-02,1.167870e-02,
2.000000,128,128,16384,OS2-i8-fast,1.000000e+00,1.277554e+01,1.249623e+05,1.927525e+04,2.502619e+02,2.366654e+01,7.105225e+01,3.149697e+01,2.274550e+01,1.191397e+02,
2.000000,128,128,16384,OS2-i8-accu,5.051607e+04,1.134687e+03,1.100389e+02,8.131993e+00,1.371681e-01,2.184392e-02,3.188579e-03,1.275384e-04,1.515225e-05,3.570358e-06,
2.000000,128,128,16384,OS2-f8-fast,1.000000e+00,1.249623e+05,8.785480e+03,2.067182e+02,5.946371e+01,1.295521e+02,4.010476e+01,1.603062e+02,1.403984e+02,3.874980e+02,
2.000000,128,128,16384,OS2-f8-accu,1.356734e+02,4.537174e+00,4.062607e-01,1.010972e-02,1.904285e-03,2.315138e-05,1.533181e-06,3.996876e-07,2.461754e-06,3.239644e-07,
2.000000,128,128,32768,CGEMM,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,
2.000000,128,128,32768,BF16x9,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,1.030775e-02,
2.000000,128,128,32768,OS2-i8-fast,1.000000e+00,9.886647e+00,3.810201e+03,2.076155e+03,1.068781e+03,8.844963e+01,2.581469e+01,2.382872e+01,1.494387e+01,3.723607e+01,
2.000000,128,128,32768,OS2-i8-accu,2.499337e+03,1.661159e+03,1.210994e+02,3.936184e+00,4.452701e-01,3.455299e-02,6.933987e-04,3.041368e-05,1.374716e-05,8.445666e-06,
2.000000,128,128,32768,OS2-f8-fast,1.000000e+00,3.810201e+03,3.497475e+03,3.640268e+02,3.006168e+01,5.249532e+01,3.827040e+01,6.440611e+01,4.656187e+01,3.837394e+02,
2.000000,128,128,32768,OS2-f8-accu,5.183189e+02,1.172240e+01,4.452678e-01,3.455169e-02,4.867783e-04,1.565750e-05,7.467294e-08,1.757794e-07,6.807003e-08,2.550581e-07,
2.000000,128,128,65536,CGEMM,2.435995e-03,2.435995e-03,2.435995e-03,2.435995e-03,2.435995e-03,2.435995e-03,2.435995e-03,2.435995e-03,2.435995e-03,2.435995e-03,
2.000000,128,128,65536,BF16x9,1.067818e-03,1.067818e-03,1.067818e-03,1.067818e-03,1.067818e-03,1.067818e-03,1.067818e-03,1.067818e-03,1.067818e-03,1.067818e-03,
2.000000,128,128,65536,OS2-i8-fast,1.000000e+00,1.000000e+00,4.213288e+02,8.877061e+02,6.825564e+02,8.619455e+01,2.113240e+02,1.231165e+01,3.843755e+02,6.223358e+01,
2.000000,128,128,65536,OS2-i8-accu,1.336041e+03,1.370769e+03,5.031549e+01,1.564119e+01,1.306447e+00,8.381114e-02,2.497273e-03,5.725529e-05,6.965168e-05,5.637764e-06,
2.000000,128,128,65536,OS2-f8-fast,1.000000e+00,3.702632e+02,1.867924e+03,3.397782e+02,1.534151e+02,1.193724e+03,2.725576e+02,2.075617e+03,2.133175e+02,9.627633e+02,
2.000000,128,128,65536,OS2-f8-accu,5.031549e+01,1.021478e+01,6.041363e-01,9.552823e-03,1.425131e-04,2.579868e-05,9.588271e-08,5.433984e-07,1.466804e-07,1.384273e-07,
4.000000,128,128,1024,CGEMM,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,
4.000000,128,128,1024,BF16x9,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,1.802390e-03,
4.000000,128,128,1024,OS2-i8-fast,1.000000e+00,1.000000e+00,1.000000e+00,2.010383e+02,6.282964e+03,1.622708e+07,1.051993e+09,7.037231e+09,8.186022e+09,8.708534e+09,
4.000000,128,128,1024,OS2-i8-accu,1.186991e+04,1.100652e+03,3.520496e+02,1.086972e+02,1.437120e+01,3.095877e-01,5.302103e-02,1.922117e-03,8.723579e-05,1.029723e-04,
4.000000,128,128,1024,OS2-f8-fast,1.000000e+00,1.000000e+00,4.720624e+02,1.049277e+05,3.296545e+07,2.837612e+09,1.045024e+11,4.678801e+10,1.393365e+10,3.526956e+10,
4.000000,128,128,1024,OS2-f8-accu,5.253339e+02,3.330317e+02,4.606201e+01,2.172550e+00,9.758350e-02,2.337561e-03,2.574493e-04,9.176739e-05,2.722935e-05,2.004050e-05,
4.000000,128,128,2048,CGEMM,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,
4.000000,128,128,2048,BF16x9,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,7.310425e-04,
4.000000,128,128,2048,OS2-i8-fast,1.000000e+00,1.000000e+00,1.000000e+00,3.904446e+02,1.048212e+03,6.425068e+06,6.186746e+08,4.263105e+09,4.588254e+10,1.827990e+10,
4.000000,128,128,2048,OS2-i8-accu,2.390599e+03,7.896359e+02,2.825622e+02,2.720260e+01,4.406526e+00,1.969649e-01,1.231469e-02,7.169805e-04,7.919211e-05,7.172819e-05,
4.000000,128,128,2048,OS2-f8-fast,1.000000e+00,1.000000e+00,3.904446e+02,1.309515e+04,3.908582e+07,4.484645e+09,2.864039e+10,5.769822e+11,2.689771e+11,1.073155e+11,
4.000000,128,128,2048,OS2-f8-accu,8.340253e+02,9.534132e+01,1.361065e+01,3.242453e-01,1.943787e-02,9.261318e-04,3.369909e-05,1.690353e-05,1.139835e-05,1.262505e-05,
4.000000,128,128,4096,CGEMM,1.397933e-02,1.397933e-02,1.397933e-02,1.397933e-02,1.397933e-02,1.397933e-02,1.397933e-02,1.397933e-02,1.397933e-02,1.397933e-02,
4.000000,128,128,4096,BF16x9,1.244487e-02,1.244487e-02,1.244487e-02,1.244487e-02,1.244487e-02,1.244487e-02,1.244487e-02,1.244487e-02,1.244487e-02,1.244487e-02,
4.000000,128,128,4096,OS2-i8-fast,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,8.735383e+02,3.731000e+06,7.190604e+09,5.682843e+11,6.956584e+11,4.923587e+12,
4.000000,128,128,4096,OS2-i8-accu,4.912932e+04,4.170889e+04,1.152695e+03,6.122834e+02,1.011250e+02,1.888681e+01,5.858517e-01,4.268406e-02,5.159406e-03,3.334115e-03,
4.000000,128,128,4096,OS2-f8-fast,1.000000e+00,1.000000e+00,4.180633e+00,1.046068e+04,1.931804e+09,1.352263e+10,9.798006e+11,5.055771e+12,9.146049e+11,9.611844e+12,
4.000000,128,128,4096,OS2-f8-accu,3.949436e+04,1.350297e+03,8.836242e+01,5.475056e+00,2.566008e+00,3.229777e-02,5.546661e-03,2.121371e-04,4.459802e-04,9.670350e-04,
4.000000,128,128,8192,CGEMM,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,
4.000000,128,128,8192,BF16x9,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,2.222763e-02,
4.000000,128,128,8192,OS2-i8-fast,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,4.455289e+01,1.406735e+09,5.585401e+09,1.721498e+10,6.654641e+11,2.946145e+11,
4.000000,128,128,8192,OS2-i8-accu,1.216344e+05,5.916769e+04,6.669824e+03,3.022016e+02,4.776885e+01,1.094413e+00,8.790578e-02,1.847323e-02,3.527736e-03,4.452939e-03,
4.000000,128,128,8192,OS2-f8-fast,1.000000e+00,1.000000e+00,1.000000e+00,2.298073e+02,3.165154e+09,1.843669e+10,3.482794e+11,4.949524e+12,1.372904e+12,2.957996e+12,
4.000000,128,128,8192,OS2-f8-accu,3.801006e+04,1.356950e+03,4.776893e+01,1.032259e+00,1.006438e-01,4.213049e-03,2.944146e-04,9.054902e-05,2.606459e-05,1.120671e-04,
4.000000,128,128,16384,CGEMM,1.260569e-03,1.260569e-03,1.260569e-03,1.260569e-03,1.260569e-03,1.260569e-03,1.260569e-03,1.260569e-03,1.260569e-03,1.260569e-03,
4.000000,128,128,16384,BF16x9,2.370514e-03,2.370514e-03,2.370514e-03,2.370514e-03,2.370514e-03,2.370514e-03,2.370514e-03,2.370514e-03,2.370514e-03,2.370514e-03,
4.000000,128,128,16384,OS2-i8-fast,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,4.089971e+01,1.367455e+06,3.574484e+09,3.138141e+10,1.588120e+12,5.030927e+13,
4.000000,128,128,16384,OS2-i8-accu,3.217878e+02,3.514422e+03,2.427012e+03,3.591656e+02,1.399054e+02,1.423750e+01,5.563321e-01,3.286748e-02,3.810389e-03,3.764343e-03,
4.000000,128,128,16384,OS2-f8-fast,1.000000e+00,1.000000e+00,1.000000e+00,1.342962e+02,2.974812e+07,1.793437e+10,1.784401e+12,2.564008e+14,9.507597e+14,1.954443e+15,
4.000000,128,128,16384,OS2-f8-accu,6.281000e+02,3.600835e+02,5.562785e+01,3.844696e+00,9.735328e-02,4.412790e-03,5.398563e-04,3.139544e-05,4.528510e-05,2.334428e-05,
4.000000,128,128,32768,CGEMM,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,
4.000000,128,128,32768,BF16x9,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,3.841900e-03,
4.000000,128,128,32768,OS2-i8-fast,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,4.001810e+05,9.855701e+09,1.020613e+11,7.465022e+12,3.287624e+13,
4.000000,128,128,32768,OS2-i8-accu,1.705862e+03,8.642842e+03,2.714839e+03,2.303607e+02,1.768027e+02,1.092206e+01,3.431964e-01,3.559136e-02,6.036061e-03,4.945946e-02,
4.000000,128,128,32768,OS2-f8-fast,1.000000e+00,1.000000e+00,1.000000e+00,1.212362e+02,6.771673e+07,6.389240e+10,5.453290e+12,5.753859e+13,1.072785e+15,1.986912e+15,
4.000000,128,128,32768,OS2-f8-accu,1.943287e+03,1.132858e+02,8.582941e+01,1.966647e+00,8.902067e-02,1.774063e-03,2.097976e-04,1.532521e-05,5.394068e-06,4.473385e-06,
4.000000,128,128,65536,CGEMM,2.685457e-03,2.685457e-03,2.685457e-03,2.685457e-03,2.685457e-03,2.685457e-03,2.685457e-03,2.685457e-03,2.685457e-03,2.685457e-03,
4.000000,128,128,65536,BF16x9,4.936227e-03,4.936227e-03,4.936227e-03,4.936227e-03,4.936227e-03,4.936227e-03,4.936227e-03,4.936227e-03,4.936227e-03,4.936227e-03,
4.000000,128,128,65536,OS2-i8-fast,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.289849e+05,1.322983e+09,4.619825e+11,3.093030e+14,1.213828e+14,
4.000000,128,128,65536,OS2-i8-accu,3.077833e+02,2.596145e+03,1.026052e+04,4.239326e+03,3.874244e+03,6.149785e+02,3.103676e+01,1.852201e+00,7.290963e-01,3.374491e-01,
4.000000,128,128,65536,OS2-f8-fast,1.000000e+00,1.000000e+00,1.000000e+00,1.080475e+02,4.400933e+07,3.445421e+10,4.912459e+14,5.453739e+15,3.149864e+14,2.941527e+15,
4.000000,128,128,65536,OS2-f8-accu,1.237861e+04,3.149817e+03,5.230042e+02,3.167738e+01,2.175949e+00,1.418919e-01,6.785567e-03,1.664094e-04,2.250951e-04,1.827460e-04,
