phi,m,n,k,function,err_max,err_med,TFLOPS,total_time[sec],quantization,low_prec_gemm,requantization,dequantization,
-1.000000e+00,1024,1024,1024,CGEMM,8.684936e-01,5.051789e-07,2.389810e+01,3.594400e-04,,,,,
-1.000000e+00,1024,1024,1024,OS2-fast-3,1.255045e+05,1.292289e-01,3.428951e+01,2.505120e-04,3.594250e-05,1.188845e-04,2.902000e-05,5.771400e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-4,8.200689e+03,8.422223e-03,2.589576e+01,3.317120e-04,5.518900e-05,1.595310e-04,3.989650e-05,6.792850e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-5,4.449301e+02,5.277563e-04,2.189612e+01,3.923040e-04,5.695250e-05,1.991475e-04,4.885700e-05,7.798750e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-6,7.924748e+00,3.292202e-05,1.880722e+01,4.567360e-04,6.028400e-05,2.402040e-04,5.864200e-05,8.812700e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-7,1.743473e+00,1.994558e-06,1.638600e+01,5.242240e-04,6.516850e-05,2.826345e-04,6.929100e-05,9.769950e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-8,9.909999e-02,7.831622e-08,1.438638e+01,5.970880e-04,7.506700e-05,3.240485e-04,8.076700e-05,1.078590e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-9,6.082617e-04,2.115537e-08,1.291331e+01,6.652000e-04,8.242600e-05,3.650550e-04,8.993450e-05,1.180230e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-10,4.818837e-05,2.067944e-08,1.170725e+01,7.337280e-04,8.999000e-05,4.063330e-04,9.985600e-05,1.277720e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-11,1.013085e-04,2.069317e-08,1.072498e+01,8.009280e-04,9.685850e-05,4.474020e-04,1.088300e-04,1.378060e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-12,1.078788e-04,2.074019e-08,9.853012e+00,8.718080e-04,1.047580e-04,4.876515e-04,1.216500e-04,1.478040e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-3,8.021840e+03,1.680762e-02,2.813052e+01,3.053600e-04,9.083150e-05,1.185745e-04,2.918050e-05,5.774900e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-4,6.268838e+02,1.055196e-03,2.210983e+01,3.885120e-04,1.117815e-04,1.588645e-04,4.019150e-05,6.807400e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-5,3.967107e+01,6.592975e-05,1.906908e+01,4.504640e-04,1.142510e-04,1.988105e-04,4.988950e-05,7.819250e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-6,1.897078e+00,4.051679e-06,1.667612e+01,5.151040e-04,1.172870e-04,2.399990e-04,6.026350e-05,8.831200e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-7,9.786678e-02,1.953002e-07,1.477681e+01,5.813120e-04,1.207680e-04,2.825530e-04,7.078750e-05,9.777500e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-8,3.560974e-03,2.262919e-08,1.304890e+01,6.582880e-04,1.345750e-04,3.248055e-04,8.190350e-05,1.082250e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-9,1.083805e-04,2.071018e-08,1.187636e+01,7.232800e-04,1.399395e-04,3.648845e-04,9.122300e-05,1.179480e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-10,5.297851e-06,2.066173e-08,1.089164e+01,7.886720e-04,1.438620e-04,4.064595e-04,1.009795e-04,1.279420e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-11,2.178130e-06,2.066163e-08,1.001046e+01,8.580960e-04,1.530290e-04,4.471875e-04,1.101130e-04,1.377950e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-12,3.996317e-06,2.066124e-08,9.267900e+00,9.268480e-04,1.591210e-04,4.875315e-04,1.227185e-04,1.476640e-04,
-1.000000e+00,1024,1024,1024,BF16x9,8.684936e-01,5.051789e-07,2.389917e+01,3.594240e-04,,,,,
-1.000000e+00,1024,1024,2048,CGEMM,8.633573e+00,5.332881e-07,2.407223e+01,7.136800e-04,,,,,
-1.000000e+00,1024,1024,2048,OS2-fast-3,3.211059e+06,2.377631e-01,4.639597e+01,3.702880e-04,9.176850e-05,1.814130e-04,3.019750e-05,5.761900e-05,
-1.000000e+00,1024,1024,2048,OS2-fast-4,6.889772e+04,1.785480e-02,3.734884e+01,4.599840e-04,1.006755e-04,2.429845e-04,3.991550e-05,6.770300e-05,
-1.000000e+00,1024,1024,2048,OS2-fast-5,1.730236e+04,1.155906e-03,3.087506e+01,5.564320e-04,1.161195e-04,3.035190e-04,4.982400e-05,7.777200e-05,
-1.000000e+00,1024,1024,2048,OS2-fast-6,4.901755e+02,7.227725e-05,2.620864e+01,6.555040e-04,1.331870e-04,3.644045e-04,6.035400e-05,8.802150e-05,
-1.000000e+00,1024,1024,2048,OS2-fast-7,1.779887e+01,4.455986e-06,2.292704e+01,7.493280e-04,1.459605e-04,4.253210e-04,7.117500e-05,9.802600e-05,
-1.000000e+00,1024,1024,2048,OS2-fast-8,5.877531e+00,2.204990e-07,2.028301e+01,8.470080e-04,1.628980e-04,4.854825e-04,8.101300e-05,1.079440e-04,
-1.000000e+00,1024,1024,2048,OS2-fast-9,1.167255e-01,2.244948e-08,1.820056e+01,9.439200e-04,1.816385e-04,5.459910e-04,8.934350e-05,1.181430e-04,
