phi,k,function,11,12,13,14,15,16,17,18,19,20,
-1.000000e+00,1024,DGEMM,3.405047e-12,3.405047e-12,3.405047e-12,3.405047e-12,3.405047e-12,3.405047e-12,3.405047e-12,3.405047e-12,3.405047e-12,3.405047e-12,
-1.000000e+00,1024,OS1-7,1.148896e-12,1.148896e-12,1.148896e-12,1.148896e-12,1.148896e-12,1.148896e-12,1.148896e-12,1.148896e-12,1.148896e-12,1.148896e-12,
-1.000000e+00,1024,OS2-fast,2.362196e-07,8.437314e-09,1.397465e-09,4.764340e-11,4.403114e-12,2.013903e-13,2.579798e-15,2.178210e-16,2.084469e-16,2.091266e-16,
-1.000000e+00,1024,OS2-accu,1.521383e-08,2.372131e-09,3.066158e-10,6.496386e-12,7.734964e-13,1.648007e-14,2.184453e-16,2.178210e-16,2.160493e-16,2.122485e-16,
0.000000e+00,1024,DGEMM,1.847197e-11,1.847197e-11,1.847197e-11,1.847197e-11,1.847197e-11,1.847197e-11,1.847197e-11,1.847197e-11,1.847197e-11,1.847197e-11,
0.000000e+00,1024,OS1-7,4.558425e-13,4.558425e-13,4.558425e-13,4.558425e-13,4.558425e-13,4.558425e-13,4.558425e-13,4.558425e-13,4.558425e-13,4.558425e-13,
0.000000e+00,1024,OS2-fast,1.002327e-07,1.508826e-09,9.493422e-11,4.160460e-11,2.109619e-16,2.129546e-16,2.110073e-16,2.182554e-16,2.182554e-16,2.137195e-16,
0.000000e+00,1024,OS2-accu,6.018823e-08,5.261123e-09,3.337016e-10,4.160460e-11,2.109619e-16,2.129546e-16,2.117561e-16,2.133084e-16,2.182554e-16,2.137195e-16,
5.000000e-01,1024,DGEMM,4.218211e-12,4.218211e-12,4.218211e-12,4.218211e-12,4.218211e-12,4.218211e-12,4.218211e-12,4.218211e-12,4.218211e-12,4.218211e-12,
5.000000e-01,1024,OS1-7,1.465216e-11,1.465216e-11,1.465216e-11,1.465216e-11,1.465216e-11,1.465216e-11,1.465216e-11,1.465216e-11,1.465216e-11,1.465216e-11,
5.000000e-01,1024,OS2-fast,1.923586e-06,9.068318e-08,6.676171e-09,3.523718e-10,4.483649e-11,4.181492e-13,1.469438e-14,2.286022e-16,2.112303e-16,2.072830e-16,
5.000000e-01,1024,OS2-accu,8.975325e-08,9.884111e-09,1.887531e-09,2.026914e-11,5.431669e-12,5.795930e-14,3.737723e-15,2.096827e-16,2.156084e-16,2.181816e-16,
1.000000e+00,1024,DGEMM,2.627444e-11,2.627444e-11,2.627444e-11,2.627444e-11,2.627444e-11,2.627444e-11,2.627444e-11,2.627444e-11,2.627444e-11,2.627444e-11,
1.000000e+00,1024,OS1-7,1.596866e-10,1.596866e-10,1.596866e-10,1.596866e-10,1.596866e-10,1.596866e-10,1.596866e-10,1.596866e-10,1.596866e-10,1.596866e-10,
1.000000e+00,1024,OS2-fast,7.611509e-06,4.878654e-07,4.376931e-08,1.702043e-09,1.722117e-10,1.160731e-11,7.923344e-13,2.147018e-15,2.060901e-16,2.061985e-16,
1.000000e+00,1024,OS2-accu,3.236329e-07,3.043650e-08,2.418570e-10,1.722116e-10,1.160750e-11,1.681122e-13,4.438835e-16,2.182103e-16,2.156821e-16,2.108292e-16,
2.000000e+00,1024,DGEMM,2.467593e-12,2.467593e-12,2.467593e-12,2.467593e-12,2.467593e-12,2.467593e-12,2.467593e-12,2.467593e-12,2.467593e-12,2.467593e-12,
2.000000e+00,1024,OS1-7,3.971451e-10,3.971451e-10,3.971451e-10,3.971451e-10,3.971451e-10,3.971451e-10,3.971451e-10,3.971451e-10,3.971451e-10,3.971451e-10,
2.000000e+00,1024,OS2-fast,4.448999e-04,2.439720e-05,1.391400e-06,1.602983e-07,7.339818e-09,2.071313e-10,1.323777e-11,3.618724e-12,2.051135e-13,4.906172e-13,
