phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_64f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling
5.00E-01,16384,16384,16384,OS2-fast-14,1.54E-04,2.10E-14,1.39E+02,6.32E-02,1.13E-02,4.33E-02,4.27E-03,4.26E-03
5.00E-01,16384,16384,16384,OS2-fast-15,4.45E-05,2.27E-15,1.28E+02,6.86E-02,1.23E-02,4.69E-02,4.58E-03,4.76E-03
5.00E-01,16384,16384,16384,OS2-fast-16,1.11E-06,9.57E-17,1.19E+02,7.36E-02,1.33E-02,5.11E-02,4.96E-03,4.26E-03
5.00E-01,16384,16384,16384,OS2-fast-17,6.85E-08,4.61E-17,1.15E+02,7.68E-02,1.35E-02,5.33E-02,5.20E-03,4.67E-03
5.00E-01,16384,16384,16384,OS2-fast-18,7.04E-10,4.55E-17,1.07E+02,8.18E-02,1.46E-02,5.68E-02,5.54E-03,4.87E-03
5.00E-01,16384,16384,16384,OS2-fast-19,4.70E-11,4.55E-17,1.00E+02,8.76E-02,1.77E-02,5.89E-02,5.76E-03,5.23E-03
5.00E-01,16384,16384,16384,OS2-fast-20,2.00E-12,4.55E-17,9.48E+01,9.28E-02,1.90E-02,6.25E-02,6.10E-03,5.11E-03
5.00E-01,16384,16384,16384,OS2-accu-2,8.70E+09,8.24E-01,6.35E+02,1.39E-02,7.57E-03,4.46E-03,4.75E-04,1.32E-03
5.00E-01,16384,16384,16384,OS2-accu-3,2.60E+09,8.01E-02,4.55E+02,1.93E-02,8.59E-03,8.03E-03,7.80E-04,1.90E-03
5.00E-01,16384,16384,16384,OS2-accu-4,9.54E+07,5.14E-03,3.72E+02,2.37E-02,9.36E-03,1.13E-02,1.09E-03,1.85E-03
5.00E-01,16384,16384,16384,OS2-accu-5,1.09E+06,3.22E-04,3.20E+02,2.75E-02,9.76E-03,1.41E-02,1.38E-03,2.23E-03
5.00E-01,16384,16384,16384,OS2-accu-6,1.68E+05,2.01E-05,2.75E+02,3.20E-02,1.05E-02,1.73E-02,1.70E-03,2.46E-03
5.00E-01,16384,16384,16384,OS2-accu-7,4.57E+03,1.28E-06,2.42E+02,3.64E-02,1.09E-02,2.05E-02,2.01E-03,2.90E-03
5.00E-01,16384,16384,16384,OS2-accu-8,8.99E+02,8.01E-08,2.24E+02,3.93E-02,1.12E-02,2.33E-02,2.28E-03,2.53E-03
5.00E-01,16384,16384,16384,OS2-accu-9,2.40E+00,5.02E-09,2.01E+02,4.38E-02,1.17E-02,2.64E-02,2.60E-03,3.07E-03
5.00E-01,16384,16384,16384,OS2-accu-10,2.78E+00,3.13E-10,1.80E+02,4.89E-02,1.24E-02,3.03E-02,2.96E-03,3.31E-03
5.00E-01,16384,16384,16384,OS2-accu-11,2.95E-01,1.96E-11,1.62E+02,5.44E-02,1.30E-02,3.42E-02,3.32E-03,3.83E-03
5.00E-01,16384,16384,16384,OS2-accu-12,1.88E-02,1.22E-12,1.51E+02,5.84E-02,1.36E-02,3.74E-02,3.65E-03,3.73E-03
5.00E-01,16384,16384,16384,OS2-accu-13,2.95E-03,1.50E-13,1.37E+02,6.44E-02,1.68E-02,3.96E-02,3.89E-03,4.05E-03
5.00E-01,16384,16384,16384,OS2-accu-14,8.10E-05,9.25E-15,1.30E+02,6.78E-02,1.73E-02,4.22E-02,4.16E-03,4.08E-03
5.00E-01,16384,16384,16384,OS2-accu-15,3.27E-06,4.73E-16,1.19E+02,7.41E-02,1.84E-02,4.65E-02,4.51E-03,4.69E-03
5.00E-01,16384,16384,16384,OS2-accu-16,1.20E-07,5.11E-17,1.12E+02,7.89E-02,1.95E-02,5.02E-02,4.92E-03,4.20E-03
5.00E-01,16384,16384,16384,OS2-accu-17,4.34E-09,4.55E-17,1.07E+02,8.20E-02,1.99E-02,5.23E-02,5.13E-03,4.66E-03
5.00E-01,16384,16384,16384,OS2-accu-18,3.57E-10,4.55E-17,1.02E+02,8.65E-02,2.07E-02,5.55E-02,5.46E-03,4.79E-03
5.00E-01,16384,16384,16384,OS2-accu-19,3.62E-13,4.55E-17,9.31E+01,9.44E-02,2.45E-02,5.90E-02,5.74E-03,5.21E-03
5.00E-01,16384,16384,16384,OS2-accu-20,9.23E-14,4.55E-17,8.94E+01,9.84E-02,2.54E-02,6.18E-02,6.05E-03,5.07E-03
