phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_64f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling,
5.000000e-01,1024,1024,1024,INT8-GEMM,,,8.262489e+01,2.599076e-05,,,,,
5.000000e-01,1024,1024,1024,ZGEMM,2.045064e-09,1.241055e-15,1.485641e+01,5.781972e-04,,,,,
5.000000e-01,1024,1024,1024,OS2-fast-2,1.080647e+06,7.096436e-01,2.846286e+01,3.017945e-04,8.706839e-05,1.160640e-04,3.091863e-05,2.769857e-05,
5.000000e-01,1024,1024,1024,OS2-fast-3,1.233530e+05,6.077492e-02,2.129469e+01,4.033840e-04,9.605796e-05,1.815589e-04,4.947552e-05,3.283138e-05,
5.000000e-01,1024,1024,1024,OS2-fast-4,1.167348e+04,3.870558e-03,1.797844e+01,4.777908e-04,1.019742e-04,2.413674e-04,6.406218e-05,3.001164e-05,
5.000000e-01,1024,1024,1024,OS2-fast-5,1.007714e+03,2.424499e-04,1.506887e+01,5.700452e-04,1.063333e-04,3.044908e-04,8.226268e-05,3.499644e-05,
5.000000e-01,1024,1024,1024,OS2-fast-6,6.219663e+01,1.514756e-05,1.311429e+01,6.550059e-04,1.128523e-04,3.628527e-04,9.821425e-05,3.871957e-05,
5.000000e-01,1024,1024,1024,OS2-fast-7,4.330131e+00,9.466377e-07,1.149272e+01,7.474238e-04,1.193994e-04,4.243609e-04,1.165829e-04,4.278644e-05,
5.000000e-01,1024,1024,1024,OS2-fast-8,2.819675e-01,5.912416e-08,1.049325e+01,8.186151e-04,1.252894e-04,4.814706e-04,1.327799e-04,3.797794e-05,
5.000000e-01,1024,1024,1024,OS2-fast-9,1.862019e-02,3.699788e-09,9.604831e+00,8.943348e-04,1.286492e-04,5.388206e-04,1.450569e-04,4.149804e-05,
5.000000e-01,1024,1024,1024,OS2-fast-10,1.106493e-03,2.397532e-10,8.757298e+00,9.808887e-04,1.367535e-04,5.959087e-04,1.611363e-04,4.710375e-05,
