phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_32f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling
5.00E-01,1024,1024,1024,OS2-fast-11,5.76E-05,2.06E-08,1.21E+01,7.10E-04,7.35E-05,4.75E-04,1.16E-04,2.30E-05
5.00E-01,1024,1024,1024,OS2-fast-12,1.60E-04,2.06E-08,1.10E+01,7.79E-04,8.56E-05,5.20E-04,1.27E-04,2.33E-05
5.00E-01,1024,1024,1024,OS2-fast-13,9.58E-05,2.06E-08,1.03E+01,8.38E-04,9.02E-05,5.62E-04,1.38E-04,2.48E-05
5.00E-01,1024,1024,1024,OS2-fast-14,1.22E-04,2.06E-08,9.55E+00,9.00E-04,9.56E-05,6.07E-04,1.49E-04,2.59E-05
5.00E-01,1024,1024,1024,OS2-fast-15,9.97E-05,2.06E-08,8.93E+00,9.62E-04,1.00E-04,6.52E-04,1.60E-04,2.70E-05
5.00E-01,1024,1024,1024,OS2-accu-2,7.19E+05,2.96E-01,3.51E+01,2.45E-04,1.01E-04,8.47E-05,2.07E-05,1.50E-05
5.00E-01,1024,1024,1024,OS2-accu-3,4.37E+04,2.06E-02,2.87E+01,2.99E-04,1.03E-04,1.26E-04,3.13E-05,1.62E-05
5.00E-01,1024,1024,1024,OS2-accu-4,3.93E+03,1.29E-03,2.36E+01,3.64E-04,1.14E-04,1.69E-04,4.19E-05,1.61E-05
5.00E-01,1024,1024,1024,OS2-accu-5,2.40E+02,8.09E-05,2.04E+01,4.22E-04,1.18E-04,2.11E-04,5.27E-05,1.73E-05
5.00E-01,1024,1024,1024,OS2-accu-6,1.83E+01,5.00E-06,1.75E+01,4.90E-04,1.32E-04,2.53E-04,6.39E-05,1.80E-05
5.00E-01,1024,1024,1024,OS2-accu-7,1.10E+00,2.81E-07,1.56E+01,5.49E-04,1.35E-04,2.98E-04,7.47E-05,1.92E-05
5.00E-01,1024,1024,1024,OS2-accu-8,3.41E-02,2.50E-08,1.42E+01,6.05E-04,1.37E-04,3.41E-04,8.51E-05,1.91E-05
5.00E-01,1024,1024,1024,OS2-accu-9,4.88E-04,2.07E-08,1.29E+01,6.65E-04,1.39E-04,3.86E-04,9.64E-05,2.04E-05
5.00E-01,1024,1024,1024,OS2-accu-10,1.23E-05,2.06E-08,1.19E+01,7.25E-04,1.43E-04,4.30E-04,1.07E-04,2.22E-05
5.00E-01,1024,1024,1024,OS2-accu-11,5.20E-06,2.06E-08,1.10E+01,7.84E-04,1.47E-04,4.74E-04,1.17E-04,2.32E-05
5.00E-01,1024,1024,1024,OS2-accu-12,1.04E-05,2.06E-08,1.01E+01,8.52E-04,1.61E-04,5.18E-04,1.27E-04,2.35E-05
5.00E-01,1024,1024,1024,OS2-accu-13,8.80E-06,2.06E-08,9.43E+00,9.11E-04,1.65E-04,5.61E-04,1.38E-04,2.47E-05
5.00E-01,1024,1024,1024,OS2-accu-14,1.57E-05,2.06E-08,8.82E+00,9.74E-04,1.71E-04,6.06E-04,1.49E-04,2.61E-05
5.00E-01,1024,1024,1024,OS2-accu-15,8.38E-06,2.06E-08,8.33E+00,1.03E-03,1.74E-04,6.48E-04,1.59E-04,2.71E-05
5.00E-01,2048,2048,2048,INT8-GEMM,,,7.39E+02,2.33E-05,,,,
5.00E-01,2048,2048,2048,GEMMEX,1.45E+00,5.33E-07,6.67E+01,1.03E-03,,,,
5.00E-01,2048,2048,2048,CGEMM,1.45E+00,5.33E-07,6.67E+01,1.03E-03,,,,
5.00E-01,2048,2048,2048,CGEMM3m,1.45E+00,5.33E-07,6.67E+01,1.03E-03,,,,
5.00E-01,2048,2048,2048,CGEMM-TF32,2.40E+02,2.93E-04,3.90E+02,1.76E-04,,,,
5.00E-01,2048,2048,2048,OS2-fast-2,2.47E+05,1.00E+00,2.35E+02,2.92E-04,9.85E-05,1.06E-04,3.00E-05,3.40E-05
5.00E-01,2048,2048,2048,OS2-fast-3,3.29E+05,1.40E-01,1.84E+02,3.74E-04,1.07E-04,1.60E-04,4.63E-05,3.78E-05
5.00E-01,2048,2048,2048,OS2-fast-4,1.95E+04,9.15E-03,1.52E+02,4.52E-04,1.15E-04,2.13E-04,6.33E-05,3.74E-05
5.00E-01,2048,2048,2048,OS2-fast-5,7.74E+02,5.74E-04,1.29E+02,5.34E-04,1.22E-04,2.68E-04,7.99E-05,4.09E-05
5.00E-01,2048,2048,2048,OS2-fast-6,7.64E+01,3.58E-05,1.10E+02,6.24E-04,1.41E-04,3.20E-04,9.51E-05,4.51E-05
5.00E-01,2048,2048,2048,OS2-fast-7,2.47E+00,2.18E-06,9.70E+01,7.09E-04,1.52E-04,3.72E-04,1.13E-04,4.98E-05
5.00E-01,2048,2048,2048,OS2-fast-8,3.93E-01,9.13E-08,8.64E+01,7.95E-04,1.63E-04,4.26E-04,1.29E-04,5.46E-05
5.00E-01,2048,2048,2048,OS2-fast-9,3.46E-03,2.12E-08,7.81E+01,8.80E-04,1.74E-04,4.78E-04,1.45E-04,5.96E-05
5.00E-01,2048,2048,2048,OS2-fast-10,1.03E-04,2.07E-08,7.13E+01,9.64E-04,1.86E-04,5.29E-04,1.62E-04,6.39E-05
5.00E-01,2048,2048,2048,OS2-fast-11,6.64E-05,2.07E-08,6.53E+01,1.05E-03,1.98E-04,5.83E-04,1.78E-04,6.92E-05
5.00E-01,2048,2048,2048,OS2-fast-12,1.51E-04,2.07E-08,5.89E+01,1.17E-03,2.50E-04,6.34E-04,1.93E-04,6.69E-05
5.00E-01,2048,2048,2048,OS2-fast-13,1.23E-04,2.07E-08,5.44E+01,1.26E-03,2.67E-04,6.90E-04,2.11E-04,7.20E-05
5.00E-01,2048,2048,2048,OS2-fast-14,2.64E-04,2.07E-08,5.08E+01,1.35E-03,2.83E-04,7.44E-04,2.29E-04,7.54E-05
5.00E-01,2048,2048,2048,OS2-fast-15,2.50E-04,2.07E-08,4.77E+01,1.44E-03,3.00E-04,7.93E-04,2.45E-04,8.09E-05
5.00E-01,2048,2048,2048,OS2-accu-2,1.13E+06,4.80E-01,1.63E+02,4.22E-04,2.28E-04,1.07E-04,3.02E-05,3.39E-05
5.00E-01,2048,2048,2048,OS2-accu-3,5.32E+04,3.61E-02,1.37E+02,5.03E-04,2.36E-04,1.60E-04,4.63E-05,3.79E-05
5.00E-01,2048,2048,2048,OS2-accu-4,2.99E+03,2.28E-03,1.19E+02,5.80E-04,2.43E-04,2.13E-04,6.32E-05,3.76E-05
5.00E-01,2048,2048,2048,OS2-accu-5,1.48E+02,1.43E-04,1.03E+02,6.66E-04,2.55E-04,2.68E-04,7.97E-05,4.13E-05
5.00E-01,2048,2048,2048,OS2-accu-6,1.16E+01,8.87E-06,9.07E+01,7.57E-04,2.75E-04,3.20E-04,9.49E-05,4.51E-05
5.00E-01,2048,2048,2048,OS2-accu-7,2.23E+00,4.97E-07,8.16E+01,8.42E-04,2.84E-04,3.73E-04,1.13E-04,4.98E-05
5.00E-01,2048,2048,2048,OS2-accu-8,1.37E-02,2.69E-08,7.42E+01,9.26E-04,2.94E-04,4.26E-04,1.29E-04,5.48E-05
5.00E-01,2048,2048,2048,OS2-accu-9,2.62E-04,2.07E-08,6.78E+01,1.01E-03,3.07E-04,4.79E-04,1.45E-04,5.99E-05
5.00E-01,2048,2048,2048,OS2-accu-10,1.44E-05,2.07E-08,6.27E+01,1.10E-03,3.18E-04,5.30E-04,1.62E-04,6.42E-05
5.00E-01,2048,2048,2048,OS2-accu-11,1.64E-05,2.07E-08,5.80E+01,1.19E-03,3.31E-04,5.85E-04,1.78E-04,6.91E-05
5.00E-01,2048,2048,2048,OS2-accu-12,4.01E-06,2.07E-08,5.29E+01,1.30E-03,3.81E-04,6.35E-04,1.93E-04,6.72E-05
5.00E-01,2048,2048,2048,OS2-accu-13,2.79E-05,2.07E-08,4.91E+01,1.40E-03,4.02E-04,6.90E-04,2.11E-04,7.23E-05
5.00E-01,2048,2048,2048,OS2-accu-14,4.32E-05,2.07E-08,4.62E+01,1.49E-03,4.18E-04,7.44E-04,2.29E-04,7.55E-05
5.00E-01,2048,2048,2048,OS2-accu-15,4.12E-05,2.07E-08,4.36E+01,1.58E-03,4.34E-04,7.94E-04,2.45E-04,8.08E-05
5.00E-01,4096,4096,4096,INT8-GEMM,,,2.38E+03,5.76E-05,,,,
5.00E-01,4096,4096,4096,GEMMEX,1.25E+01,1.33E-06,7.05E+01,7.80E-03,,,,
5.00E-01,4096,4096,4096,CGEMM,1.25E+01,1.33E-06,7.05E+01,7.80E-03,,,,
5.00E-01,4096,4096,4096,CGEMM3m,1.25E+01,1.33E-06,7.05E+01,7.80E-03,,,,
5.00E-01,4096,4096,4096,CGEMM-TF32,1.02E+04,2.94E-04,4.94E+02,1.11E-03,,,,
5.00E-01,4096,4096,4096,OS2-fast-2,4.87E+06,1.00E+00,6.83E+02,8.05E-04,2.76E-04,3.13E-04,8.95E-05,1.04E-04
5.00E-01,4096,4096,4096,OS2-fast-3,1.26E+06,1.54E-01,5.10E+02,1.08E-03,3.07E-04,4.84E-04,1.35E-04,1.28E-04
5.00E-01,4096,4096,4096,OS2-fast-4,3.11E+05,1.01E-02,4.14E+02,1.33E-03,3.35E-04,6.71E-04,1.80E-04,1.18E-04
5.00E-01,4096,4096,4096,OS2-fast-5,8.46E+03,6.35E-04,3.51E+02,1.57E-03,3.72E-04,8.08E-04,2.27E-04,1.39E-04
5.00E-01,4096,4096,4096,OS2-fast-6,6.48E+02,3.97E-05,2.97E+02,1.85E-03,4.39E-04,9.69E-04,2.73E-04,1.47E-04
5.00E-01,4096,4096,4096,OS2-fast-7,5.42E+01,2.42E-06,2.59E+02,2.12E-03,4.81E-04,1.13E-03,3.18E-04,1.71E-04
5.00E-01,4096,4096,4096,OS2-fast-8,2.64E+00,1.03E-07,2.31E+02,2.38E-03,5.25E-04,1.29E-03,3.63E-04,1.79E-04
5.00E-01,4096,4096,4096,OS2-fast-9,8.28E-02,2.13E-08,2.06E+02,2.67E-03,5.70E-04,1.46E-03,4.09E-04,2.08E-04
5.00E-01,4096,4096,4096,OS2-fast-10,1.52E-03,2.07E-08,1.88E+02,2.92E-03,6.17E-04,1.61E-03,4.55E-04,2.12E-04
5.00E-01,4096,4096,4096,OS2-fast-11,7.63E-03,2.07E-08,1.70E+02,3.23E-03,6.71E-04,1.79E-03,5.02E-04,2.41E-04
5.00E-01,4096,4096,4096,OS2-fast-12,1.64E-03,2.07E-08,1.54E+02,3.58E-03,8.63E-04,1.93E-03,5.45E-04,2.22E-04
5.00E-01,4096,4096,4096,OS2-fast-13,2.80E-03,2.07E-08,1.42E+02,3.88E-03,9.30E-04,2.09E-03,5.91E-04,2.49E-04
5.00E-01,4096,4096,4096,OS2-fast-14,4.81E-03,2.07E-08,1.32E+02,4.16E-03,9.93E-04,2.25E-03,6.38E-04,2.54E-04
5.00E-01,4096,4096,4096,OS2-fast-15,2.42E-03,2.07E-08,1.23E+02,4.46E-03,1.06E-03,2.41E-03,6.84E-04,2.82E-04
5.00E-01,4096,4096,4096,OS2-accu-2,2.53E+06,5.30E-01,4.48E+02,1.23E-03,6.89E-04,3.22E-04,8.94E-05,1.04E-04
5.00E-01,4096,4096,4096,OS2-accu-3,4.87E+05,4.11E-02,3.71E+02,1.48E-03,7.10E-04,4.87E-04,1.35E-04,1.28E-04
5.00E-01,4096,4096,4096,OS2-accu-4,6.16E+04,2.60E-03,3.21E+02,1.71E-03,7.43E-04,6.49E-04,1.81E-04,1.18E-04
5.00E-01,4096,4096,4096,OS2-accu-5,4.82E+03,1.63E-04,2.78E+02,1.98E-03,7.82E-04,8.10E-04,2.26E-04,1.39E-04
5.00E-01,4096,4096,4096,OS2-accu-6,9.67E+01,1.01E-05,2.41E+02,2.28E-03,8.65E-04,9.71E-04,2.73E-04,1.47E-04
5.00E-01,4096,4096,4096,OS2-accu-7,1.03E+01,5.71E-07,2.16E+02,2.55E-03,9.03E-04,1.13E-03,3.18E-04,1.71E-04
5.00E-01,4096,4096,4096,OS2-accu-8,1.55E+00,4.40E-08,1.96E+02,2.80E-03,9.48E-04,1.29E-03,3.62E-04,1.78E-04
5.00E-01,4096,4096,4096,OS2-accu-9,1.21E-02,2.09E-08,1.79E+02,3.08E-03,9.90E-04,1.45E-03,4.08E-04,2.07E-04
5.00E-01,4096,4096,4096,OS2-accu-10,1.83E-04,2.07E-08,1.65E+02,3.34E-03,1.04E-03,1.61E-03,4.54E-04,2.12E-04
5.00E-01,4096,4096,4096,OS2-accu-11,2.53E-04,2.07E-08,1.52E+02,3.61E-03,1.09E-03,1.77E-03,4.99E-04,2.38E-04
5.00E-01,4096,4096,4096,OS2-accu-12,1.41E-04,2.07E-08,1.37E+02,4.02E-03,1.29E-03,1.93E-03,5.46E-04,2.22E-04
5.00E-01,4096,4096,4096,OS2-accu-13,2.50E-04,2.07E-08,1.27E+02,4.32E-03,1.36E-03,2.09E-03,5.91E-04,2.49E-04
5.00E-01,4096,4096,4096,OS2-accu-14,5.00E-04,2.07E-08,1.20E+02,4.60E-03,1.43E-03,2.25E-03,6.39E-04,2.54E-04
5.00E-01,4096,4096,4096,OS2-accu-15,1.40E-04,2.07E-08,1.12E+02,4.89E-03,1.49E-03,2.41E-03,6.83E-04,2.82E-04
5.00E-01,8192,8192,8192,INT8-GEMM,,,3.65E+03,3.02E-04,,,,
5.00E-01,8192,8192,8192,GEMMEX,1.18E+02,1.06E-06,7.06E+01,6.23E-02,,,,
5.00E-01,8192,8192,8192,CGEMM,1.18E+02,1.06E-06,7.06E+01,6.23E-02,,,,
5.00E-01,8192,8192,8192,CGEMM3m,2.43E+02,1.42E-06,7.05E+01,6.23E-02,,,,
5.00E-01,8192,8192,8192,CGEMM-TF32,3.34E+04,2.96E-04,4.56E+02,9.66E-03,,,,
5.00E-01,8192,8192,8192,OS2-fast-2,6.78E+04,1.00E+00,1.33E+03,3.30E-03,8.70E-04,1.75E-03,2.85E-04,3.65E-04
5.00E-01,8192,8192,8192,OS2-fast-3,8.86E+06,3.00E-01,8.48E+02,5.18E-03,1.13E-03,3.03E-03,4.59E-04,5.34E-04
5.00E-01,8192,8192,8192,OS2-fast-4,5.42E+05,2.09E-02,6.38E+02,6.90E-03,1.36E-03,4.33E-03,6.46E-04,5.37E-04
5.00E-01,8192,8192,8192,OS2-fast-5,2.79E+04,1.31E-03,4.98E+02,8.83E-03,1.62E-03,5.67E-03,8.42E-04,6.68E-04
5.00E-01,8192,8192,8192,OS2-fast-6,8.50E+03,8.21E-05,4.24E+02,1.04E-02,1.97E-03,6.68E-03,9.94E-04,7.05E-04
5.00E-01,8192,8192,8192,OS2-fast-7,3.64E+02,5.07E-06,3.64E+02,1.21E-02,2.21E-03,7.85E-03,1.19E-03,8.12E-04
5.00E-01,8192,8192,8192,OS2-fast-8,6.51E+00,2.59E-07,3.19E+02,1.38E-02,2.49E-03,9.05E-03,1.38E-03,8.44E-04
5.00E-01,8192,8192,8192,OS2-fast-9,5.98E-01,2.27E-08,2.85E+02,1.54E-02,2.72E-03,1.02E-02,1.55E-03,9.79E-04
5.00E-01,8192,8192,8192,OS2-fast-10,4.33E-03,2.07E-08,2.62E+02,1.68E-02,2.95E-03,1.11E-02,1.71E-03,1.01E-03
5.00E-01,8192,8192,8192,OS2-fast-11,1.44E-02,2.07E-08,2.38E+02,1.85E-02,3.21E-03,1.23E-02,1.89E-03,1.14E-03
5.00E-01,8192,8192,8192,OS2-fast-12,1.11E-02,2.07E-08,2.20E+02,2.00E-02,4.08E-03,1.29E-02,1.98E-03,1.03E-03
5.00E-01,8192,8192,8192,OS2-fast-13,5.11E-03,2.07E-08,1.94E+02,2.27E-02,4.70E-03,1.45E-02,2.24E-03,1.19E-03
5.00E-01,8192,8192,8192,OS2-fast-14,2.96E-02,2.07E-08,1.78E+02,2.47E-02,5.12E-03,1.59E-02,2.41E-03,1.24E-03
5.00E-01,8192,8192,8192,OS2-fast-15,1.49E-02,2.08E-08,1.68E+02,2.62E-02,5.37E-03,1.68E-02,2.60E-03,1.35E-03
5.00E-01,8192,8192,8192,OS2-accu-2,1.90E+07,8.24E-01,8.52E+02,5.16E-03,2.64E-03,1.81E-03,2.88E-04,4.00E-04
5.00E-01,8192,8192,8192,OS2-accu-3,6.96E+06,8.01E-02,6.04E+02,7.28E-03,3.07E-03,3.17E-03,4.69E-04,5.52E-04
5.00E-01,8192,8192,8192,OS2-accu-4,1.74E+05,5.14E-03,4.93E+02,8.91E-03,3.34E-03,4.36E-03,6.48E-04,5.43E-04
5.00E-01,8192,8192,8192,OS2-accu-5,1.81E+04,3.22E-04,4.16E+02,1.06E-02,3.57E-03,5.50E-03,8.23E-04,6.41E-04
5.00E-01,8192,8192,8192,OS2-accu-6,9.63E+02,2.01E-05,3.61E+02,1.22E-02,3.96E-03,6.54E-03,9.77E-04,6.88E-04
5.00E-01,8192,8192,8192,OS2-accu-7,2.53E+01,1.22E-06,3.13E+02,1.41E-02,4.28E-03,7.77E-03,1.17E-03,8.02E-04
5.00E-01,8192,8192,8192,OS2-accu-8,8.17E+00,4.60E-08,2.85E+02,1.55E-02,4.49E-03,8.77E-03,1.34E-03,8.24E-04
5.00E-01,8192,8192,8192,OS2-accu-9,4.30E-02,2.09E-08,2.57E+02,1.71E-02,4.74E-03,9.87E-03,1.52E-03,9.60E-04
5.00E-01,8192,8192,8192,OS2-accu-10,9.93E-04,2.07E-08,2.36E+02,1.87E-02,5.01E-03,1.09E-02,1.68E-03,9.95E-04
5.00E-01,8192,8192,8192,OS2-accu-11,2.63E-04,2.07E-08,2.16E+02,2.03E-02,5.27E-03,1.21E-02,1.86E-03,1.12E-03
5.00E-01,8192,8192,8192,OS2-accu-12,5.49E-04,2.07E-08,1.96E+02,2.24E-02,6.29E-03,1.30E-02,2.01E-03,1.04E-03
5.00E-01,8192,8192,8192,OS2-accu-13,2.14E-03,2.07E-08,1.80E+02,2.44E-02,6.74E-03,1.43E-02,2.21E-03,1.18E-03
5.00E-01,8192,8192,8192,OS2-accu-14,8.57E-04,2.07E-08,1.70E+02,2.58E-02,7.00E-03,1.53E-02,2.33E-03,1.21E-03
5.00E-01,8192,8192,8192,OS2-accu-15,2.01E-03,2.07E-08,1.58E+02,2.79E-02,7.46E-03,1.65E-02,2.56E-03,1.34E-03
5.00E-01,16384,16384,16384,INT8-GEMM,,,3.23E+03,2.72E-03,,,,
5.00E-01,16384,16384,16384,GEMMEX,3.01E+02,2.66E-06,7.16E+01,4.91E-01,,,,
5.00E-01,16384,16384,16384,CGEMM,3.01E+02,2.66E-06,7.16E+01,4.91E-01,,,,
5.00E-01,16384,16384,16384,CGEMM3m,3.01E+02,2.66E-06,7.16E+01,4.91E-01,,,,
5.00E-01,16384,16384,16384,CGEMM-TF32,1.49E+05,3.03E-04,4.50E+02,7.82E-02,,,,
5.00E-01,16384,16384,16384,OS2-fast-2,4.29E+05,1.00E+00,1.84E+03,1.91E-02,3.50E-03,1.31E-02,1.06E-03,1.43E-03
5.00E-01,16384,16384,16384,OS2-fast-3,1.40E+08,3.05E-01,1.00E+03,3.51E-02,5.21E-03,2.55E-02,1.89E-03,2.48E-03
5.00E-01,16384,16384,16384,OS2-fast-4,3.96E+06,2.13E-02,6.96E+02,5.06E-02,6.59E-03,3.84E-02,2.82E-03,2.76E-03
5.00E-01,16384,16384,16384,OS2-fast-5,2.75E+05,1.34E-03,5.62E+02,6.26E-02,7.47E-03,4.83E-02,3.60E-03,3.16E-03
5.00E-01,16384,16384,16384,OS2-fast-6,8.65E+03,8.36E-05,4.67E+02,7.53E-02,9.41E-03,5.81E-02,4.31E-03,3.42E-03
5.00E-01,16384,16384,16384,OS2-fast-7,9.23E+02,5.16E-06,3.98E+02,8.84E-02,1.07E-02,6.86E-02,5.20E-03,3.86E-03
5.00E-01,16384,16384,16384,OS2-fast-8,9.82E+01,2.65E-07,3.51E+02,1.00E-01,1.20E-02,7.84E-02,5.99E-03,3.87E-03
5.00E-01,16384,16384,16384,OS2-fast-9,1.46E+00,2.28E-08,3.12E+02,1.13E-01,1.29E-02,8.86E-02,6.80E-03,4.42E-03
5.00E-01,16384,16384,16384,OS2-fast-10,3.75E-02,2.07E-08,2.86E+02,1.23E-01,1.40E-02,9.71E-02,7.38E-03,4.54E-03
5.00E-01,16384,16384,16384,OS2-fast-11,1.10E-01,2.08E-08,2.61E+02,1.35E-01,1.51E-02,1.07E-01,8.19E-03,5.00E-03
5.00E-01,16384,16384,16384,OS2-fast-12,1.42E-01,2.08E-08,2.33E+02,1.51E-01,2.04E-02,1.17E-01,8.94E-03,4.69E-03
5.00E-01,16384,16384,16384,OS2-fast-13,1.90E-01,2.08E-08,2.15E+02,1.63E-01,2.21E-02,1.26E-01,9.68E-03,5.21E-03
5.00E-01,16384,16384,16384,OS2-fast-14,8.24E-02,2.08E-08,2.00E+02,1.76E-01,2.38E-02,1.37E-01,1.03E-02,5.42E-03
5.00E-01,16384,16384,16384,OS2-fast-15,9.28E-02,2.07E-08,1.85E+02,1.90E-01,2.64E-02,1.47E-01,1.12E-02,6.03E-03
5.00E-01,16384,16384,16384,OS2-accu-2,1.26E+08,8.33E-01,1.09E+03,3.21E-02,1.47E-02,1.45E-02,1.11E-03,1.74E-03
5.00E-01,16384,16384,16384,OS2-accu-3,2.27E+07,8.17E-02,7.16E+02,4.91E-02,1.81E-02,2.65E-02,1.94E-03,2.57E-03
5.00E-01,16384,16384,16384,OS2-accu-4,8.73E+05,5.25E-03,5.65E+02,6.23E-02,1.97E-02,3.72E-02,2.74E-03,2.62E-03
5.00E-01,16384,16384,16384,OS2-accu-5,3.36E+04,3.28E-04,4.71E+02,7.46E-02,2.09E-02,4.71E-02,3.52E-03,3.09E-03
5.00E-01,16384,16384,16384,OS2-accu-6,3.21E+03,2.09E-05,3.99E+02,8.82E-02,2.31E-02,5.75E-02,4.27E-03,3.34E-03
5.00E-01,16384,16384,16384,OS2-accu-7,2.01E+02,1.24E-06,3.50E+02,1.01E-01,2.43E-02,6.73E-02,5.12E-03,3.80E-03
5.00E-01,16384,16384,16384,OS2-accu-8,3.99E+01,7.88E-08,3.12E+02,1.13E-01,2.55E-02,7.75E-02,5.90E-03,3.77E-03
5.00E-01,16384,16384,16384,OS2-accu-9,1.98E-01,2.11E-08,2.83E+02,1.24E-01,2.61E-02,8.73E-02,6.68E-03,4.34E-03
5.00E-01,16384,16384,16384,OS2-accu-10,1.34E-02,2.07E-08,2.61E+02,1.35E-01,2.68E-02,9.65E-02,7.28E-03,4.38E-03
5.00E-01,16384,16384,16384,OS2-accu-11,4.13E-03,2.07E-08,2.39E+02,1.47E-01,2.91E-02,1.05E-01,8.06E-03,4.88E-03
5.00E-01,16384,16384,16384,OS2-accu-12,1.01E-03,2.07E-08,2.15E+02,1.64E-01,3.46E-02,1.16E-01,8.74E-03,4.59E-03
5.00E-01,16384,16384,16384,OS2-accu-13,7.82E-03,2.07E-08,1.97E+02,1.78E-01,3.69E-02,1.27E-01,9.53E-03,5.18E-03
5.00E-01,16384,16384,16384,OS2-accu-14,6.69E-03,2.07E-08,1.85E+02,1.90E-01,3.89E-02,1.36E-01,1.01E-02,5.37E-03
5.00E-01,16384,16384,16384,OS2-accu-15,2.42E-03,2.07E-08,1.72E+02,2.05E-01,4.25E-02,1.45E-01,1.09E-02,6.07E-03
