phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_64f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling
5.00E-01,16384,16384,16384,OS2-fast-6,1.51E+04,8.36E-05,1.61E+02,2.19E-01,9.94E-03,1.98E-01,7.48E-03,2.98E-03
5.00E-01,16384,16384,16384,OS2-fast-7,2.75E+03,5.23E-06,1.39E+02,2.53E-01,1.08E-02,2.30E-01,8.66E-03,3.25E-03
5.00E-01,16384,16384,16384,OS2-fast-8,1.39E+02,3.27E-07,1.21E+02,2.91E-01,1.19E-02,2.65E-01,1.00E-02,3.55E-03
5.00E-01,16384,16384,16384,OS2-fast-9,2.78E+00,2.04E-08,1.08E+02,3.25E-01,1.29E-02,2.96E-01,1.13E-02,3.81E-03
5.00E-01,16384,16384,16384,OS2-fast-10,3.41E-01,1.28E-09,9.71E+01,3.62E-01,1.41E-02,3.31E-01,1.25E-02,4.04E-03
5.00E-01,16384,16384,16384,OS2-fast-11,9.52E-02,1.60E-10,8.88E+01,3.96E-01,1.55E-02,3.62E-01,1.36E-02,4.32E-03
5.00E-01,16384,16384,16384,OS2-fast-12,2.68E-03,9.97E-12,8.10E+01,4.34E-01,1.69E-02,3.98E-01,1.51E-02,4.56E-03
5.00E-01,16384,16384,16384,OS2-fast-13,3.00E-04,6.23E-13,7.50E+01,4.69E-01,1.86E-02,4.29E-01,1.64E-02,4.83E-03
5.00E-01,16384,16384,16384,OS2-fast-14,1.73E-05,3.88E-14,6.94E+01,5.07E-01,2.00E-02,4.64E-01,1.76E-02,5.08E-03
5.00E-01,16384,16384,16384,OS2-fast-15,4.91E-07,2.31E-15,6.51E+01,5.41E-01,2.13E-02,4.95E-01,1.90E-02,5.33E-03
5.00E-01,16384,16384,16384,OS2-fast-16,8.21E-09,9.77E-17,6.07E+01,5.79E-01,2.26E-02,5.31E-01,2.00E-02,5.58E-03
5.00E-01,16384,16384,16384,OS2-fast-17,5.80E-10,4.75E-17,5.76E+01,6.11E-01,2.36E-02,5.60E-01,2.13E-02,5.92E-03
5.00E-01,16384,16384,16384,OS2-fast-18,2.28E-11,4.55E-17,5.45E+01,6.45E-01,2.49E-02,5.92E-01,2.24E-02,6.16E-03
5.00E-01,16384,16384,16384,OS2-fast-19,2.21E-13,4.55E-17,5.21E+01,6.76E-01,2.66E-02,6.18E-01,2.38E-02,6.46E-03
5.00E-01,16384,16384,16384,OS2-fast-20,3.95E-14,4.55E-17,4.93E+01,7.14E-01,2.78E-02,6.54E-01,2.48E-02,6.72E-03
5.00E-01,16384,16384,16384,OS2-accu-2,1.74E+08,8.24E-01,3.65E+02,9.64E-02,4.03E-02,5.21E-02,1.99E-03,1.74E-03
5.00E-01,16384,16384,16384,OS2-accu-3,5.05E+07,8.02E-02,2.45E+02,1.44E-01,4.12E-02,9.66E-02,3.57E-03,2.19E-03
5.00E-01,16384,16384,16384,OS2-accu-4,3.02E+06,5.15E-03,1.94E+02,1.82E-01,4.19E-02,1.32E-01,4.97E-03,2.47E-03
5.00E-01,16384,16384,16384,OS2-accu-5,1.22E+05,3.23E-04,1.63E+02,2.16E-01,4.28E-02,1.64E-01,6.23E-03,2.73E-03
5.00E-01,16384,16384,16384,OS2-accu-6,1.29E+04,2.09E-05,1.39E+02,2.53E-01,4.38E-02,1.98E-01,7.48E-03,2.99E-03
5.00E-01,16384,16384,16384,OS2-accu-7,3.36E+02,1.31E-06,1.23E+02,2.87E-01,4.47E-02,2.30E-01,8.62E-03,3.24E-03
5.00E-01,16384,16384,16384,OS2-accu-8,1.71E+01,8.17E-08,1.09E+02,3.24E-01,4.58E-02,2.65E-01,9.98E-03,3.56E-03
5.00E-01,16384,16384,16384,OS2-accu-9,3.09E+00,5.10E-09,9.82E+01,3.58E-01,4.67E-02,2.96E-01,1.12E-02,3.81E-03
5.00E-01,16384,16384,16384,OS2-accu-10,1.19E-01,3.19E-10,8.89E+01,3.96E-01,4.77E-02,3.31E-01,1.25E-02,4.06E-03
5.00E-01,16384,16384,16384,OS2-accu-11,4.18E-03,1.99E-11,8.19E+01,4.30E-01,4.92E-02,3.62E-01,1.36E-02,4.33E-03
5.00E-01,16384,16384,16384,OS2-accu-12,1.67E-04,1.25E-12,7.52E+01,4.68E-01,5.06E-02,3.98E-01,1.50E-02,4.57E-03
5.00E-01,16384,16384,16384,OS2-accu-13,9.28E-05,1.50E-13,7.00E+01,5.03E-01,5.25E-02,4.29E-01,1.63E-02,4.81E-03
5.00E-01,16384,16384,16384,OS2-accu-14,1.14E-06,9.26E-15,6.50E+01,5.41E-01,5.38E-02,4.64E-01,1.76E-02,5.07E-03
5.00E-01,16384,16384,16384,OS2-accu-15,3.03E-07,4.96E-16,6.12E+01,5.75E-01,5.51E-02,4.95E-01,1.89E-02,5.34E-03
5.00E-01,16384,16384,16384,OS2-accu-16,7.96E-10,5.13E-17,5.74E+01,6.12E-01,5.61E-02,5.31E-01,2.00E-02,5.60E-03
5.00E-01,16384,16384,16384,OS2-accu-17,4.48E-11,4.55E-17,5.49E+01,6.41E-01,5.72E-02,5.57E-01,2.11E-02,5.92E-03
5.00E-01,16384,16384,16384,OS2-accu-18,2.50E-12,4.55E-17,5.20E+01,6.77E-01,5.84E-02,5.90E-01,2.23E-02,6.18E-03
5.00E-01,16384,16384,16384,OS2-accu-19,2.06E-14,4.55E-17,4.96E+01,7.09E-01,6.04E-02,6.18E-01,2.38E-02,6.44E-03
5.00E-01,16384,16384,16384,OS2-accu-20,4.89E-15,4.55E-17,4.71E+01,7.48E-01,6.14E-02,6.54E-01,2.48E-02,6.71E-03
