phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_64f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling,
5.000000e-01,1024,1024,1024,INT8-GEMM,,,1.151641e+02,1.864716e-05,,,,,
5.000000e-01,1024,1024,1024,DGEMM,8.594851e-10,8.762780e-16,7.365568e-01,2.915571e-03,,,,,
5.000000e-01,1024,1024,1024,OS2-fast-2,1.215276e+05,6.299566e-01,1.103665e+01,1.945776e-04,8.447936e-05,3.804236e-05,1.575336e-05,3.496499e-05,
5.000000e-01,1024,1024,1024,OS2-fast-3,6.485873e+04,5.129632e-02,8.723047e+00,2.461850e-04,1.048338e-04,5.638328e-05,2.328946e-05,4.031642e-05,
5.000000e-01,1024,1024,1024,OS2-fast-4,4.553197e+03,3.283985e-03,7.189554e+00,2.986950e-04,1.253134e-04,7.525572e-05,3.118690e-05,4.547010e-05,
5.000000e-01,1024,1024,1024,OS2-fast-5,2.520982e+02,2.069958e-04,6.138023e+00,3.498657e-04,1.463734e-04,9.323928e-05,3.891765e-05,5.009645e-05,
5.000000e-01,1024,1024,1024,OS2-fast-6,1.592215e+01,1.295139e-05,5.356792e+00,4.008899e-04,1.660737e-04,1.116769e-04,4.666330e-05,5.521556e-05,
5.000000e-01,1024,1024,1024,OS2-fast-7,4.928434e-01,8.102758e-07,4.739829e+00,4.530719e-04,1.869053e-04,1.301048e-04,5.421422e-05,6.038105e-05,
5.000000e-01,1024,1024,1024,OS2-fast-8,3.936469e-02,5.064139e-08,4.044106e+00,5.310156e-04,2.073432e-04,1.485728e-04,6.232643e-05,9.141212e-05,
5.000000e-01,1024,1024,1024,OS2-fast-9,3.744011e-03,3.161367e-09,3.661532e+00,5.864987e-04,2.289115e-04,1.668948e-04,7.000051e-05,9.919282e-05,
5.000000e-01,1024,1024,1024,OS2-fast-10,1.270989e-04,1.974574e-10,3.353629e+00,6.403463e-04,2.483527e-04,1.858192e-04,7.787541e-05,1.067318e-04,
5.000000e-01,1024,1024,1024,OS2-fast-11,1.117788e-05,1.235789e-11,3.093884e+00,6.941061e-04,2.688945e-04,2.039290e-04,8.547415e-05,1.142342e-04,
5.000000e-01,1024,1024,1024,OS2-fast-12,1.414146e-06,7.725493e-13,2.858732e+00,7.512016e-04,2.895758e-04,2.241694e-04,9.356294e-05,1.217488e-04,
5.000000e-01,1024,1024,1024,OS2-fast-13,4.720867e-08,4.814241e-14,2.640927e+00,8.131553e-04,3.173275e-04,2.422255e-04,1.015961e-04,1.298264e-04,
5.000000e-01,1024,1024,1024,OS2-fast-14,4.678982e-09,3.959969e-15,2.467715e+00,8.702317e-04,3.402366e-04,2.616769e-04,1.092734e-04,1.370151e-04,
5.000000e-01,1024,1024,1024,OS2-fast-15,3.321655e-10,2.786150e-16,2.322698e+00,9.245641e-04,3.613412e-04,2.796873e-04,1.165983e-04,1.448244e-04,
5.000000e-01,1024,1024,1024,OS2-fast-16,7.896671e-12,4.856916e-17,2.190994e+00,9.801412e-04,3.812916e-04,2.990818e-04,1.250961e-04,1.524377e-04,
5.000000e-01,1024,1024,1024,OS2-fast-17,1.253078e-13,4.547194e-17,2.072878e+00,1.035991e-03,4.030743e-04,3.175858e-04,1.328608e-04,1.602019e-04,
5.000000e-01,1024,1024,1024,OS2-fast-18,1.154293e-15,4.542055e-17,1.974872e+00,1.087404e-03,4.216328e-04,3.354061e-04,1.405045e-04,1.677145e-04,
5.000000e-01,1024,1024,1024,OS2-fast-19,2.181671e-16,4.536940e-17,1.879660e+00,1.142485e-03,4.425536e-04,3.544460e-04,1.475738e-04,1.755719e-04,
5.000000e-01,1024,1024,1024,OS2-fast-20,2.185905e-16,4.549186e-17,1.791840e+00,1.198480e-03,4.634656e-04,3.734616e-04,1.563008e-04,1.828776e-04,
5.000000e-01,1024,1024,1024,OS2-accu-2,1.424150e+05,1.979698e-01,1.028653e+01,2.087665e-04,9.934469e-05,3.721294e-05,1.561676e-05,3.512354e-05,
5.000000e-01,1024,1024,1024,OS2-accu-3,1.620708e+04,1.319646e-02,8.240775e+00,2.605925e-04,1.196917e-04,5.562744e-05,2.340010e-05,4.053156e-05,
5.000000e-01,1024,1024,1024,OS2-accu-4,9.260364e+02,8.302998e-04,6.866577e+00,3.127444e-04,1.404001e-04,7.396375e-05,3.125245e-05,4.553427e-05,
5.000000e-01,1024,1024,1024,OS2-accu-5,1.323340e+01,5.186650e-05,5.898178e+00,3.640927e-04,1.607543e-04,9.247432e-05,3.900681e-05,5.026165e-05,
5.000000e-01,1024,1024,1024,OS2-accu-6,3.169186e+00,3.246394e-06,5.152170e+00,4.168115e-04,1.813632e-04,1.111783e-04,4.702483e-05,5.554623e-05,
5.000000e-01,1024,1024,1024,OS2-accu-7,2.237095e-01,2.108297e-07,4.585314e+00,4.683395e-04,2.017198e-04,1.294924e-04,5.506379e-05,6.048887e-05,
5.000000e-01,1024,1024,1024,OS2-accu-8,1.352078e-02,1.957673e-08,3.927971e+00,5.467157e-04,2.222747e-04,1.486020e-04,6.250570e-05,9.158429e-05,
5.000000e-01,1024,1024,1024,OS2-accu-9,3.905016e-04,1.235064e-09,3.578915e+00,6.000375e-04,2.427864e-04,1.661134e-04,7.020977e-05,9.920271e-05,
5.000000e-01,1024,1024,1024,OS2-accu-10,5.075758e-05,7.713458e-11,3.282003e+00,6.543210e-04,2.631159e-04,1.847045e-04,7.818858e-05,1.066811e-04,
5.000000e-01,1024,1024,1024,OS2-accu-11,7.834582e-06,4.823831e-12,3.035305e+00,7.075019e-04,2.835477e-04,2.025435e-04,8.544041e-05,1.142724e-04,
5.000000e-01,1024,1024,1024,OS2-accu-12,4.346313e-07,3.053771e-13,2.808997e+00,7.645019e-04,3.042931e-04,2.219945e-04,9.395341e-05,1.218847e-04,
5.000000e-01,1024,1024,1024,OS2-accu-13,1.697952e-08,2.399088e-14,2.579363e+00,8.325637e-04,3.377542e-04,2.407300e-04,1.017686e-04,1.300178e-04,
5.000000e-01,1024,1024,1024,OS2-accu-14,1.125475e-09,1.394236e-15,2.410140e+00,8.910204e-04,3.617901e-04,2.598372e-04,1.098608e-04,1.373374e-04,
5.000000e-01,1024,1024,1024,OS2-accu-15,6.403499e-11,7.093988e-17,2.272950e+00,9.448002e-04,3.822416e-04,2.782386e-04,1.172767e-04,1.449153e-04,
5.000000e-01,1024,1024,1024,OS2-accu-16,1.459027e-12,4.609236e-17,2.152255e+00,9.977832e-04,4.024289e-04,2.959981e-04,1.247141e-04,1.523976e-04,
5.000000e-01,1024,1024,1024,OS2-accu-17,4.220137e-14,4.543892e-17,2.034510e+00,1.055529e-03,4.246832e-04,3.152052e-04,1.330221e-04,1.604113e-04,
5.000000e-01,1024,1024,1024,OS2-accu-18,5.386074e-16,4.545186e-17,1.936194e+00,1.109126e-03,4.428523e-04,3.345210e-04,1.417491e-04,1.677453e-04,
5.000000e-01,1024,1024,1024,OS2-accu-19,2.191288e-16,4.540600e-17,1.845945e+00,1.163352e-03,4.640085e-04,3.527668e-04,1.486947e-04,1.754984e-04,
5.000000e-01,1024,1024,1024,OS2-accu-20,2.205861e-16,4.541111e-17,1.762478e+00,1.218446e-03,4.848069e-04,3.710465e-04,1.574157e-04,1.828994e-04,
5.000000e-01,2048,2048,2048,INT8-GEMM,,,2.525257e+02,6.803215e-05,,,,,
5.000000e-01,2048,2048,2048,DGEMM,3.801892e-09,1.240304e-15,8.279591e-01,2.074966e-02,,,,,
