phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_64f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling
5.00E-01,16384,16384,16384,OS2-fast-4,3.10E+06,2.13E-02,6.86E+02,5.13E-02,7.77E-03,3.79E-02,2.81E-03,2.79E-03
5.00E-01,16384,16384,16384,OS2-fast-5,1.79E+05,1.34E-03,5.50E+02,6.40E-02,8.85E-03,4.82E-02,3.61E-03,3.26E-03
5.00E-01,16384,16384,16384,OS2-fast-6,1.81E+04,8.37E-05,4.56E+02,7.72E-02,1.02E-02,5.90E-02,4.43E-03,3.56E-03
5.00E-01,16384,16384,16384,OS2-fast-7,1.51E+03,5.23E-06,3.94E+02,8.93E-02,1.12E-02,6.89E-02,5.14E-03,3.99E-03
5.00E-01,16384,16384,16384,OS2-fast-8,9.35E+01,3.27E-07,3.47E+02,1.02E-01,1.21E-02,7.87E-02,6.02E-03,4.75E-03
5.00E-01,16384,16384,16384,OS2-fast-9,3.98E+00,2.04E-08,3.10E+02,1.14E-01,1.29E-02,8.86E-02,6.79E-03,5.27E-03
5.00E-01,16384,16384,16384,OS2-fast-10,7.19E-02,1.28E-09,2.82E+02,1.25E-01,1.40E-02,9.79E-02,7.53E-03,5.48E-03
5.00E-01,16384,16384,16384,OS2-fast-11,2.93E-02,1.60E-10,2.56E+02,1.37E-01,1.51E-02,1.08E-01,8.17E-03,5.77E-03
5.00E-01,16384,16384,16384,OS2-fast-12,8.84E-04,9.98E-12,2.31E+02,1.52E-01,1.67E-02,1.20E-01,9.27E-03,6.04E-03
5.00E-01,16384,16384,16384,OS2-fast-13,1.44E-04,6.23E-13,2.09E+02,1.68E-01,2.33E-02,1.29E-01,9.85E-03,6.35E-03
5.00E-01,16384,16384,16384,OS2-fast-14,4.68E-06,3.89E-14,1.94E+02,1.81E-01,2.57E-02,1.38E-01,1.05E-02,6.57E-03
5.00E-01,16384,16384,16384,OS2-fast-15,4.85E-07,2.31E-15,1.80E+02,1.95E-01,2.88E-02,1.48E-01,1.11E-02,7.28E-03
5.00E-01,16384,16384,16384,OS2-fast-16,8.44E-09,9.78E-17,1.69E+02,2.09E-01,3.11E-02,1.58E-01,1.21E-02,7.59E-03
5.00E-01,16384,16384,16384,OS2-fast-17,1.10E-09,4.75E-17,1.58E+02,2.23E-01,3.40E-02,1.68E-01,1.28E-02,8.36E-03
5.00E-01,16384,16384,16384,OS2-fast-18,8.92E-12,4.55E-17,1.49E+02,2.36E-01,3.62E-02,1.77E-01,1.34E-02,8.64E-03
5.00E-01,16384,16384,16384,OS2-fast-19,7.35E-14,4.55E-17,1.38E+02,2.56E-01,4.70E-02,1.86E-01,1.37E-02,9.17E-03
5.00E-01,16384,16384,16384,OS2-fast-20,9.64E-14,4.55E-17,1.30E+02,2.70E-01,4.92E-02,1.96E-01,1.48E-02,9.39E-03
5.00E-01,16384,16384,16384,OS2-accu-2,6.62E+07,8.33E-01,1.05E+03,3.35E-02,1.59E-02,1.46E-02,1.12E-03,1.80E-03
5.00E-01,16384,16384,16384,OS2-accu-3,6.14E+06,8.17E-02,7.04E+02,5.00E-02,1.91E-02,2.64E-02,1.91E-03,2.60E-03
5.00E-01,16384,16384,16384,OS2-accu-4,4.52E+05,5.25E-03,5.49E+02,6.41E-02,2.11E-02,3.74E-02,2.77E-03,2.73E-03
5.00E-01,16384,16384,16384,OS2-accu-5,1.97E+04,3.29E-04,4.61E+02,7.64E-02,2.23E-02,4.73E-02,3.53E-03,3.19E-03
5.00E-01,16384,16384,16384,OS2-accu-6,8.14E+03,2.09E-05,3.92E+02,8.97E-02,2.40E-02,5.79E-02,4.37E-03,3.43E-03
5.00E-01,16384,16384,16384,OS2-accu-7,3.05E+02,1.31E-06,3.49E+02,1.01E-01,2.48E-02,6.71E-02,5.03E-03,3.89E-03
5.00E-01,16384,16384,16384,OS2-accu-8,1.29E+01,1.22E-07,3.08E+02,1.14E-01,2.58E-02,7.78E-02,5.97E-03,4.74E-03
5.00E-01,16384,16384,16384,OS2-accu-9,1.30E+00,7.64E-09,2.78E+02,1.27E-01,2.67E-02,8.79E-02,6.72E-03,5.14E-03
5.00E-01,16384,16384,16384,OS2-accu-10,8.88E-02,4.77E-10,2.52E+02,1.39E-01,2.79E-02,9.87E-02,7.51E-03,5.30E-03
5.00E-01,16384,16384,16384,OS2-accu-11,5.65E-03,2.98E-11,2.33E+02,1.51E-01,2.94E-02,1.08E-01,8.14E-03,5.75E-03
5.00E-01,16384,16384,16384,OS2-accu-12,2.12E-04,1.86E-12,2.13E+02,1.65E-01,3.11E-02,1.19E-01,9.12E-03,5.89E-03
5.00E-01,16384,16384,16384,OS2-accu-13,1.94E-05,1.53E-13,1.93E+02,1.82E-01,3.82E-02,1.28E-01,9.71E-03,6.29E-03
5.00E-01,16384,16384,16384,OS2-accu-14,1.72E-06,9.44E-15,1.81E+02,1.94E-01,4.10E-02,1.36E-01,1.03E-02,6.67E-03
5.00E-01,16384,16384,16384,OS2-accu-15,1.33E-07,4.96E-16,1.70E+02,2.07E-01,4.42E-02,1.45E-01,1.08E-02,7.15E-03
5.00E-01,16384,16384,16384,OS2-accu-16,3.15E-09,5.72E-17,1.58E+02,2.23E-01,4.77E-02,1.56E-01,1.18E-02,7.56E-03
5.00E-01,16384,16384,16384,OS2-accu-17,1.10E-10,4.56E-17,1.47E+02,2.39E-01,5.08E-02,1.67E-01,1.26E-02,8.40E-03
5.00E-01,16384,16384,16384,OS2-accu-18,1.10E-12,4.55E-17,1.41E+02,2.49E-01,5.29E-02,1.74E-01,1.31E-02,8.73E-03
5.00E-01,16384,16384,16384,OS2-accu-19,2.01E-14,4.55E-17,1.30E+02,2.70E-01,6.36E-02,1.84E-01,1.35E-02,9.28E-03
5.00E-01,16384,16384,16384,OS2-accu-20,2.71E-15,4.55E-17,1.24E+02,2.84E-01,6.68E-02,1.93E-01,1.45E-02,9.47E-03
