phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_32f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling,
5.000000e-01,1024,1024,1024,INT8-GEMM,,,1.402793e+02,1.530863e-05,,,,,
5.000000e-01,1024,1024,1024,SGEMM,2.678591e-01,4.705876e-07,2.756630e+01,7.790251e-05,,,,,
5.000000e-01,1024,1024,1024,SGEMM-TF32,9.003984e+02,2.929069e-04,8.324493e+01,2.579717e-05,,,,,
5.000000e-01,1024,1024,1024,OS2-fast-2,1.103479e+05,6.299566e-01,1.999815e+01,1.073841e-04,2.692033e-05,3.291230e-05,1.656203e-05,1.322067e-05,
5.000000e-01,1024,1024,1024,OS2-fast-3,5.889219e+04,5.129641e-02,1.630940e+01,1.316715e-04,2.781215e-05,4.758250e-05,2.450599e-05,1.402866e-05,
5.000000e-01,1024,1024,1024,OS2-fast-4,4.390279e+03,3.283470e-03,1.292239e+01,1.661832e-04,2.876480e-05,6.266428e-05,4.359698e-05,1.340499e-05,
5.000000e-01,1024,1024,1024,OS2-fast-5,2.431117e+02,2.069412e-04,1.184575e+01,1.812873e-04,3.087391e-05,7.782723e-05,4.049810e-05,1.435383e-05,
5.000000e-01,1024,1024,1024,OS2-fast-6,1.549757e+01,1.288798e-05,1.021161e+01,2.102982e-04,3.554650e-05,9.318940e-05,4.859174e-05,1.513875e-05,
5.000000e-01,1024,1024,1024,OS2-fast-7,5.439144e-01,7.477716e-07,8.972891e+00,2.393302e-04,3.990132e-05,1.084535e-04,5.691939e-05,1.605615e-05,
5.000000e-01,1024,1024,1024,OS2-fast-8,4.454790e-02,3.212265e-08,8.114323e+00,2.646535e-04,4.252439e-05,1.237073e-04,6.512131e-05,1.530987e-05,
5.000000e-01,1024,1024,1024,OS2-fast-9,2.583767e-04,2.077999e-08,7.134833e+00,3.009858e-04,4.440172e-05,1.495639e-04,7.297005e-05,1.604528e-05,
