phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_32f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling
5.00E-01,1024,1024,1024,OS2-fast-13,6.16E-06,2.07E-08,4.43E+00,4.84E-04,4.90E-05,2.69E-04,1.24E-04,1.90E-05
5.00E-01,1024,1024,1024,OS2-fast-14,3.84E-05,2.07E-08,4.16E+00,5.17E-04,5.34E-05,2.88E-04,1.33E-04,1.94E-05
5.00E-01,1024,1024,1024,OS2-fast-15,7.90E-05,2.07E-08,3.88E+00,5.54E-04,5.62E-05,3.10E-04,1.44E-04,2.07E-05
5.00E-01,1024,1024,1024,OS2-accu-2,1.29E+05,1.98E-01,1.30E+01,1.65E-04,6.84E-05,4.14E-05,1.87E-05,1.40E-05
5.00E-01,1024,1024,1024,OS2-accu-3,1.56E+04,1.32E-02,1.09E+01,1.96E-04,6.79E-05,6.19E-05,2.84E-05,1.50E-05
5.00E-01,1024,1024,1024,OS2-accu-4,8.93E+02,8.30E-04,9.51E+00,2.26E-04,6.79E-05,8.26E-05,3.78E-05,1.47E-05
5.00E-01,1024,1024,1024,OS2-accu-5,1.44E+01,5.18E-05,8.31E+00,2.59E-04,6.90E-05,1.03E-04,4.73E-05,1.58E-05
5.00E-01,1024,1024,1024,OS2-accu-6,3.44E+00,3.18E-06,7.33E+00,2.93E-04,7.25E-05,1.24E-04,5.70E-05,1.62E-05
5.00E-01,1024,1024,1024,OS2-accu-7,1.68E-01,1.55E-07,6.63E+00,3.24E-04,7.30E-05,1.45E-04,6.62E-05,1.71E-05
5.00E-01,1024,1024,1024,OS2-accu-8,9.54E-03,2.26E-08,6.06E+00,3.55E-04,7.55E-05,1.65E-04,7.55E-05,1.57E-05
5.00E-01,1024,1024,1024,OS2-accu-9,9.70E-05,2.07E-08,5.55E+00,3.87E-04,7.66E-05,1.86E-04,8.49E-05,1.69E-05
5.00E-01,1024,1024,1024,OS2-accu-10,9.97E-07,2.06E-08,5.12E+00,4.20E-04,7.78E-05,2.06E-04,9.47E-05,1.73E-05
5.00E-01,1024,1024,1024,OS2-accu-11,7.55E-07,2.06E-08,4.76E+00,4.51E-04,7.91E-05,2.27E-04,1.04E-04,1.82E-05
5.00E-01,1024,1024,1024,OS2-accu-12,5.53E-06,2.06E-08,4.40E+00,4.88E-04,8.57E-05,2.48E-04,1.14E-04,1.80E-05
5.00E-01,1024,1024,1024,OS2-accu-13,2.38E-06,2.06E-08,4.13E+00,5.20E-04,8.68E-05,2.68E-04,1.23E-04,1.90E-05
5.00E-01,1024,1024,1024,OS2-accu-14,4.83E-06,2.06E-08,3.87E+00,5.55E-04,9.12E-05,2.89E-04,1.33E-04,1.95E-05
5.00E-01,1024,1024,1024,OS2-accu-15,1.39E-06,2.06E-08,3.64E+00,5.90E-04,9.44E-05,3.10E-04,1.42E-04,2.04E-05
5.00E-01,2048,2048,2048,INT8-GEMM,,,7.39E+02,2.33E-05,,,,
5.00E-01,2048,2048,2048,SGEMM,8.98E-01,6.66E-07,5.43E+01,3.16E-04,,,,
5.00E-01,2048,2048,2048,SGEMM-TF32,1.18E+04,2.93E-04,4.33E+02,3.97E-05,,,,
5.00E-01,2048,2048,2048,OS2-fast-2,4.84E+06,7.11E-01,8.55E+01,2.01E-04,7.78E-05,4.82E-05,2.30E-05,2.87E-05
5.00E-01,2048,2048,2048,OS2-fast-3,8.32E+04,6.09E-02,7.04E+01,2.44E-04,8.23E-05,7.26E-05,3.46E-05,3.11E-05
5.00E-01,2048,2048,2048,OS2-fast-4,6.22E+04,3.88E-03,6.06E+01,2.83E-04,8.55E-05,9.70E-05,4.62E-05,3.12E-05
5.00E-01,2048,2048,2048,OS2-fast-5,1.15E+03,2.43E-04,5.29E+01,3.25E-04,8.76E-05,1.21E-04,5.78E-05,3.49E-05
5.00E-01,2048,2048,2048,OS2-fast-6,7.25E+02,1.51E-05,4.65E+01,3.70E-04,9.44E-05,1.46E-04,6.95E-05,3.64E-05
5.00E-01,2048,2048,2048,OS2-fast-7,1.43E+01,8.85E-07,4.16E+01,4.13E-04,9.90E-05,1.70E-04,8.12E-05,4.04E-05
5.00E-01,2048,2048,2048,OS2-fast-8,1.60E+00,3.60E-08,3.77E+01,4.56E-04,1.04E-04,2.00E-04,9.32E-05,3.57E-05
5.00E-01,2048,2048,2048,OS2-fast-9,2.10E-02,2.08E-08,3.48E+01,4.94E-04,1.09E-04,2.18E-04,1.04E-04,4.02E-05
5.00E-01,2048,2048,2048,OS2-fast-10,5.83E-04,2.07E-08,3.19E+01,5.38E-04,1.14E-04,2.42E-04,1.16E-04,4.24E-05
5.00E-01,2048,2048,2048,OS2-fast-11,4.68E-03,2.07E-08,2.95E+01,5.83E-04,1.19E-04,2.66E-04,1.28E-04,4.69E-05
5.00E-01,2048,2048,2048,OS2-fast-12,2.18E-03,2.07E-08,2.68E+01,6.42E-04,1.42E-04,2.90E-04,1.40E-04,4.59E-05
5.00E-01,2048,2048,2048,OS2-fast-13,1.14E-04,2.07E-08,2.50E+01,6.87E-04,1.50E-04,3.14E-04,1.52E-04,4.99E-05
5.00E-01,2048,2048,2048,OS2-fast-14,7.81E-04,2.07E-08,2.34E+01,7.33E-04,1.56E-04,3.38E-04,1.63E-04,5.22E-05
5.00E-01,2048,2048,2048,OS2-fast-15,1.02E-03,2.07E-08,2.20E+01,7.80E-04,1.64E-04,3.61E-04,1.75E-04,5.73E-05
5.00E-01,2048,2048,2048,OS2-accu-2,7.87E+06,2.96E-01,6.42E+01,2.67E-04,1.45E-04,4.79E-05,2.28E-05,2.81E-05
5.00E-01,2048,2048,2048,OS2-accu-3,4.96E+05,2.06E-02,5.50E+01,3.13E-04,1.52E-04,7.18E-05,3.43E-05,3.13E-05
5.00E-01,2048,2048,2048,OS2-accu-4,1.75E+04,1.30E-03,4.85E+01,3.54E-04,1.57E-04,9.63E-05,4.62E-05,3.14E-05
5.00E-01,2048,2048,2048,OS2-accu-5,8.26E+02,8.09E-05,4.31E+01,3.99E-04,1.61E-04,1.21E-04,5.77E-05,3.50E-05
5.00E-01,2048,2048,2048,OS2-accu-6,5.91E+00,4.99E-06,3.86E+01,4.45E-04,1.70E-04,1.46E-04,6.95E-05,3.65E-05
5.00E-01,2048,2048,2048,OS2-accu-7,5.74E-01,2.82E-07,3.50E+01,4.91E-04,1.76E-04,1.70E-04,8.10E-05,4.04E-05
5.00E-01,2048,2048,2048,OS2-accu-8,3.41E-01,2.50E-08,3.24E+01,5.29E-04,1.83E-04,1.95E-04,9.28E-05,3.59E-05
5.00E-01,2048,2048,2048,OS2-accu-9,8.42E-03,2.07E-08,3.00E+01,5.74E-04,1.87E-04,2.19E-04,1.05E-04,4.02E-05
5.00E-01,2048,2048,2048,OS2-accu-10,1.41E-04,2.07E-08,2.79E+01,6.16E-04,1.92E-04,2.43E-04,1.17E-04,4.20E-05
5.00E-01,2048,2048,2048,OS2-accu-11,9.49E-05,2.07E-08,2.60E+01,6.61E-04,1.98E-04,2.67E-04,1.27E-04,4.69E-05
5.00E-01,2048,2048,2048,OS2-accu-12,5.66E-05,2.07E-08,2.39E+01,7.18E-04,2.20E-04,2.90E-04,1.39E-04,4.60E-05
5.00E-01,2048,2048,2048,OS2-accu-13,1.82E-04,2.07E-08,2.24E+01,7.66E-04,2.28E-04,3.15E-04,1.51E-04,4.99E-05
5.00E-01,2048,2048,2048,OS2-accu-14,1.31E-04,2.07E-08,2.12E+01,8.12E-04,2.36E-04,3.38E-04,1.63E-04,5.22E-05
5.00E-01,2048,2048,2048,OS2-accu-15,2.45E-05,2.07E-08,2.00E+01,8.61E-04,2.43E-04,3.63E-04,1.75E-04,5.73E-05
5.00E-01,4096,4096,4096,INT8-GEMM,,,2.38E+03,5.77E-05,,,,
5.00E-01,4096,4096,4096,SGEMM,2.28E+01,9.41E-07,6.32E+01,2.17E-03,,,,
5.00E-01,4096,4096,4096,SGEMM-TF32,5.27E+03,2.93E-04,7.32E+02,1.88E-04,,,,
5.00E-01,4096,4096,4096,OS2-fast-2,1.14E+06,1.00E+00,2.83E+02,4.85E-04,2.11E-04,1.16E-04,4.37E-05,9.07E-05
5.00E-01,4096,4096,4096,OS2-fast-3,1.11E+06,1.40E-01,2.28E+02,6.04E-04,2.25E-04,1.81E-04,6.52E-05,1.10E-04
5.00E-01,4096,4096,4096,OS2-fast-4,4.69E+04,9.13E-03,2.01E+02,6.85E-04,2.33E-04,2.42E-04,8.68E-05,9.92E-05
5.00E-01,4096,4096,4096,OS2-fast-5,3.58E+03,5.73E-04,1.73E+02,7.93E-04,2.41E-04,3.01E-04,1.09E-04,1.20E-04
5.00E-01,4096,4096,4096,OS2-fast-6,2.90E+02,3.57E-05,1.50E+02,9.15E-04,2.74E-04,3.61E-04,1.31E-04,1.26E-04
5.00E-01,4096,4096,4096,OS2-fast-7,2.84E+01,2.17E-06,1.32E+02,1.04E-03,2.91E-04,4.21E-04,1.53E-04,1.50E-04
5.00E-01,4096,4096,4096,OS2-fast-8,1.25E+00,9.12E-08,1.24E+02,1.11E-03,3.12E-04,4.80E-04,1.75E-04,1.19E-04
5.00E-01,4096,4096,4096,OS2-fast-9,9.89E-03,2.12E-08,1.12E+02,1.23E-03,3.26E-04,5.39E-04,1.97E-04,1.44E-04
5.00E-01,4096,4096,4096,OS2-fast-10,4.14E-04,2.07E-08,1.03E+02,1.34E-03,3.45E-04,5.98E-04,2.20E-04,1.52E-04
5.00E-01,4096,4096,4096,OS2-fast-11,2.72E-04,2.07E-08,9.44E+01,1.46E-03,3.62E-04,6.56E-04,2.40E-04,1.75E-04
5.00E-01,4096,4096,4096,OS2-fast-12,3.35E-04,2.07E-08,8.55E+01,1.61E-03,4.46E-04,7.17E-04,2.64E-04,1.58E-04
5.00E-01,4096,4096,4096,OS2-fast-13,2.96E-04,2.07E-08,7.90E+01,1.74E-03,4.73E-04,7.76E-04,2.85E-04,1.82E-04
5.00E-01,4096,4096,4096,OS2-fast-14,5.15E-04,2.07E-08,7.41E+01,1.85E-03,5.02E-04,8.35E-04,3.08E-04,1.87E-04
5.00E-01,4096,4096,4096,OS2-fast-15,7.48E-04,2.07E-08,6.91E+01,1.99E-03,5.28E-04,8.96E-04,3.31E-04,2.13E-04
5.00E-01,4096,4096,4096,OS2-accu-2,3.10E+06,4.79E-01,1.88E+02,7.30E-04,4.55E-04,1.19E-04,4.33E-05,8.98E-05
5.00E-01,4096,4096,4096,OS2-accu-3,1.50E+05,3.60E-02,1.63E+02,8.41E-04,4.61E-04,1.82E-04,6.53E-05,1.10E-04
5.00E-01,4096,4096,4096,OS2-accu-4,1.22E+04,2.27E-03,1.49E+02,9.23E-04,4.71E-04,2.42E-04,8.69E-05,9.92E-05
5.00E-01,4096,4096,4096,OS2-accu-5,1.10E+03,1.42E-04,1.32E+02,1.04E-03,4.84E-04,3.02E-04,1.09E-04,1.19E-04
5.00E-01,4096,4096,4096,OS2-accu-6,1.07E+02,8.85E-06,1.18E+02,1.17E-03,5.27E-04,3.62E-04,1.31E-04,1.27E-04
5.00E-01,4096,4096,4096,OS2-accu-7,3.86E+00,4.96E-07,1.06E+02,1.29E-03,5.46E-04,4.22E-04,1.53E-04,1.50E-04
5.00E-01,4096,4096,4096,OS2-accu-8,1.44E-01,2.69E-08,1.01E+02,1.36E-03,5.66E-04,4.81E-04,1.75E-04,1.19E-04
5.00E-01,4096,4096,4096,OS2-accu-9,2.16E-03,2.07E-08,9.25E+01,1.49E-03,5.81E-04,5.40E-04,1.98E-04,1.44E-04
5.00E-01,4096,4096,4096,OS2-accu-10,3.92E-05,2.07E-08,8.63E+01,1.59E-03,6.00E-04,5.98E-04,2.20E-04,1.52E-04
5.00E-01,4096,4096,4096,OS2-accu-11,4.56E-05,2.07E-08,8.02E+01,1.71E-03,6.16E-04,6.58E-04,2.41E-04,1.75E-04
5.00E-01,4096,4096,4096,OS2-accu-12,5.71E-05,2.07E-08,7.37E+01,1.86E-03,7.01E-04,7.19E-04,2.64E-04,1.58E-04
5.00E-01,4096,4096,4096,OS2-accu-13,1.54E-04,2.07E-08,6.89E+01,1.99E-03,7.25E-04,7.78E-04,2.86E-04,1.82E-04
5.00E-01,4096,4096,4096,OS2-accu-14,1.17E-04,2.07E-08,6.51E+01,2.11E-03,7.55E-04,8.36E-04,3.08E-04,1.87E-04
5.00E-01,4096,4096,4096,OS2-accu-15,8.20E-05,2.07E-08,6.12E+01,2.25E-03,7.83E-04,8.96E-04,3.32E-04,2.13E-04
5.00E-01,8192,8192,8192,INT8-GEMM,,,3.67E+03,3.00E-04,,,,
5.00E-01,8192,8192,8192,SGEMM,7.73E+02,1.33E-06,6.64E+01,1.66E-02,,,,
5.00E-01,8192,8192,8192,SGEMM-TF32,1.18E+05,2.94E-04,7.36E+02,1.49E-03,,,,
5.00E-01,8192,8192,8192,OS2-fast-2,5.27E+07,1.00E+00,6.28E+02,1.75E-03,6.57E-04,6.02E-04,1.34E-04,3.35E-04
5.00E-01,8192,8192,8192,OS2-fast-3,6.55E+07,1.54E-01,4.66E+02,2.36E-03,7.13E-04,9.96E-04,2.10E-04,4.16E-04
5.00E-01,8192,8192,8192,OS2-fast-4,2.14E+06,1.01E-02,3.82E+02,2.88E-03,7.87E-04,1.39E-03,2.90E-04,3.94E-04
5.00E-01,8192,8192,8192,OS2-fast-5,1.54E+04,6.35E-04,3.22E+02,3.42E-03,8.10E-04,1.74E-03,3.64E-04,4.75E-04
5.00E-01,8192,8192,8192,OS2-fast-6,8.61E+02,3.96E-05,2.70E+02,4.08E-03,9.92E-04,2.11E-03,4.42E-04,5.14E-04
5.00E-01,8192,8192,8192,OS2-fast-7,1.23E+03,2.41E-06,2.35E+02,4.68E-03,1.08E-03,2.45E-03,5.16E-04,6.11E-04
5.00E-01,8192,8192,8192,OS2-fast-8,2.43E+01,1.03E-07,2.17E+02,5.07E-03,1.16E-03,2.81E-03,5.91E-04,4.83E-04
5.00E-01,8192,8192,8192,OS2-fast-9,2.62E+00,2.13E-08,1.91E+02,5.76E-03,1.27E-03,3.19E-03,6.73E-04,6.06E-04
5.00E-01,8192,8192,8192,OS2-fast-10,1.06E-02,2.07E-08,1.75E+02,6.30E-03,1.36E-03,3.53E-03,7.47E-04,6.36E-04
5.00E-01,8192,8192,8192,OS2-fast-11,5.16E-02,2.07E-08,1.58E+02,6.94E-03,1.45E-03,3.90E-03,8.26E-04,7.36E-04
5.00E-01,8192,8192,8192,OS2-fast-12,5.46E-02,2.07E-08,1.44E+02,7.66E-03,1.84E-03,4.23E-03,9.00E-04,6.67E-04
5.00E-01,8192,8192,8192,OS2-fast-13,6.51E-02,2.07E-08,1.33E+02,8.28E-03,1.95E-03,4.56E-03,9.73E-04,7.67E-04
5.00E-01,8192,8192,8192,OS2-fast-14,8.76E-02,2.07E-08,1.23E+02,8.94E-03,2.12E-03,4.94E-03,1.05E-03,7.97E-04
5.00E-01,8192,8192,8192,OS2-fast-15,1.11E-01,2.07E-08,1.15E+02,9.53E-03,2.22E-03,5.27E-03,1.12E-03,8.92E-04
5.00E-01,8192,8192,8192,OS2-accu-2,1.29E+08,5.30E-01,4.09E+02,2.69E-03,1.56E-03,6.30E-04,1.35E-04,3.35E-04
5.00E-01,8192,8192,8192,OS2-accu-3,3.13E+06,4.11E-02,3.35E+02,3.28E-03,1.61E-03,1.02E-03,2.12E-04,4.15E-04
5.00E-01,8192,8192,8192,OS2-accu-4,5.52E+05,2.60E-03,2.94E+02,3.74E-03,1.68E-03,1.38E-03,2.88E-04,3.77E-04
5.00E-01,8192,8192,8192,OS2-accu-5,2.83E+04,1.63E-04,2.54E+02,4.32E-03,1.75E-03,1.72E-03,3.63E-04,4.65E-04
5.00E-01,8192,8192,8192,OS2-accu-6,6.06E+03,1.01E-05,2.21E+02,4.98E-03,1.95E-03,2.07E-03,4.38E-04,4.92E-04
5.00E-01,8192,8192,8192,OS2-accu-7,1.68E+02,5.71E-07,1.98E+02,5.57E-03,2.02E-03,2.42E-03,5.12E-04,5.85E-04
5.00E-01,8192,8192,8192,OS2-accu-8,4.05E+00,4.39E-08,1.81E+02,6.08E-03,2.19E-03,2.79E-03,5.90E-04,4.79E-04
5.00E-01,8192,8192,8192,OS2-accu-9,2.00E-01,2.09E-08,1.66E+02,6.62E-03,2.24E-03,3.11E-03,6.63E-04,5.80E-04
5.00E-01,8192,8192,8192,OS2-accu-10,3.51E-03,2.07E-08,1.52E+02,7.21E-03,2.36E-03,3.47E-03,7.40E-04,6.18E-04
5.00E-01,8192,8192,8192,OS2-accu-11,3.78E-03,2.07E-08,1.42E+02,7.77E-03,2.42E-03,3.80E-03,8.12E-04,7.08E-04
5.00E-01,8192,8192,8192,OS2-accu-12,1.78E-03,2.07E-08,1.29E+02,8.51E-03,2.80E-03,4.15E-03,8.89E-04,6.43E-04
5.00E-01,8192,8192,8192,OS2-accu-13,8.07E-04,2.07E-08,1.20E+02,9.15E-03,2.93E-03,4.49E-03,9.64E-04,7.46E-04
5.00E-01,8192,8192,8192,OS2-accu-14,3.32E-03,2.07E-08,1.11E+02,9.93E-03,3.16E-03,4.91E-03,1.05E-03,7.89E-04
5.00E-01,8192,8192,8192,OS2-accu-15,2.96E-04,2.07E-08,1.05E+02,1.05E-02,3.23E-03,5.21E-03,1.12E-03,8.79E-04
5.00E-01,16384,16384,16384,INT8-GEMM,,,3.24E+03,2.71E-03,,,,
5.00E-01,16384,16384,16384,SGEMM,6.60E+01,1.88E-06,6.73E+01,1.31E-01,,,,
5.00E-01,16384,16384,16384,SGEMM-TF32,2.81E+04,2.96E-04,6.95E+02,1.27E-02,,,,
5.00E-01,16384,16384,16384,OS2-fast-2,6.70E+04,1.00E+00,1.02E+03,8.61E-03,2.50E-03,4.38E-03,4.72E-04,1.24E-03
5.00E-01,16384,16384,16384,OS2-fast-3,1.41E+07,2.99E-01,6.53E+02,1.35E-02,3.09E-03,7.73E-03,7.75E-04,1.84E-03
5.00E-01,16384,16384,16384,OS2-fast-4,5.16E+05,2.09E-02,4.88E+02,1.80E-02,3.59E-03,1.15E-02,1.11E-03,1.84E-03
5.00E-01,16384,16384,16384,OS2-fast-5,4.30E+04,1.31E-03,3.96E+02,2.22E-02,3.84E-03,1.47E-02,1.43E-03,2.29E-03
5.00E-01,16384,16384,16384,OS2-fast-6,4.00E+03,8.20E-05,3.32E+02,2.65E-02,4.65E-03,1.77E-02,1.73E-03,2.44E-03
5.00E-01,16384,16384,16384,OS2-fast-7,1.46E+02,5.06E-06,2.82E+02,3.12E-02,5.18E-03,2.10E-02,2.06E-03,2.91E-03
5.00E-01,16384,16384,16384,OS2-fast-8,1.68E+01,2.59E-07,2.50E+02,3.51E-02,5.77E-03,2.45E-02,2.40E-03,2.43E-03
5.00E-01,16384,16384,16384,OS2-fast-9,2.22E-01,2.27E-08,2.24E+02,3.93E-02,6.13E-03,2.75E-02,2.70E-03,2.86E-03
5.00E-01,16384,16384,16384,OS2-fast-10,1.08E-02,2.07E-08,2.06E+02,4.27E-02,6.53E-03,3.02E-02,2.98E-03,2.98E-03
5.00E-01,16384,16384,16384,OS2-fast-11,8.32E-03,2.07E-08,1.87E+02,4.69E-02,6.95E-03,3.32E-02,3.29E-03,3.42E-03
5.00E-01,16384,16384,16384,OS2-fast-12,5.89E-03,2.07E-08,1.70E+02,5.16E-02,8.92E-03,3.59E-02,3.55E-03,3.18E-03
5.00E-01,16384,16384,16384,OS2-fast-13,1.73E-02,2.07E-08,1.53E+02,5.76E-02,9.89E-03,4.00E-02,3.92E-03,3.69E-03
5.00E-01,16384,16384,16384,OS2-fast-14,1.66E-02,2.07E-08,1.45E+02,6.07E-02,1.04E-02,4.24E-02,4.18E-03,3.74E-03
5.00E-01,16384,16384,16384,OS2-fast-15,1.73E-02,2.08E-08,1.34E+02,6.56E-02,1.10E-02,4.59E-02,4.50E-03,4.18E-03
5.00E-01,16384,16384,16384,OS2-accu-2,1.70E+07,8.24E-01,6.59E+02,1.33E-02,7.14E-03,4.44E-03,4.73E-04,1.28E-03
5.00E-01,16384,16384,16384,OS2-accu-3,4.27E+06,8.01E-02,4.71E+02,1.87E-02,7.99E-03,8.09E-03,7.70E-04,1.80E-03
5.00E-01,16384,16384,16384,OS2-accu-4,2.40E+05,5.14E-03,3.82E+02,2.30E-02,8.78E-03,1.14E-02,1.08E-03,1.74E-03
5.00E-01,16384,16384,16384,OS2-accu-5,7.42E+03,3.22E-04,3.24E+02,2.72E-02,9.28E-03,1.43E-02,1.38E-03,2.17E-03
5.00E-01,16384,16384,16384,OS2-accu-6,7.46E+02,2.01E-05,2.76E+02,3.19E-02,1.05E-02,1.73E-02,1.70E-03,2.36E-03
5.00E-01,16384,16384,16384,OS2-accu-7,5.29E+01,1.22E-06,2.45E+02,3.60E-02,1.08E-02,2.04E-02,1.98E-03,2.76E-03
5.00E-01,16384,16384,16384,OS2-accu-8,1.89E+00,4.59E-08,2.23E+02,3.94E-02,1.14E-02,2.34E-02,2.30E-03,2.24E-03
5.00E-01,16384,16384,16384,OS2-accu-9,4.83E-02,2.09E-08,2.01E+02,4.39E-02,1.19E-02,2.66E-02,2.61E-03,2.70E-03
5.00E-01,16384,16384,16384,OS2-accu-10,5.13E-04,2.07E-08,1.83E+02,4.80E-02,1.25E-02,2.97E-02,2.92E-03,2.90E-03
5.00E-01,16384,16384,16384,OS2-accu-11,5.99E-04,2.07E-08,1.68E+02,5.25E-02,1.30E-02,3.29E-02,3.22E-03,3.34E-03
5.00E-01,16384,16384,16384,OS2-accu-12,3.55E-04,2.07E-08,1.53E+02,5.75E-02,1.50E-02,3.59E-02,3.52E-03,3.12E-03
5.00E-01,16384,16384,16384,OS2-accu-13,1.89E-03,2.07E-08,1.42E+02,6.17E-02,1.56E-02,3.88E-02,3.82E-03,3.56E-03
5.00E-01,16384,16384,16384,OS2-accu-14,3.40E-03,2.07E-08,1.31E+02,6.69E-02,1.63E-02,4.28E-02,4.16E-03,3.65E-03
5.00E-01,16384,16384,16384,OS2-accu-15,8.65E-04,2.07E-08,1.21E+02,7.25E-02,1.75E-02,4.62E-02,4.51E-03,4.24E-03
