phi,m,n,k,function,err_max,err_med,TFLOPS,total_time[sec],quantization,low_prec_gemm,requantization,dequantization,
-1.000000e+00,1024,1024,1024,DGEMM,1.294299e-09,8.780822e-16,2.874657e+01,7.470400e-05,,,,,
-1.000000e+00,1024,1024,1024,OS2-fast-9,1.459608e-04,6.040787e-11,4.808948e+00,4.465600e-04,6.324050e-05,2.394280e-04,1.111705e-04,1.825950e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-10,2.119951e-05,3.089561e-12,4.407952e+00,4.871840e-04,6.505600e-05,2.664855e-04,1.232505e-04,1.875250e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-11,4.455641e-07,1.180659e-13,4.053447e+00,5.297920e-04,6.729350e-05,2.935390e-04,1.359560e-04,1.902100e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-12,1.685253e-08,7.245437e-15,3.731691e+00,5.754720e-04,7.053250e-05,3.212825e-04,1.492695e-04,1.926650e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-13,4.680289e-10,1.443309e-16,3.410176e+00,6.297280e-04,8.475300e-05,3.482490e-04,1.629155e-04,1.992300e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-14,7.604191e-12,4.669018e-17,3.193075e+00,6.725440e-04,8.690300e-05,3.760440e-04,1.751360e-04,2.058650e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-15,1.867559e-14,4.549820e-17,3.000754e+00,7.156480e-04,8.940950e-05,4.031180e-04,1.885065e-04,2.093250e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-16,1.166168e-15,4.543635e-17,2.844379e+00,7.549920e-04,9.331900e-05,4.267770e-04,2.000505e-04,2.146600e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-17,2.188587e-16,4.541841e-17,2.670574e+00,8.041280e-04,9.737300e-05,4.578700e-04,2.137565e-04,2.191150e-05,
