phi,m,n,k,function,TFLOPS,total_time[sec],quantization,low_prec_gemm,requantization,dequantization
-1.00E+00,2048,2048,8192,OS2-fast-9,3.38E+01,8.14E-03,1.90E-03,5.44E-03,3.49E-04,4.55E-04
-1.00E+00,2048,2048,8192,OS2-fast-10,3.06E+01,8.98E-03,2.07E-03,6.01E-03,3.91E-04,4.94E-04
-1.00E+00,2048,2048,8192,OS2-fast-11,2.81E+01,9.78E-03,2.23E-03,6.58E-03,4.27E-04,5.31E-04
-1.00E+00,2048,2048,8192,OS2-fast-12,2.58E+01,1.07E-02,2.40E-03,7.20E-03,4.67E-04,5.75E-04
-1.00E+00,2048,2048,8192,OS2-accu-3,6.64E+01,4.14E-03,2.02E-03,1.79E-03,1.17E-04,2.07E-04
-1.00E+00,2048,2048,8192,OS2-accu-4,5.52E+01,4.98E-03,2.18E-03,2.39E-03,1.57E-04,2.48E-04
-1.00E+00,2048,2048,8192,OS2-accu-5,4.72E+01,5.83E-03,2.35E-03,2.99E-03,1.95E-04,2.89E-04
-1.00E+00,2048,2048,8192,OS2-accu-6,4.13E+01,6.65E-03,2.50E-03,3.58E-03,2.33E-04,3.29E-04
-1.00E+00,2048,2048,8192,OS2-accu-7,3.67E+01,7.49E-03,2.64E-03,4.20E-03,2.70E-04,3.71E-04
-1.00E+00,2048,2048,8192,OS2-accu-8,3.30E+01,8.34E-03,2.82E-03,4.79E-03,3.09E-04,4.12E-04
-1.00E+00,2048,2048,8192,OS2-accu-9,3.00E+01,9.17E-03,2.96E-03,5.40E-03,3.49E-04,4.52E-04
-1.00E+00,2048,2048,8192,OS2-accu-10,2.73E+01,1.01E-02,3.14E-03,6.04E-03,3.90E-04,4.96E-04
-1.00E+00,2048,2048,8192,OS2-accu-11,2.54E+01,1.08E-02,3.27E-03,6.59E-03,4.29E-04,5.31E-04
-1.00E+00,2048,2048,8192,OS2-accu-12,2.35E+01,1.17E-02,3.45E-03,7.20E-03,4.67E-04,5.72E-04
-1.00E+00,2048,2048,8192,BF16x9,2.00E+01,1.37E-02,,,,
-1.00E+00,2048,2048,16384,CGEMM,1.96E+01,2.80E-02,,,,
-1.00E+00,2048,2048,16384,OS2-fast-3,9.32E+01,5.90E-03,2.12E-03,3.43E-03,1.41E-04,2.07E-04
-1.00E+00,2048,2048,16384,OS2-fast-4,7.31E+01,7.52E-03,2.45E-03,4.63E-03,1.84E-04,2.49E-04
-1.00E+00,2048,2048,16384,OS2-fast-5,6.01E+01,9.14E-03,2.78E-03,5.82E-03,2.35E-04,2.91E-04
-1.00E+00,2048,2048,16384,OS2-fast-6,5.15E+01,1.07E-02,3.09E-03,6.97E-03,2.76E-04,3.31E-04
-1.00E+00,2048,2048,16384,OS2-fast-7,4.46E+01,1.23E-02,3.42E-03,8.19E-03,3.25E-04,3.72E-04
-1.00E+00,2048,2048,16384,OS2-fast-8,3.97E+01,1.39E-02,3.72E-03,9.36E-03,3.71E-04,4.14E-04
-1.00E+00,2048,2048,16384,OS2-fast-9,3.56E+01,1.55E-02,4.07E-03,1.05E-02,4.18E-04,4.54E-04
-1.00E+00,2048,2048,16384,OS2-fast-10,3.23E+01,1.70E-02,4.37E-03,1.17E-02,4.60E-04,4.94E-04
-1.00E+00,2048,2048,16384,OS2-fast-11,2.96E+01,1.86E-02,4.69E-03,1.29E-02,5.10E-04,5.34E-04
-1.00E+00,2048,2048,16384,OS2-fast-12,2.73E+01,2.01E-02,5.03E-03,1.39E-02,5.57E-04,5.72E-04
-1.00E+00,2048,2048,16384,OS2-accu-3,6.80E+01,8.08E-03,4.26E-03,3.47E-03,1.41E-04,2.08E-04
-1.00E+00,2048,2048,16384,OS2-accu-4,5.68E+01,9.67E-03,4.59E-03,4.64E-03,1.84E-04,2.50E-04
-1.00E+00,2048,2048,16384,OS2-accu-5,4.88E+01,1.13E-02,4.91E-03,5.82E-03,2.35E-04,2.91E-04
-1.00E+00,2048,2048,16384,OS2-accu-6,4.28E+01,1.29E-02,5.22E-03,7.01E-03,2.76E-04,3.32E-04
-1.00E+00,2048,2048,16384,OS2-accu-7,3.81E+01,1.44E-02,5.55E-03,8.19E-03,3.26E-04,3.71E-04
-1.00E+00,2048,2048,16384,OS2-accu-8,3.44E+01,1.60E-02,5.86E-03,9.36E-03,3.72E-04,4.14E-04
-1.00E+00,2048,2048,16384,OS2-accu-9,3.13E+01,1.76E-02,6.18E-03,1.05E-02,4.19E-04,4.55E-04
-1.00E+00,2048,2048,16384,OS2-accu-10,2.89E+01,1.91E-02,6.48E-03,1.16E-02,4.60E-04,4.92E-04
-1.00E+00,2048,2048,16384,OS2-accu-11,2.67E+01,2.06E-02,6.79E-03,1.28E-02,5.11E-04,5.31E-04
-1.00E+00,2048,2048,16384,OS2-accu-12,2.47E+01,2.23E-02,7.13E-03,1.40E-02,5.57E-04,5.72E-04
-1.00E+00,2048,2048,16384,BF16x9,1.97E+01,2.79E-02,,,,
-1.00E+00,2048,2048,32768,CGEMM,1.97E+01,5.58E-02,,,,
-1.00E+00,2048,2048,32768,OS2-fast-3,9.71E+01,1.13E-02,4.22E-03,6.73E-03,1.64E-04,2.07E-04
-1.00E+00,2048,2048,32768,OS2-fast-4,7.59E+01,1.45E-02,4.89E-03,9.11E-03,2.18E-04,2.49E-04
-1.00E+00,2048,2048,32768,OS2-fast-5,6.24E+01,1.76E-02,5.58E-03,1.15E-02,2.73E-04,2.90E-04
-1.00E+00,2048,2048,32768,OS2-fast-6,5.31E+01,2.07E-02,6.18E-03,1.39E-02,3.28E-04,3.32E-04
-1.00E+00,2048,2048,32768,OS2-fast-7,4.63E+01,2.38E-02,6.87E-03,1.61E-02,3.83E-04,3.71E-04
-1.00E+00,2048,2048,32768,OS2-fast-8,4.10E+01,2.68E-02,7.54E-03,1.85E-02,4.37E-04,4.13E-04
-1.00E+00,2048,2048,32768,OS2-fast-9,3.68E+01,2.99E-02,8.14E-03,2.08E-02,4.91E-04,4.53E-04
-1.00E+00,2048,2048,32768,OS2-fast-10,3.34E+01,3.29E-02,8.82E-03,2.30E-02,5.47E-04,4.93E-04
-1.00E+00,2048,2048,32768,OS2-fast-11,3.07E+01,3.58E-02,9.36E-03,2.53E-02,6.02E-04,5.34E-04
-1.00E+00,2048,2048,32768,OS2-fast-12,2.83E+01,3.89E-02,1.00E-02,2.76E-02,6.56E-04,5.74E-04
-1.00E+00,2048,2048,32768,OS2-accu-3,7.04E+01,1.56E-02,8.41E-03,6.84E-03,1.64E-04,2.08E-04
-1.00E+00,2048,2048,32768,OS2-accu-4,5.87E+01,1.87E-02,9.10E-03,9.17E-03,2.18E-04,2.49E-04
-1.00E+00,2048,2048,32768,OS2-accu-5,5.03E+01,2.18E-02,9.78E-03,1.15E-02,2.73E-04,2.90E-04
-1.00E+00,2048,2048,32768,OS2-accu-6,4.41E+01,2.49E-02,1.04E-02,1.38E-02,3.28E-04,3.32E-04
-1.00E+00,2048,2048,32768,OS2-accu-7,3.93E+01,2.80E-02,1.11E-02,1.61E-02,3.83E-04,3.70E-04
-1.00E+00,2048,2048,32768,OS2-accu-8,3.55E+01,3.10E-02,1.17E-02,1.84E-02,4.37E-04,4.11E-04
-1.00E+00,2048,2048,32768,OS2-accu-9,3.24E+01,3.40E-02,1.23E-02,2.07E-02,4.92E-04,4.53E-04
-1.00E+00,2048,2048,32768,OS2-accu-10,2.97E+01,3.70E-02,1.30E-02,2.30E-02,5.47E-04,4.93E-04
-1.00E+00,2048,2048,32768,OS2-accu-11,2.75E+01,4.00E-02,1.35E-02,2.54E-02,6.02E-04,5.33E-04
-1.00E+00,2048,2048,32768,OS2-accu-12,2.56E+01,4.30E-02,1.42E-02,2.76E-02,6.56E-04,5.74E-04
-1.00E+00,2048,2048,32768,BF16x9,1.97E+01,5.59E-02,,,,
-1.00E+00,2048,2048,65536,CGEMM,1.97E+01,1.12E-01,,,,
-1.00E+00,2048,2048,65536,OS2-fast-3,9.82E+01,2.24E-02,8.64E-03,1.34E-02,1.64E-04,2.07E-04
-1.00E+00,2048,2048,65536,OS2-fast-4,7.63E+01,2.88E-02,1.01E-02,1.82E-02,2.18E-04,2.49E-04
-1.00E+00,2048,2048,65536,OS2-fast-5,6.33E+01,3.47E-02,1.12E-02,2.30E-02,2.73E-04,2.91E-04
-1.00E+00,2048,2048,65536,OS2-fast-6,5.38E+01,4.09E-02,1.26E-02,2.76E-02,3.28E-04,3.33E-04
-1.00E+00,2048,2048,65536,OS2-fast-7,4.68E+01,4.70E-02,1.40E-02,3.22E-02,3.83E-04,3.73E-04
-1.00E+00,2048,2048,65536,OS2-fast-8,4.15E+01,5.29E-02,1.53E-02,3.68E-02,4.36E-04,4.13E-04
-1.00E+00,2048,2048,65536,OS2-fast-9,3.73E+01,5.89E-02,1.65E-02,4.15E-02,4.92E-04,4.55E-04
-1.00E+00,2048,2048,65536,OS2-fast-10,3.39E+01,6.48E-02,1.77E-02,4.61E-02,5.47E-04,4.96E-04
-1.00E+00,2048,2048,65536,OS2-fast-11,3.11E+01,7.07E-02,1.89E-02,5.06E-02,6.02E-04,5.36E-04
-1.00E+00,2048,2048,65536,OS2-fast-12,2.86E+01,7.68E-02,2.02E-02,5.52E-02,6.56E-04,5.78E-04
-1.00E+00,2048,2048,65536,OS2-accu-3,7.07E+01,3.11E-02,1.71E-02,1.37E-02,1.64E-04,2.09E-04
-1.00E+00,2048,2048,65536,OS2-accu-4,5.89E+01,3.73E-02,1.85E-02,1.84E-02,2.19E-04,2.49E-04
-1.00E+00,2048,2048,65536,OS2-accu-5,5.10E+01,4.31E-02,1.96E-02,2.30E-02,2.73E-04,2.90E-04
-1.00E+00,2048,2048,65536,OS2-accu-6,4.47E+01,4.92E-02,2.10E-02,2.76E-02,3.28E-04,3.32E-04
-1.00E+00,2048,2048,65536,OS2-accu-7,3.98E+01,5.53E-02,2.24E-02,3.22E-02,3.83E-04,3.73E-04
-1.00E+00,2048,2048,65536,OS2-accu-8,3.59E+01,6.13E-02,2.36E-02,3.68E-02,4.37E-04,4.14E-04
-1.00E+00,2048,2048,65536,OS2-accu-9,3.27E+01,6.72E-02,2.48E-02,4.14E-02,4.92E-04,4.57E-04
-1.00E+00,2048,2048,65536,OS2-accu-10,3.01E+01,7.31E-02,2.61E-02,4.60E-02,5.47E-04,4.96E-04
-1.00E+00,2048,2048,65536,OS2-accu-11,2.78E+01,7.90E-02,2.73E-02,5.06E-02,6.01E-04,5.36E-04
-1.00E+00,2048,2048,65536,OS2-accu-12,2.58E+01,8.51E-02,2.86E-02,5.53E-02,6.56E-04,5.78E-04
-1.00E+00,2048,2048,65536,BF16x9,1.96E+01,1.12E-01,,,,
-1.00E+00,4096,4096,1024,CGEMM,1.98E+01,6.94E-03,,,,
-1.00E+00,4096,4096,1024,OS2-fast-3,4.67E+01,2.94E-03,1.80E-04,1.22E-03,7.31E-04,8.10E-04
-1.00E+00,4096,4096,1024,OS2-fast-4,3.63E+01,3.79E-03,2.20E-04,1.63E-03,9.67E-04,9.71E-04
-1.00E+00,4096,4096,1024,OS2-fast-5,2.96E+01,4.65E-03,2.61E-04,2.03E-03,1.22E-03,1.13E-03
-1.00E+00,4096,4096,1024,OS2-fast-6,2.50E+01,5.50E-03,3.02E-04,2.44E-03,1.46E-03,1.29E-03
-1.00E+00,4096,4096,1024,OS2-fast-7,2.17E+01,6.34E-03,3.39E-04,2.84E-03,1.71E-03,1.45E-03
-1.00E+00,4096,4096,1024,OS2-fast-8,1.91E+01,7.18E-03,3.80E-04,3.25E-03,1.94E-03,1.61E-03
-1.00E+00,4096,4096,1024,OS2-fast-9,1.71E+01,8.04E-03,4.14E-04,3.66E-03,2.19E-03,1.77E-03
-1.00E+00,4096,4096,1024,OS2-fast-10,1.55E+01,8.89E-03,4.50E-04,4.06E-03,2.44E-03,1.93E-03
-1.00E+00,4096,4096,1024,OS2-fast-11,1.41E+01,9.73E-03,4.84E-04,4.47E-03,2.69E-03,2.08E-03
-1.00E+00,4096,4096,1024,OS2-fast-12,1.30E+01,1.06E-02,5.22E-04,4.88E-03,2.93E-03,2.24E-03
-1.00E+00,4096,4096,1024,OS2-accu-3,3.62E+01,3.80E-03,1.03E-03,1.22E-03,7.32E-04,8.10E-04
-1.00E+00,4096,4096,1024,OS2-accu-4,2.96E+01,4.64E-03,1.07E-03,1.63E-03,9.68E-04,9.71E-04
-1.00E+00,4096,4096,1024,OS2-accu-5,2.50E+01,5.50E-03,1.11E-03,2.03E-03,1.22E-03,1.13E-03
-1.00E+00,4096,4096,1024,OS2-accu-6,2.17E+01,6.34E-03,1.14E-03,2.44E-03,1.46E-03,1.29E-03
-1.00E+00,4096,4096,1024,OS2-accu-7,1.91E+01,7.19E-03,1.18E-03,2.84E-03,1.71E-03,1.45E-03
-1.00E+00,4096,4096,1024,OS2-accu-8,1.72E+01,8.01E-03,1.20E-03,3.25E-03,1.94E-03,1.61E-03
-1.00E+00,4096,4096,1024,OS2-accu-9,1.55E+01,8.88E-03,1.26E-03,3.66E-03,2.19E-03,1.77E-03
-1.00E+00,4096,4096,1024,OS2-accu-10,1.41E+01,9.72E-03,1.29E-03,4.06E-03,2.44E-03,1.93E-03
-1.00E+00,4096,4096,1024,OS2-accu-11,1.30E+01,1.06E-02,1.32E-03,4.47E-03,2.69E-03,2.08E-03
-1.00E+00,4096,4096,1024,OS2-accu-12,1.20E+01,1.14E-02,1.36E-03,4.88E-03,2.93E-03,2.24E-03
-1.00E+00,4096,4096,1024,BF16x9,2.01E+01,6.82E-03,,,,
-1.00E+00,4096,4096,2048,CGEMM,1.97E+01,1.39E-02,,,,
-1.00E+00,4096,4096,2048,OS2-fast-3,6.67E+01,4.12E-03,4.32E-04,2.15E-03,7.28E-04,8.09E-04
-1.00E+00,4096,4096,2048,OS2-fast-4,5.16E+01,5.32E-03,5.10E-04,2.87E-03,9.72E-04,9.71E-04
-1.00E+00,4096,4096,2048,OS2-fast-5,4.22E+01,6.51E-03,5.80E-04,3.58E-03,1.21E-03,1.13E-03
-1.00E+00,4096,4096,2048,OS2-fast-6,3.57E+01,7.70E-03,6.48E-04,4.30E-03,1.45E-03,1.29E-03
-1.00E+00,4096,4096,2048,OS2-fast-7,3.09E+01,8.89E-03,7.20E-04,5.01E-03,1.71E-03,1.45E-03
-1.00E+00,4096,4096,2048,OS2-fast-8,2.72E+01,1.01E-02,8.00E-04,5.73E-03,1.96E-03,1.61E-03
-1.00E+00,4096,4096,2048,OS2-fast-9,2.43E+01,1.13E-02,8.98E-04,6.45E-03,2.20E-03,1.77E-03
-1.00E+00,4096,4096,2048,OS2-fast-10,2.19E+01,1.25E-02,9.99E-04,7.16E-03,2.44E-03,1.93E-03
-1.00E+00,4096,4096,2048,OS2-fast-11,2.00E+01,1.38E-02,1.11E-03,7.88E-03,2.69E-03,2.08E-03
-1.00E+00,4096,4096,2048,OS2-fast-12,1.84E+01,1.50E-02,1.21E-03,8.59E-03,2.91E-03,2.24E-03
-1.00E+00,4096,4096,2048,OS2-accu-3,5.10E+01,5.39E-03,1.70E-03,2.15E-03,7.29E-04,8.09E-04
-1.00E+00,4096,4096,2048,OS2-accu-4,4.17E+01,6.59E-03,1.77E-03,2.87E-03,9.72E-04,9.71E-04
-1.00E+00,4096,4096,2048,OS2-accu-5,3.53E+01,7.78E-03,1.85E-03,3.58E-03,1.21E-03,1.13E-03
-1.00E+00,4096,4096,2048,OS2-accu-6,3.07E+01,8.96E-03,1.91E-03,4.30E-03,1.45E-03,1.29E-03
-1.00E+00,4096,4096,2048,OS2-accu-7,2.71E+01,1.02E-02,1.98E-03,5.01E-03,1.71E-03,1.45E-03
-1.00E+00,4096,4096,2048,OS2-accu-8,2.42E+01,1.14E-02,2.07E-03,5.73E-03,1.96E-03,1.61E-03
-1.00E+00,4096,4096,2048,OS2-accu-9,2.18E+01,1.26E-02,2.16E-03,6.44E-03,2.20E-03,1.77E-03
-1.00E+00,4096,4096,2048,OS2-accu-10,1.99E+01,1.38E-02,2.27E-03,7.16E-03,2.43E-03,1.93E-03
-1.00E+00,4096,4096,2048,OS2-accu-11,1.83E+01,1.50E-02,2.37E-03,7.87E-03,2.69E-03,2.08E-03
-1.00E+00,4096,4096,2048,OS2-accu-12,1.69E+01,1.62E-02,2.48E-03,8.59E-03,2.91E-03,2.24E-03
-1.00E+00,4096,4096,2048,BF16x9,1.97E+01,1.39E-02,,,,
-1.00E+00,4096,4096,4096,CGEMM,1.97E+01,2.79E-02,,,,
-1.00E+00,4096,4096,4096,OS2-fast-3,8.52E+01,6.45E-03,8.96E-04,4.01E-03,7.24E-04,8.09E-04
-1.00E+00,4096,4096,4096,OS2-fast-4,6.59E+01,8.34E-03,1.05E-03,5.36E-03,9.65E-04,9.70E-04
-1.00E+00,4096,4096,4096,OS2-fast-5,5.37E+01,1.02E-02,1.19E-03,6.69E-03,1.21E-03,1.13E-03
-1.00E+00,4096,4096,4096,OS2-fast-6,4.53E+01,1.21E-02,1.34E-03,8.03E-03,1.46E-03,1.29E-03
-1.00E+00,4096,4096,4096,OS2-fast-7,3.93E+01,1.40E-02,1.49E-03,9.37E-03,1.69E-03,1.45E-03
-1.00E+00,4096,4096,4096,OS2-fast-8,3.46E+01,1.59E-02,1.65E-03,1.07E-02,1.93E-03,1.61E-03
-1.00E+00,4096,4096,4096,OS2-fast-9,3.09E+01,1.78E-02,1.82E-03,1.20E-02,2.18E-03,1.77E-03
-1.00E+00,4096,4096,4096,OS2-fast-10,2.78E+01,1.98E-02,2.02E-03,1.34E-02,2.42E-03,1.92E-03
-1.00E+00,4096,4096,4096,OS2-fast-11,2.53E+01,2.18E-02,2.22E-03,1.48E-02,2.66E-03,2.09E-03
-1.00E+00,4096,4096,4096,OS2-fast-12,2.27E+01,2.42E-02,2.94E-03,1.61E-02,2.90E-03,2.24E-03
-1.00E+00,4096,4096,4096,OS2-accu-3,6.42E+01,8.57E-03,3.01E-03,4.02E-03,7.24E-04,8.09E-04
-1.00E+00,4096,4096,4096,OS2-accu-4,5.26E+01,1.05E-02,3.16E-03,5.36E-03,9.66E-04,9.70E-04
-1.00E+00,4096,4096,4096,OS2-accu-5,4.46E+01,1.23E-02,3.30E-03,6.69E-03,1.21E-03,1.13E-03
-1.00E+00,4096,4096,4096,OS2-accu-6,3.86E+01,1.42E-02,3.45E-03,8.03E-03,1.46E-03,1.29E-03
-1.00E+00,4096,4096,4096,OS2-accu-7,3.41E+01,1.61E-02,3.60E-03,9.37E-03,1.69E-03,1.45E-03
-1.00E+00,4096,4096,4096,OS2-accu-8,3.05E+01,1.80E-02,3.78E-03,1.07E-02,1.93E-03,1.61E-03
-1.00E+00,4096,4096,4096,OS2-accu-9,2.76E+01,1.99E-02,3.95E-03,1.20E-02,2.17E-03,1.77E-03
-1.00E+00,4096,4096,4096,OS2-accu-10,2.51E+01,2.19E-02,4.15E-03,1.34E-02,2.43E-03,1.93E-03
-1.00E+00,4096,4096,4096,OS2-accu-11,2.30E+01,2.39E-02,4.35E-03,1.48E-02,2.65E-03,2.08E-03
-1.00E+00,4096,4096,4096,OS2-accu-12,2.09E+01,2.64E-02,5.08E-03,1.61E-02,2.90E-03,2.25E-03
-1.00E+00,4096,4096,4096,BF16x9,1.97E+01,2.79E-02,,,,
-1.00E+00,4096,4096,8192,CGEMM,1.97E+01,5.59E-02,,,,
-1.00E+00,4096,4096,8192,OS2-fast-3,9.82E+01,1.12E-02,1.94E-03,7.73E-03,7.10E-04,8.08E-04
-1.00E+00,4096,4096,8192,OS2-fast-4,7.55E+01,1.46E-02,2.27E-03,1.04E-02,9.48E-04,9.73E-04
-1.00E+00,4096,4096,8192,OS2-fast-5,6.14E+01,1.79E-02,2.62E-03,1.30E-02,1.18E-03,1.13E-03
-1.00E+00,4096,4096,8192,OS2-fast-6,5.19E+01,2.12E-02,2.91E-03,1.55E-02,1.42E-03,1.29E-03
-1.00E+00,4096,4096,8192,OS2-fast-7,4.48E+01,2.45E-02,3.24E-03,1.82E-02,1.66E-03,1.45E-03
-1.00E+00,4096,4096,8192,OS2-fast-8,3.95E+01,2.79E-02,3.52E-03,2.08E-02,1.90E-03,1.63E-03
-1.00E+00,4096,4096,8192,OS2-fast-9,3.51E+01,3.14E-02,3.88E-03,2.36E-02,2.13E-03,1.79E-03
-1.00E+00,4096,4096,8192,OS2-fast-10,3.18E+01,3.46E-02,4.28E-03,2.60E-02,2.37E-03,1.95E-03
-1.00E+00,4096,4096,8192,OS2-fast-11,2.89E+01,3.81E-02,4.71E-03,2.86E-02,2.61E-03,2.11E-03
-1.00E+00,4096,4096,8192,OS2-fast-12,2.64E+01,4.17E-02,5.37E-03,3.12E-02,2.84E-03,2.27E-03
-1.00E+00,4096,4096,8192,OS2-accu-3,7.32E+01,1.50E-02,5.75E-03,7.74E-03,7.10E-04,8.08E-04
-1.00E+00,4096,4096,8192,OS2-accu-4,5.99E+01,1.83E-02,6.05E-03,1.04E-02,9.48E-04,9.73E-04
-1.00E+00,4096,4096,8192,OS2-accu-5,5.09E+01,2.16E-02,6.33E-03,1.30E-02,1.18E-03,1.13E-03
-1.00E+00,4096,4096,8192,OS2-accu-6,4.42E+01,2.49E-02,6.62E-03,1.55E-02,1.42E-03,1.29E-03
-1.00E+00,4096,4096,8192,OS2-accu-7,3.90E+01,2.82E-02,6.95E-03,1.81E-02,1.66E-03,1.45E-03
-1.00E+00,4096,4096,8192,OS2-accu-8,3.47E+01,3.17E-02,7.39E-03,2.08E-02,1.90E-03,1.61E-03
-1.00E+00,4096,4096,8192,OS2-accu-9,3.14E+01,3.50E-02,7.73E-03,2.34E-02,2.13E-03,1.78E-03
-1.00E+00,4096,4096,8192,OS2-accu-10,2.86E+01,3.84E-02,8.12E-03,2.60E-02,2.37E-03,1.94E-03
-1.00E+00,4096,4096,8192,OS2-accu-11,2.63E+01,4.19E-02,8.51E-03,2.86E-02,2.61E-03,2.11E-03
-1.00E+00,4096,4096,8192,OS2-accu-12,2.42E+01,4.54E-02,9.16E-03,3.11E-02,2.84E-03,2.26E-03
-1.00E+00,4096,4096,8192,BF16x9,1.97E+01,5.59E-02,,,,
-1.00E+00,4096,4096,16384,CGEMM,1.97E+01,1.12E-01,,,,
-1.00E+00,4096,4096,16384,OS2-fast-3,1.05E+02,2.09E-02,4.20E-03,1.52E-02,7.04E-04,8.09E-04
-1.00E+00,4096,4096,16384,OS2-fast-4,8.15E+01,2.70E-02,4.72E-03,2.03E-02,9.35E-04,9.73E-04
-1.00E+00,4096,4096,16384,OS2-fast-5,6.59E+01,3.34E-02,5.36E-03,2.57E-02,1.17E-03,1.15E-03
-1.00E+00,4096,4096,16384,OS2-fast-6,5.59E+01,3.94E-02,5.97E-03,3.06E-02,1.41E-03,1.31E-03
-1.00E+00,4096,4096,16384,OS2-fast-7,4.83E+01,4.56E-02,6.62E-03,3.58E-02,1.64E-03,1.47E-03
-1.00E+00,4096,4096,16384,OS2-fast-8,4.23E+01,5.20E-02,7.39E-03,4.11E-02,1.87E-03,1.63E-03
-1.00E+00,4096,4096,16384,OS2-fast-9,3.78E+01,5.81E-02,8.16E-03,4.61E-02,2.11E-03,1.79E-03
-1.00E+00,4096,4096,16384,OS2-fast-10,3.41E+01,6.46E-02,9.07E-03,5.12E-02,2.34E-03,1.95E-03
-1.00E+00,4096,4096,16384,OS2-fast-11,3.10E+01,7.09E-02,9.90E-03,5.63E-02,2.58E-03,2.11E-03
-1.00E+00,4096,4096,16384,OS2-fast-12,2.84E+01,7.74E-02,1.09E-02,6.14E-02,2.81E-03,2.27E-03
-1.00E+00,4096,4096,16384,OS2-accu-3,7.79E+01,2.82E-02,1.15E-02,1.53E-02,7.04E-04,8.12E-04
-1.00E+00,4096,4096,16384,OS2-accu-4,6.41E+01,3.43E-02,1.20E-02,2.04E-02,9.37E-04,9.74E-04
-1.00E+00,4096,4096,16384,OS2-accu-5,5.43E+01,4.05E-02,1.27E-02,2.55E-02,1.17E-03,1.15E-03
-1.00E+00,4096,4096,16384,OS2-accu-6,4.72E+01,4.66E-02,1.32E-02,3.06E-02,1.41E-03,1.31E-03
-1.00E+00,4096,4096,16384,OS2-accu-7,4.17E+01,5.28E-02,1.39E-02,3.58E-02,1.64E-03,1.47E-03
-1.00E+00,4096,4096,16384,OS2-accu-8,3.72E+01,5.91E-02,1.47E-02,4.09E-02,1.87E-03,1.63E-03
-1.00E+00,4096,4096,16384,OS2-accu-9,3.36E+01,6.54E-02,1.54E-02,4.60E-02,2.11E-03,1.79E-03
-1.00E+00,4096,4096,16384,OS2-accu-10,3.06E+01,7.18E-02,1.63E-02,5.12E-02,2.34E-03,1.95E-03
-1.00E+00,4096,4096,16384,OS2-accu-11,2.82E+01,7.81E-02,1.71E-02,5.62E-02,2.59E-03,2.11E-03
-1.00E+00,4096,4096,16384,OS2-accu-12,2.60E+01,8.45E-02,1.81E-02,6.14E-02,2.81E-03,2.27E-03
-1.00E+00,4096,4096,16384,BF16x9,1.97E+01,1.12E-01,,,,
-1.00E+00,4096,4096,32768,CGEMM,1.97E+01,2.23E-01,,,,
-1.00E+00,4096,4096,32768,OS2-fast-3,1.10E+02,4.00E-02,8.46E-03,3.00E-02,6.93E-04,8.09E-04
-1.00E+00,4096,4096,32768,OS2-fast-4,8.47E+01,5.19E-02,9.71E-03,4.03E-02,9.30E-04,9.82E-04
-1.00E+00,4096,4096,32768,OS2-fast-5,6.87E+01,6.40E-02,1.10E-02,5.07E-02,1.17E-03,1.15E-03
-1.00E+00,4096,4096,32768,OS2-fast-6,5.78E+01,7.61E-02,1.22E-02,6.11E-02,1.40E-03,1.31E-03
-1.00E+00,4096,4096,32768,OS2-fast-7,4.99E+01,8.81E-02,1.35E-02,7.15E-02,1.63E-03,1.48E-03
-1.00E+00,4096,4096,32768,OS2-fast-8,4.39E+01,1.00E-01,1.46E-02,8.20E-02,1.86E-03,1.64E-03
-1.00E+00,4096,4096,32768,OS2-fast-9,3.92E+01,1.12E-01,1.58E-02,9.27E-02,2.09E-03,1.80E-03
-1.00E+00,4096,4096,32768,OS2-fast-10,3.55E+01,1.24E-01,1.70E-02,1.03E-01,2.31E-03,1.96E-03
-1.00E+00,4096,4096,32768,OS2-fast-11,3.25E+01,1.35E-01,1.83E-02,1.12E-01,2.56E-03,2.12E-03
-1.00E+00,4096,4096,32768,OS2-fast-12,2.99E+01,1.47E-01,1.96E-02,1.22E-01,2.80E-03,2.28E-03
-1.00E+00,4096,4096,32768,OS2-accu-3,8.11E+01,5.42E-02,2.25E-02,3.02E-02,6.94E-04,8.12E-04
-1.00E+00,4096,4096,32768,OS2-accu-4,6.64E+01,6.63E-02,2.39E-02,4.05E-02,9.31E-04,9.83E-04
-1.00E+00,4096,4096,32768,OS2-accu-5,5.63E+01,7.81E-02,2.52E-02,5.06E-02,1.17E-03,1.15E-03
-1.00E+00,4096,4096,32768,OS2-accu-6,4.89E+01,8.99E-02,2.64E-02,6.08E-02,1.40E-03,1.31E-03
-1.00E+00,4096,4096,32768,OS2-accu-7,4.33E+01,1.02E-01,2.76E-02,7.11E-02,1.63E-03,1.47E-03
-1.00E+00,4096,4096,32768,OS2-accu-8,3.86E+01,1.14E-01,2.89E-02,8.16E-02,1.86E-03,1.64E-03
-1.00E+00,4096,4096,32768,OS2-accu-9,3.50E+01,1.26E-01,3.00E-02,9.19E-02,2.09E-03,1.80E-03
-1.00E+00,4096,4096,32768,OS2-accu-10,3.20E+01,1.37E-01,3.13E-02,1.02E-01,2.31E-03,1.96E-03
-1.00E+00,4096,4096,32768,OS2-accu-11,2.95E+01,1.49E-01,3.25E-02,1.12E-01,2.56E-03,2.12E-03
-1.00E+00,4096,4096,32768,OS2-accu-12,2.73E+01,1.61E-01,3.38E-02,1.22E-01,2.80E-03,2.28E-03
