phi,m,n,k,function,err_max,err_med,TFLOPS,total_time[sec],quantization,low_prec_gemm,requantization,dequantization,
-1.000000e+00,1024,1024,1024,ZGEMM,1.666133e-09,1.243343e-15,7.914411e-01,1.085354e-02,,,,,
-1.000000e+00,1024,1024,1024,ZGEMM3m,8.795918e-10,1.280131e-15,9.816583e-01,8.750432e-03,,,,,
-1.000000e+00,1024,1024,1024,OS2-fast-9,1.695205e-03,8.051621e-09,1.199497e+01,7.161280e-04,1.122395e-04,3.287130e-04,7.430800e-05,1.892480e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-10,1.677346e-04,5.032782e-10,1.095163e+01,7.843520e-04,1.155355e-04,3.667545e-04,8.505800e-05,2.049420e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-11,3.739557e-05,3.614068e-11,1.013423e+01,8.476160e-04,1.229845e-04,4.032875e-04,9.179050e-05,2.204710e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-12,1.904821e-06,3.938772e-12,9.330070e+00,9.206720e-04,1.322865e-04,4.400020e-04,9.934000e-05,2.360400e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-13,7.252028e-08,2.456578e-13,8.690747e+00,9.884000e-04,1.393800e-04,4.776340e-04,1.075025e-04,2.509080e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-14,3.121841e-09,1.523397e-14,8.107628e+00,1.059488e-03,1.462830e-04,5.122930e-04,1.180545e-04,2.663265e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-15,3.101019e-10,8.400402e-16,7.661594e+00,1.121168e-03,1.550290e-04,5.511395e-04,1.240815e-04,2.817900e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-16,1.562270e-11,5.713188e-17,7.138861e+00,1.203264e-03,1.717405e-04,5.886665e-04,1.352315e-04,2.969185e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-17,9.012459e-13,4.592536e-17,6.750800e+00,1.272432e-03,1.786480e-04,6.249835e-04,1.413120e-04,3.128140e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-18,1.738871e-14,4.545477e-17,6.398938e+00,1.342400e-03,1.848100e-04,6.624815e-04,1.532810e-04,3.277360e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-19,3.408124e-16,4.547721e-17,6.105732e+00,1.406864e-03,1.928300e-04,7.044380e-04,1.552195e-04,3.430645e-04,
-1.000000e+00,1024,1024,1024,OS2-fast-20,2.200681e-16,4.547923e-17,5.825865e+00,1.474448e-03,1.999580e-04,7.334665e-04,1.674715e-04,3.584185e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-9,8.520300e-04,1.850629e-09,1.101274e+01,7.800000e-04,1.764840e-04,3.296740e-04,7.434400e-05,1.896935e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-10,6.122615e-05,1.157274e-10,1.005753e+01,8.540800e-04,1.851260e-04,3.671800e-04,8.550050e-05,2.052020e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-11,4.523273e-06,7.226647e-12,9.338510e+00,9.198400e-04,1.946030e-04,4.036525e-04,9.150550e-05,2.204515e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-12,1.195743e-07,4.513495e-13,8.635808e+00,9.946880e-04,2.070665e-04,4.402770e-04,9.973650e-05,2.360300e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-13,2.136846e-08,3.058193e-14,8.053869e+00,1.066560e-03,2.158180e-04,4.783435e-04,1.078070e-04,2.515045e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-14,1.124402e-09,1.798880e-15,7.519306e+00,1.142384e-03,2.295385e-04,5.136830e-04,1.189165e-04,2.665270e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-15,4.038752e-11,7.966488e-17,7.090025e+00,1.211552e-03,2.454475e-04,5.527050e-04,1.232560e-04,2.817050e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-16,1.198618e-12,4.663789e-17,6.655397e+00,1.290672e-03,2.597545e-04,5.875095e-04,1.364580e-04,2.968835e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-17,1.914010e-14,4.548521e-17,6.315608e+00,1.360112e-03,2.688265e-04,6.270515e-04,1.407865e-04,3.129035e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-18,2.196825e-16,4.548306e-17,5.996012e+00,1.432608e-03,2.752130e-04,6.651855e-04,1.531735e-04,3.275260e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-19,2.206696e-16,4.546496e-17,5.734943e+00,1.497824e-03,2.851970e-04,6.992705e-04,1.566120e-04,3.431000e-04,
-1.000000e+00,1024,1024,1024,OS2-accu-20,2.201693e-16,4.547482e-17,5.475648e+00,1.568752e-03,2.919595e-04,7.386225e-04,1.671200e-04,3.584490e-04,
