phi,m,n,k,function,err_max,err_med,TFLOPS,total_time[sec],quantization,low_prec_gemm,requantization,dequantization,
-1.000000e+00,1024,1024,1024,CGEMM,1.347323e+00,6.672371e-07,4.975634e+01,1.726400e-04,,,,,
-1.000000e+00,1024,1024,1024,OS2-fast-3,1.255045e+05,1.292289e-01,4.561738e+01,1.883040e-04,4.455900e-05,9.123150e-05,3.025550e-05,1.384000e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-4,8.200689e+03,8.422223e-03,3.773341e+01,2.276480e-04,4.804800e-05,1.200630e-04,3.787150e-05,1.406400e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-5,4.449301e+02,5.277563e-04,3.177503e+01,2.703360e-04,5.027150e-05,1.508630e-04,4.715100e-05,1.492750e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-6,7.924748e+00,3.292202e-05,2.731611e+01,3.144640e-04,5.318300e-05,1.811810e-04,5.732750e-05,1.558350e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-7,1.743473e+00,1.994558e-06,2.362572e+01,3.635840e-04,5.612750e-05,2.132935e-04,7.014400e-05,1.627200e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-8,9.909999e-02,7.831622e-08,2.059186e+01,4.171520e-04,6.881550e-05,2.431015e-04,7.975950e-05,1.689550e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-9,6.082617e-04,2.115537e-08,1.841563e+01,4.664480e-04,7.252750e-05,2.761730e-04,9.135900e-05,1.777600e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-10,4.818837e-05,2.067944e-08,1.677093e+01,5.121920e-04,7.646300e-05,3.068290e-04,1.014065e-04,1.892800e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-11,1.013085e-04,2.069317e-08,1.574355e+01,5.456160e-04,7.972700e-05,3.328600e-04,1.060160e-04,1.944000e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-12,1.078788e-04,2.074019e-08,1.437328e+01,5.976320e-04,8.379150e-05,3.659480e-04,1.200315e-04,2.038300e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-3,8.021840e+03,1.680762e-02,3.581766e+01,2.398240e-04,9.739100e-05,9.065600e-05,2.977600e-05,1.380750e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-4,6.268838e+02,1.055196e-03,3.019182e+01,2.845120e-04,9.956700e-05,1.221430e-04,4.015950e-05,1.435150e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-5,3.967107e+01,6.592975e-05,2.612129e+01,3.288480e-04,1.031350e-04,1.521425e-04,5.031950e-05,1.510400e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-6,1.897078e+00,4.051679e-06,2.295694e+01,3.741760e-04,1.065105e-04,1.831825e-04,6.068700e-05,1.582400e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-7,9.786678e-02,1.953002e-07,2.061558e+01,4.166720e-04,1.104950e-04,2.125420e-04,6.956750e-05,1.630350e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-8,3.560974e-03,2.262919e-08,1.812039e+01,4.740480e-04,1.233905e-04,2.440135e-04,8.135950e-05,1.710400e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-9,1.083805e-04,2.071018e-08,1.646843e+01,5.216000e-04,1.287350e-04,2.753575e-04,9.159950e-05,1.785550e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-10,5.297851e-06,2.066173e-08,1.519202e+01,5.654240e-04,1.325100e-04,3.044135e-04,1.015190e-04,1.881600e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-11,2.178130e-06,2.066163e-08,1.398575e+01,6.141920e-04,1.369105e-04,3.362355e-04,1.124625e-04,1.963200e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-12,3.996317e-06,2.066124e-08,1.304034e+01,6.587200e-04,1.410070e-04,3.670045e-04,1.221585e-04,2.062400e-05,
-1.000000e+00,1024,1024,1024,BF16x9,1.347323e+00,6.672371e-07,4.970106e+01,1.728320e-04,,,,,
-1.000000e+00,1024,1024,2048,CGEMM,6.680798e+00,7.138015e-07,4.118845e+01,4.171040e-04,,,,,
-1.000000e+00,1024,1024,2048,OS2-fast-3,3.211059e+06,2.377631e-01,5.981515e+01,2.872160e-04,7.540800e-05,1.589110e-04,3.063950e-05,1.398400e-05,
