phi,m,n,k,function,err_max,err_med,TFLOPS,total_time[sec],quantization,low_prec_gemm,requantization,dequantization,
-1.000000e+00,1024,1024,1024,ZGEMM,1.571243e-09,1.244035e-15,5.339874e+01,1.608640e-04,,,,,
-1.000000e+00,1024,1024,1024,ZGEMM3m,8.795918e-10,1.280131e-15,5.936211e+01,1.447040e-04,,,,,
-1.000000e+00,1024,1024,1024,OS2-fast-9,1.695205e-03,8.051621e-09,1.827397e+01,4.700640e-04,7.974350e-05,2.732140e-04,9.089500e-05,1.873600e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-10,1.677346e-04,5.032782e-10,1.667197e+01,5.152320e-04,8.339100e-05,3.043330e-04,1.002075e-04,1.991950e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-11,3.739557e-05,3.614068e-11,1.530637e+01,5.612000e-04,8.699150e-05,3.343970e-04,1.106555e-04,2.135950e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-12,1.904821e-06,3.938772e-12,1.417855e+01,6.058400e-04,9.036700e-05,3.641405e-04,1.213585e-04,2.215950e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-13,7.252028e-08,2.456578e-13,1.316538e+01,6.524640e-04,9.435100e-05,3.945080e-04,1.324475e-04,2.313600e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-14,3.121841e-09,1.523397e-14,1.231751e+01,6.973760e-04,9.769500e-05,4.247170e-04,1.423665e-04,2.400000e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-15,3.101019e-10,8.400402e-16,1.156302e+01,7.428800e-04,1.007990e-04,4.566040e-04,1.526545e-04,2.494400e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-16,1.562270e-11,5.713188e-17,1.057936e+01,8.119520e-04,1.326545e-04,4.841070e-04,1.615025e-04,2.583900e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-17,9.012459e-13,4.592536e-17,9.960684e+00,8.623840e-04,1.378550e-04,5.170995e-04,1.719340e-04,2.684700e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-18,1.738871e-14,4.545477e-17,9.483508e+00,9.057760e-04,1.422230e-04,5.458830e-04,1.817590e-04,2.729550e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-19,3.408124e-16,4.547721e-17,9.032148e+00,9.510400e-04,1.477270e-04,5.748750e-04,1.914055e-04,2.836800e-05,
-1.000000e+00,1024,1024,1024,OS2-fast-20,2.200681e-16,4.547923e-17,8.565266e+00,1.002880e-03,1.540465e-04,6.075295e-04,2.036135e-04,2.958400e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-9,8.520300e-04,1.850629e-09,1.619715e+01,5.303360e-04,1.388785e-04,2.728935e-04,9.086300e-05,1.891200e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-10,6.122615e-05,1.157274e-10,1.487301e+01,5.775520e-04,1.436940e-04,3.045890e-04,1.017585e-04,1.982400e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-11,4.523273e-06,7.226647e-12,1.376733e+01,6.239360e-04,1.468305e-04,3.362365e-04,1.124465e-04,2.134400e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-12,1.195743e-07,4.513495e-13,1.285764e+01,6.680800e-04,1.505745e-04,3.647485e-04,1.221590e-04,2.219200e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-13,2.136846e-08,3.058193e-14,1.204449e+01,7.131840e-04,1.540300e-04,3.956445e-04,1.319670e-04,2.320000e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-14,1.124402e-09,1.798880e-15,1.134434e+01,7.572000e-04,1.576620e-04,4.243805e-04,1.420150e-04,2.409550e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-15,4.038752e-11,7.966488e-17,1.071449e+01,8.017120e-04,1.605580e-04,4.565245e-04,1.524145e-04,2.491200e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-16,1.198618e-12,4.663789e-17,9.865868e+00,8.706720e-04,1.912460e-04,4.840745e-04,1.605275e-04,2.564750e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-17,1.914010e-14,4.548521e-17,9.329422e+00,9.207360e-04,1.957100e-04,5.163480e-04,1.714070e-04,2.681600e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-18,2.196825e-16,4.548306e-17,8.880799e+00,9.672480e-04,2.016620e-04,5.467630e-04,1.830225e-04,2.745500e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-19,2.206696e-16,4.546496e-17,8.506638e+00,1.009792e-03,2.062065e-04,5.758035e-04,1.925745e-04,2.827150e-05,
-1.000000e+00,1024,1024,1024,OS2-accu-20,2.201693e-16,4.547482e-17,8.103467e+00,1.060032e-03,2.135660e-04,6.068745e-04,2.012460e-04,2.931200e-05,
-1.000000e+00,1024,1024,1024,Oz1-6,9.278939e-08,5.622126e-14,2.002054e+01,4.290560e-04,,,,,
-1.000000e+00,1024,1024,1024,Oz1-7,3.495507e-10,2.263175e-16,1.705056e+01,5.037920e-04,,,,,
-1.000000e+00,1024,1024,1024,Oz1-8,3.000821e-11,7.881656e-17,1.448614e+01,5.929760e-04,,,,,
