phi,m,n,k,function,TFLOPS,total_time[sec],scaling,low_prec_gemm,mod_hi2mid,undo_scaling,
-1.000000,1024,1024,1024,OS2-i8-fast-9,2.496726e+01,3.440480e-04,4.489600e-05,2.101120e-04,5.428800e-05,1.433600e-05,
-1.000000,1024,1024,1024,OS2-i8-fast-10,2.222424e+01,3.865120e-04,4.768000e-05,2.425120e-04,6.064000e-05,1.436800e-05,
-1.000000,1024,1024,1024,OS2-i8-fast-11,2.191220e+01,3.920160e-04,4.932800e-05,2.414560e-04,6.392000e-05,1.436800e-05,
-1.000000,1024,1024,1024,OS2-i8-fast-12,1.915002e+01,4.485600e-04,6.520000e-05,2.715520e-04,7.152000e-05,1.641600e-05,
-1.000000,1024,1024,1024,OS2-i8-fast-13,1.886737e+01,4.552800e-04,6.788800e-05,2.729120e-04,7.329600e-05,1.641600e-05,
-1.000000,1024,1024,1024,OS2-i8-fast-14,1.854605e+01,4.631680e-04,7.033600e-05,2.748800e-04,7.652800e-05,1.641600e-05,
-1.000000,1024,1024,1024,OS2-i8-fast-15,1.706356e+01,5.034080e-04,7.240000e-05,3.038240e-04,8.259200e-05,1.846400e-05,
-1.000000,1024,1024,1024,OS2-i8-fast-16,1.630092e+01,5.269600e-04,8.846400e-05,3.073760e-04,8.544000e-05,1.846400e-05,
-1.000000,1024,1024,1024,OS2-i8-fast-17,1.602935e+01,5.358880e-04,9.235200e-05,3.057120e-04,8.992000e-05,1.843200e-05,
-1.000000,1024,1024,1024,OS2-i8-fast-18,1.483684e+01,5.789600e-04,9.537600e-05,3.378720e-04,9.638400e-05,2.048000e-05,
-1.000000,1024,1024,1024,OS2-i8-fast-19,1.454738e+01,5.904800e-04,1.014400e-04,3.394720e-04,9.905600e-05,2.051200e-05,
-1.000000,1024,1024,1024,OS2-i8-fast-20,1.483151e+01,5.791680e-04,8.864000e-05,3.361760e-04,1.027520e-04,2.051200e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-9,2.182136e+01,3.936480e-04,9.516800e-05,2.087360e-04,5.401600e-05,1.436800e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-10,1.972630e+01,4.354560e-04,9.859200e-05,2.395680e-04,6.064000e-05,1.436800e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-11,1.932442e+01,4.445120e-04,1.014080e-04,2.416160e-04,6.385600e-05,1.436800e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-12,1.759310e+01,4.882560e-04,1.045600e-04,2.717120e-04,7.105600e-05,1.641600e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-13,1.734976e+01,4.951040e-04,1.078720e-04,2.720640e-04,7.321600e-05,1.641600e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-14,1.700896e+01,5.050240e-04,1.110560e-04,2.764320e-04,7.518400e-05,1.641600e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-15,1.566454e+01,5.483680e-04,1.161120e-04,3.040480e-04,8.243200e-05,1.846400e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-16,1.501695e+01,5.720160e-04,1.340000e-04,3.053760e-04,8.606400e-05,1.846400e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-17,1.474920e+01,5.824000e-04,1.389920e-04,3.064640e-04,8.958400e-05,1.843200e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-18,1.374055e+01,6.251520e-04,1.433920e-04,3.347680e-04,9.688000e-05,2.048000e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-19,1.358995e+01,6.320800e-04,1.460800e-04,3.359840e-04,9.905600e-05,2.051200e-05,
-1.000000,1024,1024,1024,OS2-i8-accu-20,1.338063e+01,6.419680e-04,1.501120e-04,3.387520e-04,1.017920e-04,2.051200e-05,
-1.000000,1024,1024,1024,OS2-f8-fast-9,2.270259e+01,3.783680e-04,7.625600e-05,1.832480e-04,8.246400e-05,1.433600e-05,
-1.000000,1024,1024,1024,OS2-f8-fast-10,2.149461e+01,3.996320e-04,8.256000e-05,1.915840e-04,8.891200e-05,1.433600e-05,
-1.000000,1024,1024,1024,OS2-f8-fast-11,1.733072e+01,4.956480e-04,1.424800e-04,2.118400e-04,1.009920e-04,1.638400e-05,
-1.000000,1024,1024,1024,OS2-f8-fast-12,1.642108e+01,5.231040e-04,1.555840e-04,2.213120e-04,1.053600e-04,1.638400e-05,
-1.000000,1024,1024,1024,OS2-f8-fast-13,1.410146e+01,6.091520e-04,2.054080e-04,2.442720e-04,1.172640e-04,1.640000e-05,
-1.000000,1024,1024,1024,OS2-f8-fast-14,1.345912e+01,6.382240e-04,2.197440e-04,2.517440e-04,1.224480e-04,1.843200e-05,
-1.000000,1024,1024,1024,OS2-f8-fast-15,1.255398e+01,6.842400e-04,2.341280e-04,2.726240e-04,1.321600e-04,1.843200e-05,
-1.000000,1024,1024,1024,OS2-f8-fast-16,1.192146e+01,7.205440e-04,2.485440e-04,2.822880e-04,1.417120e-04,2.048000e-05,
-1.000000,1024,1024,1024,OS2-f8-fast-17,1.121191e+01,7.661440e-04,2.614880e-04,3.027200e-04,1.516160e-04,2.048000e-05,
