phi,k,function,3,4,5,6,7,8,9,10,11,12,
0.000000e+00,1024,SGEMM,4.555990e-03,4.555990e-03,4.555990e-03,4.555990e-03,4.555990e-03,4.555990e-03,4.555990e-03,4.555990e-03,4.555990e-03,4.555990e-03,
0.000000e+00,1024,OS2-fast,2.759521e+02,1.224377e+01,3.048351e-01,4.295754e-02,7.723652e-03,1.339887e-05,9.909622e-07,5.929446e-08,9.159751e-08,5.929446e-08,
0.000000e+00,1024,OS2-accu,2.759521e+02,1.224377e+01,3.048351e-01,4.295754e-02,7.723652e-03,1.339887e-05,9.909622e-07,5.929446e-08,1.082613e-07,1.082613e-07,
5.000000e-01,1024,SGEMM,4.534255e-02,4.534255e-02,4.534255e-02,4.534255e-02,4.534255e-02,4.534255e-02,4.534255e-02,4.534255e-02,4.534255e-02,4.534255e-02,
5.000000e-01,1024,OS2-fast,1.314539e+03,2.768629e+02,9.654800e+00,6.512567e-01,2.653916e-02,6.455565e-04,2.096212e-05,1.579946e-06,5.870078e-06,2.296489e-06,
5.000000e-01,1024,OS2-accu,2.102432e+02,2.893713e+01,2.737721e+00,9.321313e-02,5.509076e-03,2.989093e-04,1.260356e-05,6.108372e-07,1.262828e-07,5.892308e-08,
1.000000e+00,1024,SGEMM,1.683704e-03,1.683704e-03,1.683704e-03,1.683704e-03,1.683704e-03,1.683704e-03,1.683704e-03,1.683704e-03,1.683704e-03,1.683704e-03,
1.000000e+00,1024,OS2-fast,2.367848e+04,1.274198e+03,1.421471e+02,5.869273e+00,2.908597e-01,1.482105e-02,4.030314e-04,4.941482e-05,9.563739e-06,3.113801e-05,
1.000000e+00,1024,OS2-accu,1.274198e+03,1.421471e+02,5.869286e+00,2.908589e-01,1.481489e-02,3.671731e-04,1.338862e-06,5.889044e-08,5.889044e-08,5.889044e-08,
2.000000e+00,1024,SGEMM,1.134342e-03,1.134342e-03,1.134342e-03,1.134342e-03,1.134342e-03,1.134342e-03,1.134342e-03,1.134342e-03,1.134342e-03,1.134342e-03,
2.000000e+00,1024,OS2-fast,3.229971e+02,4.916110e+03,1.613709e+03,2.832730e+02,1.074274e+01,2.021655e+00,6.671955e-02,1.567656e-01,1.911895e-01,4.003327e-01,
2.000000e+00,1024,OS2-accu,9.855797e+02,7.411046e+01,4.362522e+00,2.713220e-01,1.684516e-02,1.218553e-03,1.316393e-05,1.710171e-07,5.919134e-08,1.086597e-07,
4.000000e+00,1024,SGEMM,1.854777e-03,1.854777e-03,1.854777e-03,1.854777e-03,1.854777e-03,1.854777e-03,1.854777e-03,1.854777e-03,1.854777e-03,1.854777e-03,
4.000000e+00,1024,OS2-fast,1.000000e+00,1.000000e+00,3.737892e+01,1.597558e+03,6.393233e+03,1.915460e+07,4.798424e+07,1.302156e+08,2.492802e+08,2.545911e+08,
4.000000e+00,1024,OS2-accu,5.844521e+03,2.671075e+03,2.932537e+02,2.358978e+01,1.275154e+01,5.725308e-01,9.126958e-03,4.089523e-04,9.249103e-05,1.012982e-04,
0.000000e+00,2048,SGEMM,2.173696e-03,2.173696e-03,2.173696e-03,2.173696e-03,2.173696e-03,2.173696e-03,2.173696e-03,2.173696e-03,2.173696e-03,2.173696e-03,
0.000000e+00,2048,OS2-fast,1.422050e+02,2.196930e+00,1.020913e-01,9.687584e-03,7.602131e-04,1.612006e-05,6.692756e-07,7.202667e-08,5.917961e-08,5.917961e-08,
0.000000e+00,2048,OS2-accu,1.849299e+02,6.736195e+00,6.400402e-01,5.073622e-02,3.073127e-03,8.122018e-05,9.347195e-07,7.202667e-08,5.917961e-08,5.917961e-08,
5.000000e-01,2048,SGEMM,7.947253e-02,7.947253e-02,7.947253e-02,7.947253e-02,7.947253e-02,7.947253e-02,7.947253e-02,7.947253e-02,7.947253e-02,7.947253e-02,
5.000000e-01,2048,OS2-fast,9.843938e+03,2.854147e+03,2.336328e+02,6.164823e+00,1.641909e-01,8.331486e-03,2.178472e-04,1.735716e-05,9.678616e-05,1.103081e-05,
5.000000e-01,2048,OS2-accu,1.276406e+04,6.406367e+02,2.383998e+00,1.942882e-02,1.041700e-02,8.953145e-04,1.008947e-04,1.789935e-06,2.455278e-06,7.975108e-07,
1.000000e+00,2048,SGEMM,2.175091e-03,2.175091e-03,2.175091e-03,2.175091e-03,2.175091e-03,2.175091e-03,2.175091e-03,2.175091e-03,2.175091e-03,2.175091e-03,
1.000000e+00,2048,OS2-fast,2.708784e+03,2.465432e+02,1.419770e+01,1.442402e+00,8.344740e-02,7.262088e-03,3.017268e-04,6.639315e-06,1.438741e-05,1.374160e-05,
1.000000e+00,2048,OS2-accu,1.854153e+02,1.075944e+01,5.701346e-01,4.465474e-02,4.164034e-03,1.369797e-04,1.636829e-06,5.898347e-08,5.898347e-08,5.898347e-08,
2.000000e+00,2048,SGEMM,2.346545e-03,2.346545e-03,2.346545e-03,2.346545e-03,2.346545e-03,2.346545e-03,2.346545e-03,2.346545e-03,2.346545e-03,2.346545e-03,
2.000000e+00,2048,OS2-fast,2.408213e+01,2.695482e+03,1.325443e+03,1.398157e+02,1.819840e+01,1.460671e+00,2.095344e-01,1.026504e-01,4.337580e-01,1.794290e-01,
2.000000e+00,2048,OS2-accu,3.299805e+02,3.657967e+01,2.320766e+00,1.174401e-01,8.227205e-03,4.287216e-04,3.588207e-05,9.734296e-07,1.576905e-07,2.891449e-07,
4.000000e+00,2048,SGEMM,5.123448e-04,5.123448e-04,5.123448e-04,5.123448e-04,5.123448e-04,5.123448e-04,5.123448e-04,5.123448e-04,5.123448e-04,5.123448e-04,
4.000000e+00,2048,OS2-fast,1.000000e+00,1.000000e+00,1.000000e+00,1.076659e+02,7.411845e+03,7.647454e+05,5.468958e+07,5.985240e+09,3.814587e+09,3.318169e+09,
4.000000e+00,2048,OS2-accu,3.914959e+03,3.422979e+02,1.544932e+02,8.456842e+00,1.051208e+00,2.002994e-01,1.783402e-02,8.499500e-04,4.664916e-05,2.459776e-05,
0.000000e+00,4096,SGEMM,1.923146e-02,1.923146e-02,1.923146e-02,1.923146e-02,1.923146e-02,1.923146e-02,1.923146e-02,1.923146e-02,1.923146e-02,1.923146e-02,
0.000000e+00,4096,OS2-fast,9.856633e+03,2.320631e+01,5.652211e+01,3.982272e+00,2.960002e-01,4.696735e-03,1.342726e-05,3.358183e-07,1.563411e-07,6.311139e-07,
0.000000e+00,4096,OS2-accu,9.856633e+03,2.320631e+01,5.652211e+01,3.982272e+00,2.960002e-01,4.696735e-03,1.342726e-05,3.358183e-07,3.190343e-06,6.930755e-06,
5.000000e-01,4096,SGEMM,7.293897e-04,7.293897e-04,7.293897e-04,7.293897e-04,7.293897e-04,7.293897e-04,7.293897e-04,7.293897e-04,7.293897e-04,7.293897e-04,
5.000000e-01,4096,OS2-fast,1.305642e+03,1.162461e+02,2.039514e+00,3.273877e-01,1.642219e-02,1.702894e-03,3.118708e-05,3.235204e-07,2.112318e-06,3.229798e-06,
5.000000e-01,4096,OS2-accu,3.485548e+02,1.353340e+01,1.978794e+00,4.539266e-02,5.730195e-03,1.187386e-04,1.663553e-06,1.182839e-07,5.944095e-08,5.944095e-08,
1.000000e+00,4096,SGEMM,2.578166e-03,2.578166e-03,2.578166e-03,2.578166e-03,2.578166e-03,2.578166e-03,2.578166e-03,2.578166e-03,2.578166e-03,2.578166e-03,
1.000000e+00,4096,OS2-fast,2.566527e+03,1.945491e+02,7.824327e+00,1.550057e+00,6.685945e-02,5.971740e-03,3.028512e-04,1.366565e-05,3.792931e-05,1.940321e-05,
1.000000e+00,4096,OS2-accu,1.945491e+02,9.174041e+00,1.247579e+00,6.685918e-02,3.492365e-03,2.454119e-04,2.516863e-06,6.379754e-08,6.976864e-08,8.071311e-08,
2.000000e+00,4096,SGEMM,1.307469e-03,1.307469e-03,1.307469e-03,1.307469e-03,1.307469e-03,1.307469e-03,1.307469e-03,1.307469e-03,1.307469e-03,1.307469e-03,
2.000000e+00,4096,OS2-fast,1.000000e+00,8.172983e+02,1.402631e+03,7.597198e+01,6.076184e+00,5.157113e-01,1.839004e-01,5.804907e-02,1.405906e-01,2.420711e-01,
2.000000e+00,4096,OS2-accu,5.047386e+02,2.138062e+01,7.922152e-01,6.647809e-02,7.084012e-03,3.796522e-04,3.701852e-05,1.854780e-06,1.868872e-07,1.200831e-07,
4.000000e+00,4096,SGEMM,1.710832e-03,1.710832e-03,1.710832e-03,1.710832e-03,1.710832e-03,1.710832e-03,1.710832e-03,1.710832e-03,1.710832e-03,1.710832e-03,
4.000000e+00,4096,OS2-fast,1.000000e+00,1.000000e+00,1.000000e+00,9.786474e+00,6.655530e+03,2.527550e+06,1.157856e+08,1.353725e+09,6.070266e+10,2.211647e+10,
4.000000e+00,4096,OS2-accu,1.408843e+03,4.590459e+02,2.448351e+02,3.730278e+01,2.549358e+00,1.866923e-01,1.831334e-02,1.126831e-03,1.172529e-04,1.720521e-04,
0.000000e+00,8192,SGEMM,1.097226e-03,1.097226e-03,1.097226e-03,1.097226e-03,1.097226e-03,1.097226e-03,1.097226e-03,1.097226e-03,1.097226e-03,1.097226e-03,
0.000000e+00,8192,OS2-fast,1.164058e+02,1.804612e+01,9.897450e-01,3.938001e-02,1.375130e-03,1.375927e-04,1.856342e-06,6.362433e-08,2.958780e-07,1.277428e-07,
