phi,k,function,9,10,11,12,13,14,15,16,17,18,19,20,
-1.000000e+00,1024,ZGEMM,4.363741e-12,4.363741e-12,4.363741e-12,4.363741e-12,4.363741e-12,4.363741e-12,4.363741e-12,4.363741e-12,4.363741e-12,4.363741e-12,4.363741e-12,4.363741e-12,
-1.000000e+00,1024,OS2-fast,6.674244e-05,5.858826e-06,4.353826e-07,5.121734e-08,2.079465e-09,1.655839e-10,9.205650e-12,4.926271e-13,1.769442e-14,3.561291e-16,2.107573e-16,2.134875e-16,
-1.000000e+00,1024,OS2-accu,1.254514e-05,1.685157e-06,1.123890e-07,4.749526e-09,4.411382e-10,2.161338e-11,7.384916e-13,3.640741e-14,6.070101e-16,2.141966e-16,2.097811e-16,2.177649e-16,
0.000000e+00,1024,ZGEMM,1.532412e-11,1.532412e-11,1.532412e-11,1.532412e-11,1.532412e-11,1.532412e-11,1.532412e-11,1.532412e-11,1.532412e-11,1.532412e-11,1.532412e-11,1.532412e-11,
0.000000e+00,1024,OS2-fast,2.020954e-05,2.326907e-06,9.621765e-08,4.364349e-09,3.710984e-10,1.311543e-11,2.195213e-16,2.142594e-16,2.144517e-16,2.141035e-16,2.121824e-16,2.164083e-16,
0.000000e+00,1024,OS2-accu,2.812897e-05,2.326907e-06,9.621765e-08,4.364349e-09,3.710984e-10,1.311543e-11,2.167412e-16,2.142594e-16,2.144517e-16,2.141035e-16,2.154173e-16,2.164083e-16,
5.000000e-01,1024,ZGEMM,1.273822e-11,1.273822e-11,1.273822e-11,1.273822e-11,1.273822e-11,1.273822e-11,1.273822e-11,1.273822e-11,1.273822e-11,1.273822e-11,1.273822e-11,1.273822e-11,
5.000000e-01,1024,OS2-fast,2.777314e-05,4.957624e-06,3.324486e-07,1.630556e-08,1.325756e-09,8.569288e-11,2.740271e-12,3.858904e-13,9.087524e-16,2.192641e-16,2.190732e-16,2.100080e-16,
5.000000e-01,1024,OS2-accu,1.592447e-05,1.078964e-06,8.012960e-08,2.538884e-09,3.723234e-10,6.087497e-12,1.411075e-12,1.830667e-14,4.925916e-16,2.148302e-16,2.117278e-16,2.136495e-16,
1.000000e+00,1024,ZGEMM,5.475958e-11,5.475958e-11,5.475958e-11,5.475958e-11,5.475958e-11,5.475958e-11,5.475958e-11,5.475958e-11,5.475958e-11,5.475958e-11,5.475958e-11,5.475958e-11,
1.000000e+00,1024,OS2-fast,5.610528e-04,3.528448e-05,2.321874e-06,4.064327e-07,4.422684e-08,4.393097e-09,9.410940e-11,3.097665e-12,9.564885e-14,1.730905e-14,3.123316e-16,2.130450e-16,
1.000000e+00,1024,OS2-accu,1.564463e-05,2.321874e-06,4.064327e-07,3.412262e-08,1.785507e-09,8.045508e-11,2.354850e-12,1.451155e-13,3.746622e-15,2.116655e-16,2.163527e-16,2.103442e-16,
2.000000e+00,1024,ZGEMM,1.735327e-11,1.735327e-11,1.735327e-11,1.735327e-11,1.735327e-11,1.735327e-11,1.735327e-11,1.735327e-11,1.735327e-11,1.735327e-11,1.735327e-11,1.735327e-11,
2.000000e+00,1024,OS2-fast,1.705451e-01,2.061748e-02,1.754396e-03,6.799162e-05,3.941037e-06,3.689745e-07,1.696109e-08,2.180966e-09,4.231347e-11,1.223058e-12,1.657992e-13,2.522504e-13,
2.000000e+00,1024,OS2-accu,2.106124e-04,2.373778e-05,1.481586e-06,1.493455e-07,4.771679e-09,3.982210e-10,2.485572e-11,9.774261e-13,2.671143e-14,1.946289e-15,2.081217e-16,2.153126e-16,
4.000000e+00,1024,ZGEMM,1.329389e-12,1.329389e-12,1.329389e-12,1.329389e-12,1.329389e-12,1.329389e-12,1.329389e-12,1.329389e-12,1.329389e-12,1.329389e-12,1.329389e-12,1.329389e-12,
4.000000e+00,1024,OS2-fast,1.481144e+03,1.099552e+03,1.471008e+02,9.622037e+00,2.347464e+00,7.968323e-02,2.992570e-03,7.070308e-04,2.070624e-04,9.621567e-05,2.129392e-04,1.209995e-03,
