phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_64f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling,
5.000000e-01,1024,1024,1024,INT8-GEMM,,,1.400942e+02,1.532885e-05,,,,,
5.000000e-01,1024,1024,1024,ZGEMM,2.613372e-09,1.241038e-15,5.266507e+01,1.631050e-04,,,,,
5.000000e-01,1024,1024,1024,OS2-fast-2,1.080647e+06,7.096436e-01,4.922632e+01,1.744988e-04,5.279610e-05,6.315018e-05,2.025938e-05,1.510965e-05,
5.000000e-01,1024,1024,1024,OS2-fast-3,1.233530e+05,6.077492e-02,3.966387e+01,2.165682e-04,5.520599e-05,9.324399e-05,2.916721e-05,1.624150e-05,
5.000000e-01,1024,1024,1024,OS2-fast-4,1.167348e+04,3.870558e-03,3.265707e+01,2.630344e-04,5.806670e-05,1.257364e-04,4.036124e-05,1.589397e-05,
5.000000e-01,1024,1024,1024,OS2-fast-5,1.007714e+03,2.424499e-04,2.788947e+01,3.079992e-04,5.982221e-05,1.574548e-04,5.028762e-05,1.734326e-05,
5.000000e-01,1024,1024,1024,OS2-fast-6,6.219663e+01,1.514756e-05,2.420578e+01,3.548712e-04,6.229776e-05,1.892107e-04,6.105137e-05,1.896431e-05,
5.000000e-01,1024,1024,1024,OS2-fast-7,4.330131e+00,9.466377e-07,2.143031e+01,4.008311e-04,6.509295e-05,2.207205e-04,7.116583e-05,2.056368e-05,
5.000000e-01,1024,1024,1024,OS2-fast-8,2.819675e-01,5.912416e-08,1.931920e+01,4.446321e-04,6.786988e-05,2.517216e-04,8.035265e-05,2.141616e-05,
5.000000e-01,1024,1024,1024,OS2-fast-9,1.862019e-02,3.699788e-09,1.761712e+01,4.875902e-04,6.970059e-05,2.825844e-04,8.945563e-05,2.284016e-05,
5.000000e-01,1024,1024,1024,OS2-fast-10,1.106493e-03,2.397532e-10,1.598104e+01,5.375078e-04,7.259370e-05,3.156890e-04,1.011080e-04,2.486894e-05,
5.000000e-01,1024,1024,1024,OS2-fast-11,1.106659e-04,2.807319e-11,1.475952e+01,5.819929e-04,7.545501e-05,3.465105e-04,1.101288e-04,2.652372e-05,
5.000000e-01,1024,1024,1024,OS2-fast-12,6.146632e-06,1.805464e-12,1.372355e+01,6.259264e-04,7.808931e-05,3.773725e-04,1.203584e-04,2.665676e-05,
5.000000e-01,1024,1024,1024,OS2-fast-13,4.523114e-07,1.128256e-13,1.243885e+01,6.905732e-04,9.944852e-05,4.079868e-04,1.313694e-04,2.819981e-05,
5.000000e-01,1024,1024,1024,OS2-fast-14,2.137805e-08,6.932910e-15,1.163623e+01,7.382061e-04,1.042277e-04,4.389675e-04,1.414840e-04,2.996906e-05,
5.000000e-01,1024,1024,1024,OS2-fast-15,2.825624e-09,3.381565e-16,1.090498e+01,7.877075e-04,1.092171e-04,4.712306e-04,1.512155e-04,3.248842e-05,
5.000000e-01,1024,1024,1024,OS2-fast-16,1.146306e-11,4.930433e-17,1.028401e+01,8.352710e-04,1.141415e-04,5.035525e-04,1.618743e-04,3.215911e-05,
5.000000e-01,1024,1024,1024,OS2-fast-17,5.070378e-13,4.563863e-17,9.766603e+00,8.795212e-04,1.181073e-04,5.332778e-04,1.710781e-04,3.351622e-05,
5.000000e-01,1024,1024,1024,OS2-fast-18,1.604589e-14,4.544630e-17,9.246999e+00,9.289429e-04,1.231798e-04,5.650613e-04,1.812663e-04,3.541702e-05,
5.000000e-01,1024,1024,1024,OS2-fast-19,2.195534e-16,4.545149e-17,8.608146e+00,9.978844e-04,1.500194e-04,5.959612e-04,1.914583e-04,3.698051e-05,
5.000000e-01,1024,1024,1024,OS2-fast-20,2.205216e-16,4.540554e-17,8.215596e+00,1.045564e-03,1.558737e-04,6.270879e-04,2.023207e-04,3.677669e-05,
5.000000e-01,1024,1024,1024,OS2-accu-2,8.602520e+05,2.959848e-01,3.789981e+01,2.266485e-04,1.069780e-04,6.218862e-05,1.968309e-05,1.502034e-05,
5.000000e-01,1024,1024,1024,OS2-accu-3,4.607208e+04,2.057286e-02,3.143713e+01,2.732417e-04,1.104248e-04,9.345883e-05,2.995494e-05,1.641747e-05,
5.000000e-01,1024,1024,1024,OS2-accu-4,4.695437e+03,1.294881e-03,2.703377e+01,3.177483e-04,1.146938e-04,1.249676e-04,3.955362e-05,1.586166e-05,
5.000000e-01,1024,1024,1024,OS2-accu-5,2.855505e+02,8.092072e-05,2.352963e+01,3.650689e-04,1.170468e-04,1.568494e-04,5.059154e-05,1.739412e-05,
5.000000e-01,1024,1024,1024,OS2-accu-6,2.080769e+01,5.059818e-06,2.086269e+01,4.117367e-04,1.205613e-04,1.883915e-04,6.049554e-05,1.899696e-05,
5.000000e-01,1024,1024,1024,OS2-accu-7,1.309812e+00,3.436964e-07,1.881913e+01,4.564470e-04,1.236979e-04,2.191337e-04,6.990698e-05,2.051985e-05,
5.000000e-01,1024,1024,1024,OS2-accu-8,1.493024e-01,2.949606e-08,1.713994e+01,5.011648e-04,1.272048e-04,2.500167e-04,7.946144e-05,2.127312e-05,
5.000000e-01,1024,1024,1024,OS2-accu-9,6.438003e-03,1.844626e-09,1.565222e+01,5.487999e-04,1.289369e-04,2.824862e-04,9.096955e-05,2.298699e-05,
5.000000e-01,1024,1024,1024,OS2-accu-10,3.557787e-04,1.151576e-10,1.441174e+01,5.960373e-04,1.316687e-04,3.144686e-04,1.015551e-04,2.487725e-05,
5.000000e-01,1024,1024,1024,OS2-accu-11,3.412617e-05,7.200535e-12,1.341546e+01,6.403013e-04,1.339427e-04,3.460797e-04,1.104594e-04,2.650066e-05,
5.000000e-01,1024,1024,1024,OS2-accu-12,2.123910e-06,4.513704e-13,1.255912e+01,6.839602e-04,1.372181e-04,3.764610e-04,1.201893e-04,2.665069e-05,
5.000000e-01,1024,1024,1024,OS2-accu-13,5.525945e-08,3.759557e-14,1.147031e+01,7.488845e-04,1.587969e-04,4.077011e-04,1.305766e-04,2.828297e-05,
5.000000e-01,1024,1024,1024,OS2-accu-14,5.122194e-09,2.232668e-15,1.076465e+01,7.979766e-04,1.639556e-04,4.388686e-04,1.415698e-04,3.005707e-05,
5.000000e-01,1024,1024,1024,OS2-accu-15,4.935217e-10,9.410370e-17,1.018992e+01,8.429839e-04,1.680022e-04,4.690802e-04,1.500602e-04,3.236873e-05,
5.000000e-01,1024,1024,1024,OS2-accu-16,5.026538e-12,4.676894e-17,9.651117e+00,8.900456e-04,1.731637e-04,5.007935e-04,1.602860e-04,3.210501e-05,
5.000000e-01,1024,1024,1024,OS2-accu-17,8.454568e-14,4.549518e-17,9.138355e+00,9.399870e-04,1.772222e-04,5.331243e-04,1.724284e-04,3.363875e-05,
5.000000e-01,1024,1024,1024,OS2-accu-18,6.464139e-16,4.546995e-17,8.725661e+00,9.844452e-04,1.821678e-04,5.630177e-04,1.804868e-04,3.528867e-05,
5.000000e-01,1024,1024,1024,OS2-accu-19,2.206146e-16,4.544444e-17,8.157723e+00,1.052982e-03,2.087877e-04,5.932464e-04,1.903886e-04,3.699716e-05,
5.000000e-01,1024,1024,1024,OS2-accu-20,2.195539e-16,4.543970e-17,7.791341e+00,1.102498e-03,2.155175e-04,6.245899e-04,2.021148e-04,3.673407e-05,
5.000000e-01,2048,2048,2048,INT8-GEMM,,,4.901675e+02,3.504898e-05,,,,,
5.000000e-01,2048,2048,2048,ZGEMM,4.125561e-09,1.752937e-15,5.868740e+01,1.170941e-03,,,,,
5.000000e-01,2048,2048,2048,OS2-fast-2,2.374426e+05,1.000000e+00,1.656490e+02,4.148500e-04,1.311007e-04,1.750823e-04,4.482436e-05,4.020997e-05,
5.000000e-01,2048,2048,2048,OS2-fast-3,3.412187e+05,1.399059e-01,1.268106e+02,5.419065e-04,1.440602e-04,2.614921e-04,6.605965e-05,4.712854e-05,
5.000000e-01,2048,2048,2048,OS2-fast-4,1.877652e+04,9.153727e-03,1.045463e+02,6.573116e-04,1.537991e-04,3.476380e-04,8.916305e-05,4.355582e-05,
5.000000e-01,2048,2048,2048,OS2-fast-5,7.453372e+02,5.740101e-04,8.795692e+01,7.812856e-04,1.596697e-04,4.364596e-04,1.112970e-04,5.027000e-05,
5.000000e-01,2048,2048,2048,OS2-fast-6,8.198683e+01,3.587809e-05,7.582512e+01,9.062890e-04,1.695614e-04,5.208173e-04,1.348873e-04,5.745196e-05,
5.000000e-01,2048,2048,2048,OS2-fast-7,4.643194e+00,2.242357e-06,6.647869e+01,1.033707e-03,1.805393e-04,6.081565e-04,1.566368e-04,6.470407e-05,
5.000000e-01,2048,2048,2048,OS2-fast-8,1.774506e-01,1.400974e-07,5.965960e+01,1.151859e-03,1.909546e-04,6.935762e-04,1.802318e-04,6.367499e-05,
5.000000e-01,2048,2048,2048,OS2-fast-9,5.244850e-03,8.757575e-09,5.377402e+01,1.277931e-03,1.993750e-04,7.810430e-04,2.025615e-04,7.099364e-05,
5.000000e-01,2048,2048,2048,OS2-fast-10,6.171393e-04,5.472846e-10,4.906283e+01,1.400642e-03,2.108220e-04,8.653299e-04,2.228904e-04,7.785021e-05,
5.000000e-01,2048,2048,2048,OS2-fast-11,2.962271e-05,3.420474e-11,4.481980e+01,1.533239e-03,2.220017e-04,9.541477e-04,2.480947e-04,8.495321e-05,
5.000000e-01,2048,2048,2048,OS2-fast-12,4.061119e-06,2.138774e-12,4.162290e+01,1.651002e-03,2.336605e-04,1.040274e-03,2.710599e-04,8.189181e-05,
5.000000e-01,2048,2048,2048,OS2-fast-13,2.073742e-07,1.335488e-13,3.740903e+01,1.836976e-03,3.092887e-04,1.125512e-03,2.895723e-04,8.855518e-05,
5.000000e-01,2048,2048,2048,OS2-fast-14,1.099268e-08,1.024803e-14,3.481787e+01,1.973684e-03,3.275728e-04,1.210672e-03,3.156909e-04,9.573261e-05,
5.000000e-01,2048,2048,2048,OS2-fast-15,1.700509e-09,9.278077e-16,3.258288e+01,2.109067e-03,3.465863e-04,1.301373e-03,3.339676e-04,1.029057e-04,
