phi,m,n,k,function,relerr_max,relerr_med,watt,GFLOPS/watt,
5.000000e-01,2048,2048,2048,INT8-GEMM,,,2.740499e+02,2.595384e+03,
5.000000e-01,2048,2048,2048,SGEMM,8.979311e-01,6.658007e-07,5.822815e+02,8.632250e+01,
5.000000e-01,2048,2048,2048,SGEMM-TF32,1.177105e+04,2.930873e-04,7.626863e+02,4.335299e+02,
5.000000e-01,2048,2048,2048,OS2-fast-2,4.842292e+06,7.110513e-01,2.939461e+02,2.570998e+02,
5.000000e-01,2048,2048,2048,OS2-fast-3,8.322588e+04,6.089539e-02,3.263498e+02,1.827702e+02,
5.000000e-01,2048,2048,2048,OS2-fast-4,6.219949e+04,3.880986e-03,3.413328e+02,1.495330e+02,
5.000000e-01,2048,2048,2048,OS2-fast-5,1.153587e+03,2.427294e-04,3.484775e+02,1.261560e+02,
5.000000e-01,2048,2048,2048,OS2-fast-6,7.252508e+02,1.510073e-05,3.527097e+02,1.073506e+02,
5.000000e-01,2048,2048,2048,OS2-fast-7,1.430417e+01,8.849070e-07,3.546642e+02,9.482301e+01,
5.000000e-01,2048,2048,2048,OS2-fast-8,1.601514e+00,3.597021e-08,3.602450e+02,8.450369e+01,
5.000000e-01,2048,2048,2048,OS2-fast-9,2.103918e-02,2.082504e-08,3.566621e+02,7.716431e+01,
5.000000e-01,2048,2048,2048,OS2-fast-10,5.833019e-04,2.066555e-08,3.562613e+02,7.059645e+01,
5.000000e-01,2048,2048,2048,OS2-fast-11,4.684342e-03,2.067808e-08,3.557851e+02,6.470339e+01,
5.000000e-01,2048,2048,2048,OS2-fast-12,2.175802e-03,2.067740e-08,3.563593e+02,5.958571e+01,
5.000000e-01,2048,2048,2048,OS2-fast-13,1.142010e-04,2.067715e-08,3.583533e+02,5.508354e+01,
5.000000e-01,2048,2048,2048,OS2-fast-14,7.806028e-04,2.067520e-08,3.593126e+02,5.106332e+01,
5.000000e-01,2048,2048,2048,OS2-fast-15,1.020183e-03,2.067154e-08,3.606825e+02,4.777352e+01,
5.000000e-01,2048,2048,2048,OS2-accu-2,7.868724e+06,2.957503e-01,3.195475e+02,1.763827e+02,
5.000000e-01,2048,2048,2048,OS2-accu-3,4.955772e+05,2.059566e-02,3.344657e+02,1.396591e+02,
5.000000e-01,2048,2048,2048,OS2-accu-4,1.752327e+04,1.295056e-03,3.436724e+02,1.199213e+02,
5.000000e-01,2048,2048,2048,OS2-accu-5,8.259784e+02,8.093525e-05,3.470816e+02,1.044876e+02,
5.000000e-01,2048,2048,2048,OS2-accu-6,5.910492e+00,4.994902e-06,3.511465e+02,9.046078e+01,
5.000000e-01,2048,2048,2048,OS2-accu-7,5.744296e-01,2.819283e-07,3.538227e+02,8.050208e+01,
5.000000e-01,2048,2048,2048,OS2-accu-8,3.413744e-01,2.501602e-08,3.559172e+02,7.409204e+01,
5.000000e-01,2048,2048,2048,OS2-accu-9,8.420727e-03,2.071808e-08,3.538508e+02,6.850429e+01,
5.000000e-01,2048,2048,2048,OS2-accu-10,1.407219e-04,2.066170e-08,3.551503e+02,6.331912e+01,
5.000000e-01,2048,2048,2048,OS2-accu-11,9.491992e-05,2.066170e-08,3.560307e+02,5.853057e+01,
5.000000e-01,2048,2048,2048,OS2-accu-12,5.657899e-05,2.066163e-08,3.545315e+02,5.412670e+01,
5.000000e-01,2048,2048,2048,OS2-accu-13,1.816537e-04,2.066235e-08,3.568475e+02,5.035717e+01,
5.000000e-01,2048,2048,2048,OS2-accu-14,1.305668e-04,2.066225e-08,3.580727e+02,4.706625e+01,
5.000000e-01,2048,2048,2048,OS2-accu-15,2.445531e-05,2.066178e-08,3.594311e+02,4.421136e+01,
5.000000e-01,4096,4096,4096,INT8-GEMM,,,4.886763e+02,3.371803e+03,
5.000000e-01,4096,4096,4096,SGEMM,2.280177e+01,9.412960e-07,6.362858e+02,8.099361e+01,
5.000000e-01,4096,4096,4096,SGEMM-TF32,5.270365e+03,2.931209e-04,7.756234e+02,4.871001e+02,
5.000000e-01,4096,4096,4096,OS2-fast-2,1.135168e+06,1.000000e+00,4.318461e+02,5.235011e+02,
5.000000e-01,4096,4096,4096,OS2-fast-3,1.113157e+06,1.395751e-01,5.638515e+02,3.088081e+02,
5.000000e-01,4096,4096,4096,OS2-fast-4,4.690124e+04,9.130738e-03,6.210536e+02,2.438516e+02,
5.000000e-01,4096,4096,4096,OS2-fast-5,3.578124e+03,5.725708e-04,6.409792e+02,2.013219e+02,
5.000000e-01,4096,4096,4096,OS2-fast-6,2.896797e+02,3.571123e-05,6.479163e+02,1.684115e+02,
5.000000e-01,4096,4096,4096,OS2-fast-7,2.839430e+01,2.171565e-06,6.555397e+02,1.459088e+02,
5.000000e-01,4096,4096,4096,OS2-fast-8,1.251632e+00,9.115537e-08,6.748227e+02,1.309453e+02,
5.000000e-01,4096,4096,4096,OS2-fast-9,9.893652e-03,2.122744e-08,6.712243e+02,1.183384e+02,
5.000000e-01,4096,4096,4096,OS2-fast-10,4.137998e-04,2.067211e-08,6.630858e+02,1.085993e+02,
5.000000e-01,4096,4096,4096,OS2-fast-11,2.718784e-04,2.067414e-08,6.596231e+02,9.980329e+01,
5.000000e-01,4096,4096,4096,OS2-fast-12,3.353790e-04,2.067239e-08,6.613588e+02,9.142916e+01,
5.000000e-01,4096,4096,4096,OS2-fast-13,2.959937e-04,2.067210e-08,6.619107e+02,8.450154e+01,
5.000000e-01,4096,4096,4096,OS2-fast-14,5.149422e-04,2.068032e-08,6.619989e+02,7.826189e+01,
5.000000e-01,4096,4096,4096,OS2-fast-15,7.481760e-04,2.069620e-08,6.623520e+02,7.324038e+01,
5.000000e-01,4096,4096,4096,OS2-accu-2,3.102879e+06,4.790643e-01,5.090020e+02,3.007788e+02,
5.000000e-01,4096,4096,4096,OS2-accu-3,1.499497e+05,3.598875e-02,5.543076e+02,2.313179e+02,
5.000000e-01,4096,4096,4096,OS2-accu-4,1.217546e+04,2.274770e-03,5.926046e+02,1.943337e+02,
5.000000e-01,4096,4096,4096,OS2-accu-5,1.098593e+03,1.422166e-04,6.080681e+02,1.665653e+02,
5.000000e-01,4096,4096,4096,OS2-accu-6,1.065838e+02,8.845738e-06,6.131275e+02,1.434495e+02,
5.000000e-01,4096,4096,4096,OS2-accu-7,3.862055e+00,4.959051e-07,6.199485e+02,1.272414e+02,
5.000000e-01,4096,4096,4096,OS2-accu-8,1.441303e-01,2.686758e-08,6.375038e+02,1.159767e+02,
5.000000e-01,4096,4096,4096,OS2-accu-9,2.162072e-03,2.073485e-08,6.364429e+02,1.060200e+02,
5.000000e-01,4096,4096,4096,OS2-accu-10,3.918719e-05,2.065751e-08,6.307385e+02,9.870022e+01,
5.000000e-01,4096,4096,4096,OS2-accu-11,4.559369e-05,2.065726e-08,6.289899e+02,9.154559e+01,
5.000000e-01,4096,4096,4096,OS2-accu-12,5.709229e-05,2.065727e-08,6.317298e+02,8.418775e+01,
5.000000e-01,4096,4096,4096,OS2-accu-13,1.537194e-04,2.065970e-08,6.324056e+02,7.844786e+01,
5.000000e-01,4096,4096,4096,OS2-accu-14,1.171977e-04,2.065944e-08,6.371699e+02,7.290040e+01,
5.000000e-01,4096,4096,4096,OS2-accu-15,8.197850e-05,2.065841e-08,6.383402e+02,6.846120e+01,
5.000000e-01,8192,8192,8192,INT8-GEMM,,,5.870438e+02,2.784685e+03,
5.000000e-01,8192,8192,8192,SGEMM,7.734183e+02,1.332109e-06,6.570348e+02,7.864495e+01,
5.000000e-01,8192,8192,8192,SGEMM-TF32,1.182797e+05,2.937370e-04,8.089672e+02,4.974346e+02,
5.000000e-01,8192,8192,8192,OS2-fast-2,5.273141e+07,1.000000e+00,5.477645e+02,7.426579e+02,
5.000000e-01,8192,8192,8192,OS2-fast-3,6.550230e+07,1.537485e-01,7.912735e+02,3.751673e+02,
5.000000e-01,8192,8192,8192,OS2-fast-4,2.136260e+06,1.012576e-02,7.942921e+02,3.017577e+02,
5.000000e-01,8192,8192,8192,OS2-fast-5,1.538877e+04,6.348467e-04,7.889434e+02,2.508401e+02,
5.000000e-01,8192,8192,8192,OS2-fast-6,8.613708e+02,3.961832e-05,7.871842e+02,2.109013e+02,
5.000000e-01,8192,8192,8192,OS2-fast-7,1.227338e+03,2.414376e-06,7.891176e+02,1.825223e+02,
5.000000e-01,8192,8192,8192,OS2-fast-8,2.427474e+01,1.028988e-07,7.911178e+02,1.639930e+02,
5.000000e-01,8192,8192,8192,OS2-fast-9,2.620628e+00,2.130186e-08,7.925674e+02,1.470444e+02,
5.000000e-01,8192,8192,8192,OS2-fast-10,1.059074e-02,2.067325e-08,7.921602e+02,1.332390e+02,
5.000000e-01,8192,8192,8192,OS2-fast-11,5.156405e-02,2.072732e-08,7.827458e+02,1.223796e+02,
5.000000e-01,8192,8192,8192,OS2-fast-12,5.463342e-02,2.071414e-08,7.856412e+02,1.119525e+02,
5.000000e-01,8192,8192,8192,OS2-fast-13,6.507209e-02,2.071323e-08,7.852184e+02,1.036104e+02,
5.000000e-01,8192,8192,8192,OS2-fast-14,8.762917e-02,2.070790e-08,7.819631e+02,9.605313e+01,
5.000000e-01,8192,8192,8192,OS2-fast-15,1.106495e-01,2.069283e-08,7.848351e+02,8.965556e+01,
5.000000e-01,8192,8192,8192,OS2-accu-2,1.285328e+08,5.302205e-01,6.753491e+02,4.037482e+02,
5.000000e-01,8192,8192,8192,OS2-accu-3,3.128354e+06,4.109438e-02,7.648993e+02,2.874797e+02,
5.000000e-01,8192,8192,8192,OS2-accu-4,5.516649e+05,2.603654e-03,7.914572e+02,2.389359e+02,
5.000000e-01,8192,8192,8192,OS2-accu-5,2.834546e+04,1.627908e-04,7.961023e+02,2.044005e+02,
5.000000e-01,8192,8192,8192,OS2-accu-6,6.060930e+03,1.011241e-05,7.910678e+02,1.765153e+02,
5.000000e-01,8192,8192,8192,OS2-accu-7,1.682677e+02,5.713827e-07,7.835668e+02,1.571543e+02,
5.000000e-01,8192,8192,8192,OS2-accu-8,4.047199e+00,4.394696e-08,7.896906e+02,1.434044e+02,
5.000000e-01,8192,8192,8192,OS2-accu-9,2.002368e-01,2.087344e-08,7.899881e+02,1.294300e+02,
5.000000e-01,8192,8192,8192,OS2-accu-10,3.509190e-03,2.066234e-08,7.889280e+02,1.198479e+02,
5.000000e-01,8192,8192,8192,OS2-accu-11,3.780569e-03,2.066180e-08,7.848213e+02,1.106694e+02,
5.000000e-01,8192,8192,8192,OS2-accu-12,1.782668e-03,2.066146e-08,7.827944e+02,1.021469e+02,
5.000000e-01,8192,8192,8192,OS2-accu-13,8.071146e-04,2.066160e-08,7.852547e+02,9.426443e+01,
5.000000e-01,8192,8192,8192,OS2-accu-14,3.317354e-03,2.066128e-08,7.859470e+02,8.812912e+01,
5.000000e-01,8192,8192,8192,OS2-accu-15,2.959410e-04,2.066013e-08,7.809152e+02,8.306525e+01,
5.000000e-01,16384,16384,16384,INT8-GEMM,,,5.345117e+02,2.402373e+03,
5.000000e-01,16384,16384,16384,SGEMM,6.601903e+01,1.883123e-06,6.949062e+02,7.840847e+01,
5.000000e-01,16384,16384,16384,SGEMM-TF32,2.808538e+04,2.956420e-04,8.348838e+02,4.854352e+02,
5.000000e-01,16384,16384,16384,OS2-fast-2,6.695591e+04,1.000000e+00,4.945929e+02,9.425215e+02,
5.000000e-01,16384,16384,16384,OS2-fast-3,1.407051e+07,2.993717e-01,8.058890e+02,4.106238e+02,
5.000000e-01,16384,16384,16384,OS2-fast-4,5.160692e+05,2.085439e-02,8.127989e+02,3.394812e+02,
5.000000e-01,16384,16384,16384,OS2-fast-5,4.300603e+04,1.312337e-03,8.118325e+02,2.788956e+02,
5.000000e-01,16384,16384,16384,OS2-fast-6,3.998804e+03,8.198984e-05,8.107008e+02,2.340013e+02,
5.000000e-01,16384,16384,16384,OS2-fast-7,1.464808e+02,5.061482e-06,8.136973e+02,1.993885e+02,
5.000000e-01,16384,16384,16384,OS2-fast-8,1.675341e+01,2.586209e-07,8.184808e+02,1.773598e+02,
5.000000e-01,16384,16384,16384,OS2-fast-9,2.221718e-01,2.270889e-08,8.166291e+02,1.583885e+02,
5.000000e-01,16384,16384,16384,OS2-fast-10,1.075144e-02,2.070144e-08,8.127265e+02,1.443023e+02,
5.000000e-01,16384,16384,16384,OS2-fast-11,8.322988e-03,2.070836e-08,8.056095e+02,1.314220e+02,
5.000000e-01,16384,16384,16384,OS2-fast-12,5.892665e-03,2.069793e-08,7.966155e+02,1.214563e+02,
5.000000e-01,16384,16384,16384,OS2-fast-13,1.731160e-02,2.069725e-08,7.979991e+02,1.122640e+02,
5.000000e-01,16384,16384,16384,OS2-fast-14,1.660164e-02,2.070407e-08,7.963098e+02,1.042065e+02,
5.000000e-01,16384,16384,16384,OS2-fast-15,1.729202e-02,2.076086e-08,7.965422e+02,9.743042e+01,
5.000000e-01,16384,16384,16384,OS2-accu-2,1.695679e+07,8.241168e-01,6.391407e+02,4.856840e+02,
5.000000e-01,16384,16384,16384,OS2-accu-3,4.268094e+06,8.013016e-02,7.881714e+02,3.142124e+02,
5.000000e-01,16384,16384,16384,OS2-accu-4,2.397375e+05,5.144424e-03,7.959467e+02,2.682089e+02,
5.000000e-01,16384,16384,16384,OS2-accu-5,7.423616e+03,3.219521e-04,8.019570e+02,2.280337e+02,
5.000000e-01,16384,16384,16384,OS2-accu-6,7.460524e+02,2.006193e-05,7.980650e+02,1.964120e+02,
5.000000e-01,16384,16384,16384,OS2-accu-7,5.289603e+01,1.216296e-06,8.007452e+02,1.740029e+02,
5.000000e-01,16384,16384,16384,OS2-accu-8,1.888650e+00,4.593017e-08,8.048712e+02,1.576224e+02,
5.000000e-01,16384,16384,16384,OS2-accu-9,4.834152e-02,2.088835e-08,8.012967e+02,1.426931e+02,
5.000000e-01,16384,16384,16384,OS2-accu-10,5.129116e-04,2.065933e-08,7.955162e+02,1.313584e+02,
5.000000e-01,16384,16384,16384,OS2-accu-11,5.987365e-04,2.065819e-08,7.904942e+02,1.211881e+02,
5.000000e-01,16384,16384,16384,OS2-accu-12,3.546313e-04,2.065776e-08,7.752983e+02,1.134529e+02,
5.000000e-01,16384,16384,16384,OS2-accu-13,1.891590e-03,2.066511e-08,7.899505e+02,1.030945e+02,
5.000000e-01,16384,16384,16384,OS2-accu-14,3.401489e-03,2.066409e-08,7.872633e+02,9.668385e+01,
5.000000e-01,16384,16384,16384,OS2-accu-15,8.655126e-04,2.066134e-08,7.896708e+02,9.031001e+01,
