phi,function,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,
5.000000e-01,DGEMM (k=1024),1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,1.785675e-09,
5.000000e-01,OS2-fast (k=1024),5.961131e+05,1.720216e+05,6.310840e+03,7.040604e+02,3.125123e+01,1.425133e+00,8.575711e-02,2.454709e-03,3.422107e-04,2.224518e-05,3.651432e-06,1.421642e-07,2.083035e-08,6.549908e-10,6.406360e-12,3.287898e-13,5.005647e-15,2.173064e-16,2.210554e-16,
5.000000e-01,OS2-accu (k=1024),1.490270e+05,7.678945e+03,1.167758e+03,8.506564e+01,5.013162e+00,2.064208e-01,1.470111e-02,9.549865e-04,1.493083e-04,6.807829e-06,5.331833e-07,7.658976e-08,3.197854e-09,1.055980e-10,1.722348e-12,4.830248e-14,2.102319e-15,2.199186e-16,2.192654e-16,
5.000000e-01,DGEMM (k=2048),5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,5.812839e-10,
5.000000e-01,OS2-fast (k=2048),1.273332e+05,3.240100e+04,9.571855e+02,1.179687e+02,4.645322e+00,2.077363e-01,1.936266e-02,2.435594e-03,3.350156e-05,9.593819e-06,9.300121e-07,2.675201e-08,4.668466e-09,2.411863e-10,2.938930e-12,1.838052e-13,6.790557e-16,2.193001e-16,2.193505e-16,
5.000000e-01,OS2-accu (k=2048),7.070899e+04,4.771218e+03,2.393613e+02,1.193168e+01,1.172427e+00,1.249224e-01,1.611750e-02,2.577282e-04,1.347327e-05,4.350511e-06,2.704317e-07,2.064752e-08,4.487803e-10,2.884561e-11,1.096331e-12,1.437594e-14,2.227253e-16,2.202345e-16,2.199101e-16,
5.000000e-01,DGEMM (k=4096),1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,1.397243e-09,
5.000000e-01,OS2-fast (k=4096),3.055262e+05,1.250157e+05,1.440934e+04,1.247750e+03,7.236749e+01,1.448137e+00,1.902540e-01,1.060740e-02,1.122113e-03,2.942065e-05,4.811628e-06,3.985813e-07,1.251083e-08,2.512258e-09,8.052499e-11,1.502715e-12,6.465911e-15,3.991307e-16,2.200867e-16,
5.000000e-01,OS2-accu (k=4096),2.101770e+05,5.421848e+04,4.914215e+03,4.395482e+02,5.854883e+00,4.260620e-01,6.512991e-02,1.388807e-03,2.064877e-04,7.211113e-06,4.964309e-07,1.079985e-07,4.794249e-09,7.107962e-10,9.031335e-12,1.273401e-13,2.396745e-15,2.193489e-16,2.190612e-16,
5.000000e-01,DGEMM (k=8192),1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,1.335766e-09,
5.000000e-01,OS2-fast (k=8192),5.305328e+05,1.040416e+05,1.606809e+04,9.720049e+02,2.339819e+01,4.094432e+00,1.148667e-01,1.207692e-02,9.811743e-04,1.181457e-04,3.665430e-06,5.321853e-07,2.503380e-08,2.733429e-09,3.763510e-11,7.586688e-13,2.265459e-14,3.760436e-16,2.205806e-16,
5.000000e-01,OS2-accu (k=8192),6.714553e+05,4.172363e+04,3.365598e+03,1.199349e+02,1.033773e+01,1.364676e+00,7.470529e-02,5.412396e-03,3.768499e-04,2.894270e-05,8.207262e-07,8.894902e-08,6.039576e-09,1.932351e-10,2.055470e-11,1.593100e-13,2.580417e-15,2.180904e-16,2.187643e-16,
5.000000e-01,DGEMM (k=16384),1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,1.785961e-09,
5.000000e-01,OS2-fast (k=16384),8.998851e+01,4.636200e+05,1.434177e+04,9.897016e+02,1.071486e+02,3.410819e+00,4.234166e-01,2.948540e-02,1.315383e-03,1.490218e-04,5.668553e-06,5.214277e-07,3.367733e-08,2.163923e-09,4.870971e-11,5.252959e-12,5.938034e-14,1.196715e-15,2.189870e-16,
5.000000e-01,OS2-accu (k=16384),7.824785e+05,1.207348e+05,5.510535e+03,3.033360e+02,9.053985e+00,1.510613e+00,1.432367e-01,2.103584e-03,2.626355e-04,1.617834e-05,2.015520e-06,2.427739e-07,2.923283e-09,8.555661e-10,2.424528e-11,4.432062e-13,1.096778e-14,2.196375e-16,2.181792e-16,
1.000000e+00,DGEMM (k=1024),9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,9.716275e-10,
1.000000e+00,OS2-fast (k=1024),3.951945e+05,6.297669e+04,2.325386e+04,2.810892e+03,1.065820e+02,1.334821e+01,6.744323e-01,1.389961e-02,1.593618e-03,1.342194e-04,1.157196e-05,3.682152e-07,3.630958e-08,2.692881e-09,4.027653e-10,5.276506e-12,3.025943e-14,1.379460e-15,2.690214e-16,
1.000000e+00,OS2-accu (k=1024),2.815463e+05,2.992498e+04,2.810892e+03,1.065811e+02,1.334956e+01,6.744300e-01,1.389961e-02,1.593618e-03,1.342194e-04,1.462248e-05,8.494417e-07,8.343582e-08,2.692881e-09,4.027655e-10,5.274698e-12,3.134304e-14,3.221451e-16,2.189024e-16,2.189224e-16,
1.000000e+00,DGEMM (k=2048),4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,4.076458e-10,
1.000000e+00,OS2-fast (k=2048),1.810251e+04,1.099438e+05,2.192354e+04,8.660803e+02,4.576378e+01,3.085928e+00,1.980305e-01,1.845576e-02,1.026246e-03,7.672055e-05,5.543054e-06,4.625519e-07,5.688760e-08,1.339134e-09,3.554416e-10,6.132084e-12,1.968282e-14,1.326600e-15,2.667627e-15,
1.000000e+00,OS2-accu (k=2048),1.099438e+05,2.192354e+04,8.660803e+02,4.576395e+01,3.085865e+00,1.980302e-01,1.520981e-02,1.332802e-03,2.631612e-05,5.543054e-06,3.863435e-07,5.688760e-08,1.339134e-09,1.429926e-10,4.090368e-12,1.863980e-14,6.721516e-16,2.191031e-16,2.195812e-16,
1.000000e+00,DGEMM (k=4096),3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,3.045434e-10,
1.000000e+00,OS2-fast (k=4096),3.382367e+03,6.061757e+04,6.971720e+04,7.363723e+03,4.174961e+02,2.630792e+01,1.116908e+00,8.519480e-02,5.695367e-03,2.297599e-04,1.716014e-05,6.086363e-07,1.076191e-07,1.747516e-08,6.725612e-10,2.991712e-11,7.513787e-13,6.397237e-15,8.594508e-15,
1.000000e+00,OS2-accu (k=4096),8.830872e+04,1.465072e+04,9.214566e+02,6.538656e+01,6.466062e+00,3.977301e-01,2.535872e-02,1.503811e-03,7.772239e-05,1.087998e-05,6.773210e-07,4.612365e-08,3.868508e-09,1.457518e-10,4.381587e-12,2.286834e-13,1.232014e-15,2.198883e-16,2.192401e-16,
1.000000e+00,DGEMM (k=8192),1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,1.401402e-09,
1.000000e+00,OS2-fast (k=8192),1.045930e+03,4.888059e+05,8.150516e+04,8.450225e+03,5.818128e+02,1.863219e+01,1.255546e+00,6.398547e-02,1.076420e-02,4.808434e-04,2.057414e-05,1.794565e-06,1.114920e-07,5.231440e-09,5.242561e-10,2.566807e-11,7.245703e-13,2.198648e-15,4.525205e-16,
