phi,m,n,k,function,relerr_max,relerr_med,watt,GFLOPS/watt,
5.000000e-01,1024,1024,1024,INT8-GEMM,,,2.647327e+02,1.464380e+02,
5.000000e-01,1024,1024,1024,DGEMM,1.785675e-09,8.776003e-16,7.132388e+02,4.854662e+01,
5.000000e-01,1024,1024,1024,OS2-fast-2,5.961131e+05,6.195140e-01,2.636437e+02,1.197252e+01,
5.000000e-01,1024,1024,1024,OS2-fast-3,1.720216e+05,5.031757e-02,2.655391e+02,9.549997e+00,
5.000000e-01,1024,1024,1024,OS2-fast-4,6.310840e+03,3.225149e-03,2.663976e+02,8.020598e+00,
5.000000e-01,1024,1024,1024,OS2-fast-5,7.040604e+02,2.030293e-04,2.661098e+02,6.915392e+00,
5.000000e-01,1024,1024,1024,OS2-fast-6,3.125123e+01,1.270791e-05,2.663346e+02,6.111489e+00,
5.000000e-01,1024,1024,1024,OS2-fast-7,1.425133e+00,7.952144e-07,2.661883e+02,5.428837e+00,
5.000000e-01,1024,1024,1024,OS2-fast-8,8.575711e-02,4.961000e-08,2.671099e+02,4.936092e+00,
5.000000e-01,1024,1024,1024,OS2-fast-9,2.454709e-03,3.100768e-09,2.674860e+02,4.527792e+00,
5.000000e-01,1024,1024,1024,OS2-fast-10,3.422107e-04,1.940574e-10,2.665730e+02,4.116449e+00,
5.000000e-01,1024,1024,1024,OS2-fast-11,2.224518e-05,1.212820e-11,2.676617e+02,3.826885e+00,
5.000000e-01,1024,1024,1024,OS2-fast-12,3.651432e-06,7.572894e-13,2.687734e+02,3.619135e+00,
5.000000e-01,1024,1024,1024,OS2-fast-13,1.421642e-07,4.722156e-14,2.686684e+02,3.356801e+00,
5.000000e-01,1024,1024,1024,OS2-fast-14,2.083035e-08,3.896598e-15,2.680019e+02,3.116709e+00,
5.000000e-01,1024,1024,1024,OS2-fast-15,6.549908e-10,2.720619e-16,2.680293e+02,2.916310e+00,
5.000000e-01,1024,1024,1024,OS2-fast-16,6.406360e-12,4.851003e-17,2.686783e+02,2.781184e+00,
