phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_32f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling,
5.000000e-01,1024,1024,1024,INT8-GEMM,,,8.038148e+01,2.671615e-05,,,,,
5.000000e-01,1024,1024,1024,SGEMM,2.107375e-01,2.450264e-07,1.273812e+01,1.685872e-04,,,,,
5.000000e-01,1024,1024,1024,SGEMM-TF32,8.993501e+02,2.929536e-04,4.301856e+01,4.991993e-05,,,,,
5.000000e-01,1024,1024,1024,OS2-fast-2,1.103479e+05,6.299566e-01,1.135686e+01,1.890914e-04,5.252385e-05,5.470281e-05,2.621712e-05,2.309028e-05,
5.000000e-01,1024,1024,1024,OS2-fast-3,5.889219e+04,5.129641e-02,8.882883e+00,2.417553e-04,6.177248e-05,8.165436e-05,4.123955e-05,2.485950e-05,
5.000000e-01,1024,1024,1024,OS2-fast-4,4.390279e+03,3.283470e-03,7.497503e+00,2.864265e-04,6.663066e-05,1.086705e-04,5.477704e-05,2.373179e-05,
5.000000e-01,1024,1024,1024,OS2-fast-5,2.431117e+02,2.069412e-04,6.546155e+00,3.280527e-04,6.765673e-05,1.360483e-04,6.575030e-05,2.618456e-05,
5.000000e-01,1024,1024,1024,OS2-fast-6,1.549757e+01,1.288798e-05,5.712644e+00,3.759176e-04,7.249529e-05,1.631831e-04,7.939267e-05,2.828426e-05,
5.000000e-01,1024,1024,1024,OS2-fast-7,5.439144e-01,7.477716e-07,5.068119e+00,4.237240e-04,7.523327e-05,1.903774e-04,9.279394e-05,3.225690e-05,
5.000000e-01,1024,1024,1024,OS2-fast-8,4.454790e-02,3.212265e-08,4.602280e+00,4.666130e-04,7.779158e-05,2.190776e-04,1.058503e-04,3.113216e-05,
5.000000e-01,1024,1024,1024,OS2-fast-9,2.583767e-04,2.077999e-08,4.197287e+00,5.116361e-04,8.023257e-05,2.447404e-04,1.196483e-04,3.400058e-05,
5.000000e-01,1024,1024,1024,OS2-fast-10,7.591942e-06,2.065254e-08,3.847168e+00,5.581986e-04,8.371568e-05,2.720413e-04,1.331092e-04,3.631418e-05,
5.000000e-01,1024,1024,1024,OS2-fast-11,2.084069e-05,2.065390e-08,3.543797e+00,6.059839e-04,8.704907e-05,3.014309e-04,1.456999e-04,3.918402e-05,
5.000000e-01,1024,1024,1024,OS2-fast-12,2.979317e-05,2.065267e-08,3.264456e+00,6.578381e-04,1.015924e-04,3.279966e-04,1.593052e-04,3.618357e-05,
5.000000e-01,1024,1024,1024,OS2-fast-13,6.161708e-06,2.065259e-08,3.039859e+00,7.064418e-04,1.064136e-04,3.525401e-04,1.739989e-04,4.086676e-05,
5.000000e-01,1024,1024,1024,OS2-fast-14,3.839528e-05,2.065514e-08,2.842321e+00,7.555388e-04,1.129286e-04,3.822695e-04,1.855443e-04,4.240774e-05,
5.000000e-01,1024,1024,1024,OS2-fast-15,7.896953e-05,2.065975e-08,2.684993e+00,7.998097e-04,1.158370e-04,4.071871e-04,1.986997e-04,4.545709e-05,
5.000000e-01,1024,1024,1024,OS2-accu-2,1.293138e+05,1.979700e-01,8.732812e+00,2.459098e-04,1.103818e-04,5.419021e-05,2.617204e-05,2.304657e-05,
5.000000e-01,1024,1024,1024,OS2-accu-3,1.562708e+04,1.319513e-02,7.227351e+00,2.971329e-04,1.188780e-04,8.130436e-05,3.939288e-05,2.498456e-05,
5.000000e-01,1024,1024,1024,OS2-accu-4,8.929304e+02,8.301654e-04,6.255108e+00,3.433168e-04,1.250500e-04,1.086260e-04,5.257261e-05,2.375816e-05,
5.000000e-01,1024,1024,1024,OS2-accu-5,1.438883e+01,5.178463e-05,5.572130e+00,3.853973e-04,1.254106e-04,1.354181e-04,6.568804e-05,2.632126e-05,
5.000000e-01,1024,1024,1024,OS2-accu-6,3.440344e+00,3.179306e-06,4.905968e+00,4.377289e-04,1.325974e-04,1.646285e-04,7.930445e-05,2.839103e-05,
5.000000e-01,1024,1024,1024,OS2-accu-7,1.680375e-01,1.552971e-07,4.442900e+00,4.833518e-04,1.354021e-04,1.901360e-04,9.254831e-05,3.231668e-05,
5.000000e-01,1024,1024,1024,OS2-accu-8,9.539124e-03,2.257179e-08,4.097760e+00,5.240628e-04,1.380195e-04,2.168222e-04,1.054838e-04,3.107215e-05,
5.000000e-01,1024,1024,1024,OS2-accu-9,9.702100e-05,2.067560e-08,3.769240e+00,5.697392e-04,1.402251e-04,2.442219e-04,1.184232e-04,3.414064e-05,
